text,intent,reason
"i am not after my hearing aid found, i am after my phone found",Cmd.FindMyPhone,corrective_taught_family
"streaming stopped is not what i wanted, help with my tv streamer is",Help_Accessories,corrective_taught_family
not my heart rate recovery — i meant my activity summary,Help_Health,corrective_HELD_OUT_family
"my walking is not what i wanted, my step count is",Cmd.ActivityStep,corrective_taught_family
"skip a remote appointment, do to share my data instead",Help_HearShare,corrective_taught_family
"to record a message is not what i wanted, to play my messages is",Cmd.ListenMessage,corrective_HELD_OUT_family
"i am not after the voice assistant, i am after the basics",Help_Home,corrective_taught_family
"my standing time is not what i wanted, my cycling is",Cmd.ActivityCycle,corrective_taught_family
"my running is not what i wanted, my step count is",Cmd.ActivityStep,corrective_taught_family
"skip my workout, do my calories instead",Cmd.ActivityCalories,corrective_taught_family
"my cycling is not what i wanted, my aerobics is",Cmd.ActivityAerobics,corrective_taught_family
"that reminder marked done is not what i wanted, a new reminder is",reminders.add,corrective_taught_family
"skip what battery size i need, do the charge level instead",Cmd.BatteryLevel,corrective_taught_family
"a remote adjustment is not what i wanted, to share my data is",Help_HearShare,corrective_taught_family
not my aerobics — i meant my calories,Cmd.ActivityCalories,corrective_taught_family
not my calories — i meant my running,Cmd.ActivityRun,corrective_taught_family
not my step count — i meant my standing time,Cmd.ActivityStand,corrective_taught_family
not the device settings — i meant how to put them in,Help_InsertDevice,corrective_taught_family
not my standing time — i meant my walking,Cmd.ActivityWalk,corrective_taught_family
not demo mode — i meant speech enhancement,Help_IntelliVoice,corrective_HELD_OUT_family
"my calories is not what i wanted, my walking is",Cmd.ActivityWalk,corrective_taught_family
"i am not after a self check, i am after how to put them in",Help_InsertDevice,corrective_taught_family
"i am not after my step count, i am after my running",Cmd.ActivityRun,corrective_taught_family
"my calories is not what i wanted, my step count is",Cmd.ActivityStep,corrective_taught_family
"skip my score, do my heart rate recovery instead",Help_HeartRateRecovery,corrective_HELD_OUT_family
"mask mode is not what i wanted, speech enhancement is",Help_IntelliVoice,corrective_HELD_OUT_family
"i am not after my aerobics, i am after my cycling",Cmd.ActivityCycle,corrective_taught_family
"muted is not what i wanted, how the volume works is",Help_Volume,corrective_taught_family
"skip what is new, do the voice assistant instead",Help_VoiceAssistant,corrective_taught_family
"i am not after demo mode, i am after speech enhancement",Help_IntelliVoice,corrective_HELD_OUT_family
"i am not after my standing time, i am after my step count",Cmd.ActivityStep,corrective_taught_family
not how to personalise the sound — i meant a different program,Cmd.MemoryChange,corrective_taught_family
not the charge level — i meant what battery size i need,Help_Battery,corrective_taught_family
not my aerobics — i meant my workout,Cmd.ActivityExercise,corrective_taught_family
"skip my calories, do my cycling instead",Cmd.ActivityCycle,corrective_taught_family
"skip the app settings, do what is new instead",Help_WhatsNew,corrective_taught_family
"skip my walking, do my aerobics instead",Cmd.ActivityAerobics,corrective_taught_family
"demo mode is not what i wanted, the cros system is",Help_WiCROS,corrective_HELD_OUT_family
not a new reminder — i meant how reminders work,Help_Reminder,corrective_taught_family
"unmuted is not what i wanted, louder is",Cmd.VolumeIncrease,corrective_taught_family
"skip louder, do muted instead",Cmd.VolumeMute,corrective_taught_family
"i am not after my running, i am after my workout",Cmd.ActivityExercise,corrective_taught_family
not what is new — i meant the app settings,Help_AppSettings,corrective_taught_family
"i am not after the device settings, i am after how to clean them",Help_CleanCare,corrective_taught_family
"my score is not what i wanted, my heart rate is",Help_HeartRate,corrective_HELD_OUT_family
"i am not after how to clean them, i am after the device settings",Help_DeviceSettings,corrective_taught_family
not how to put them in — i meant a self check,Help_SelfCheck,corrective_taught_family
"i am not after my aerobics, i am after my running",Cmd.ActivityRun,corrective_taught_family
not how to make a new program — i meant how to personalise the sound,Help_Customize,corrective_taught_family
"skip my standing time, do my running instead",Cmd.ActivityRun,corrective_taught_family
"skip my hearing aid found, do my phone found instead",Cmd.FindMyPhone,corrective_taught_family
"my heart rate recovery is not what i wanted, my activity summary is",Help_Health,corrective_HELD_OUT_family
"skip my calories, do my running instead",Cmd.ActivityRun,corrective_taught_family
"i am not after what is new, i am after the basics",Help_Home,corrective_taught_family
"skip my running, do my standing time instead",Cmd.ActivityStand,corrective_taught_family
"my running is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"i am not after to translate, i am after how translate works",Help_Translate,corrective_taught_family
"i am not after the tinnitus masker, i am after edge mode",Help_EdgeMode,corrective_HELD_OUT_family
"how to put them in is not what i wanted, how to clean them is",Help_CleanCare,corrective_taught_family
"my step count is not what i wanted, my cycling is",Cmd.ActivityCycle,corrective_taught_family
not mask mode — i meant demo mode,Help_DemoMode,corrective_HELD_OUT_family
"i am not after my running, i am after my cycling",Cmd.ActivityCycle,corrective_taught_family
"skip my heart rate, do my heart rate recovery instead",Help_HeartRateRecovery,corrective_HELD_OUT_family
"the app settings is not what i wanted, what is new is",Help_WhatsNew,corrective_taught_family
not my aerobics — i meant my walking,Cmd.ActivityWalk,corrective_taught_family
"i am not after my aerobics, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
"i am not after a self check, i am after the device settings",Help_DeviceSettings,corrective_taught_family
"skip my workout, do my standing time instead",Cmd.ActivityStand,corrective_taught_family
"quieter is not what i wanted, unmuted is",Cmd.VolumeUnmute,corrective_taught_family
"my aerobics is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"skip how the volume works, do unmuted instead",Cmd.VolumeUnmute,corrective_taught_family
"i am not after my step count, i am after my workout",Cmd.ActivityExercise,corrective_taught_family
"skip speech enhancement, do mask mode instead",Help_MaskMode,corrective_HELD_OUT_family
"i am not after how the volume works, i am after muted",Cmd.VolumeMute,corrective_taught_family
not my standing time — i meant my aerobics,Cmd.ActivityAerobics,corrective_taught_family
not to share my data — i meant a remote adjustment,Help_RemoteProgramming,corrective_taught_family
"louder is not what i wanted, unmuted is",Cmd.VolumeUnmute,corrective_taught_family
"skip my heart rate, do my score instead",Help_ThriveScore,corrective_HELD_OUT_family
"i am not after louder, i am after how the volume works",Help_Volume,corrective_taught_family
not to pair them — i meant the basics,Help_Home,corrective_taught_family
"the device settings is not what i wanted, how to clean them is",Help_CleanCare,corrective_taught_family
not my standing time — i meant my running,Cmd.ActivityRun,corrective_taught_family
"i am not after my workout, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
"i am not after my workout, i am after my running",Cmd.ActivityRun,corrective_taught_family
"i am not after how to make a new program, i am after how to change programs",Help_ChangingMemories,corrective_taught_family
not quieter — i meant how the volume works,Help_Volume,corrective_taught_family
"my workout is not what i wanted, my step count is",Cmd.ActivityStep,corrective_taught_family
"skip my running, do my aerobics instead",Cmd.ActivityAerobics,corrective_taught_family
not my cycling — i meant my aerobics,Cmd.ActivityAerobics,corrective_taught_family
"i am not after the device settings, i am after a self check",Help_SelfCheck,corrective_taught_family
"i am not after muted, i am after unmuted",Cmd.VolumeUnmute,corrective_taught_family
not my score — i meant my activity summary,Help_Health,corrective_HELD_OUT_family
not how the volume works — i meant quieter,Cmd.VolumeDecrease,corrective_taught_family
"the voice assistant is not what i wanted, to pair them is",Help_Pairing,corrective_taught_family
"i am not after demo mode, i am after the tinnitus masker",Help_Tinnitus,corrective_HELD_OUT_family
not unmuted — i meant quieter,Cmd.VolumeDecrease,corrective_taught_family
not how the volume works — i meant louder,Cmd.VolumeIncrease,corrective_taught_family
"the device settings is not what i wanted, how to put them in is",Help_InsertDevice,corrective_taught_family
not my running — i meant my standing time,Cmd.ActivityStand,corrective_taught_family
not my calories — i meant my cycling,Cmd.ActivityCycle,corrective_taught_family
"skip my running, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
"i am not after quieter, i am after louder",Cmd.VolumeIncrease,corrective_taught_family
"i am not after my cycling, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"my heart rate is not what i wanted, my score is",Help_ThriveScore,corrective_HELD_OUT_family
"i am not after how to change programs, i am after how to make a new program",Help_MemoryOptions,corrective_taught_family
"i am not after my calories, i am after my step count",Cmd.ActivityStep,corrective_taught_family
"a self check is not what i wanted, the device settings is",Help_DeviceSettings,corrective_taught_family
"i am not after my workout, i am after my cycling",Cmd.ActivityCycle,corrective_taught_family
not that reminder marked done — i meant a new reminder,reminders.add,corrective_taught_family
not my aerobics — i meant my cycling,Cmd.ActivityCycle,corrective_taught_family
"how to change programs is not what i wanted, how to make a new program is",Help_MemoryOptions,corrective_taught_family
"i am not after my walking, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"skip my cycling, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
not edge mode — i meant speech enhancement,Help_IntelliVoice,corrective_HELD_OUT_family
"i am not after to pair them, i am after what is new",Help_WhatsNew,corrective_taught_family
"speech enhancement is not what i wanted, the cros system is",Help_WiCROS,corrective_HELD_OUT_family
"how to put them in is not what i wanted, a self check is",Help_SelfCheck,corrective_taught_family
"i am not after to record a message, i am after to play my messages",Cmd.ListenMessage,corrective_HELD_OUT_family
"my running is not what i wanted, my walking is",Cmd.ActivityWalk,corrective_taught_family
"skip my aerobics, do my calories instead",Cmd.ActivityCalories,corrective_taught_family
not my score — i meant my heart rate,Help_HeartRate,corrective_HELD_OUT_family
not my calories — i meant my standing time,Cmd.ActivityStand,corrective_taught_family
not a different program — i meant how to change programs,Help_ChangingMemories,corrective_taught_family
"i am not after to play my messages, i am after to record a message",Cmd.SendMessage,corrective_HELD_OUT_family
not to pair them — i meant the app settings,Help_AppSettings,corrective_taught_family
"i am not after my calories, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"i am not after mask mode, i am after edge mode",Help_EdgeMode,corrective_HELD_OUT_family
"skip how to personalise the sound, do how to make a new program instead",Help_MemoryOptions,corrective_taught_family
"how to make a new program is not what i wanted, how to personalise the sound is",Help_Customize,corrective_taught_family
"i am not after my phone found, i am after my hearing aid found",Help_FindMyHearingAids,corrective_taught_family
"i am not after streaming stopped, i am after help with my tv streamer",Help_Accessories,corrective_taught_family
not the app settings — i meant to pair them,Help_Pairing,corrective_taught_family
not my cycling — i meant my walking,Cmd.ActivityWalk,corrective_taught_family
"i am not after the voice assistant, i am after what is new",Help_WhatsNew,corrective_taught_family
not what is new — i meant the basics,Help_Home,corrective_taught_family
"i am not after louder, i am after quieter",Cmd.VolumeDecrease,corrective_taught_family
"skip to transcribe, do how transcribe works instead",Help_Transcribe,corrective_taught_family
not the tinnitus masker — i meant demo mode,Help_DemoMode,corrective_HELD_OUT_family
not how the volume works — i meant unmuted,Cmd.VolumeUnmute,corrective_taught_family
"i am not after my aerobics, i am after my standing time",Cmd.ActivityStand,corrective_taught_family
"i am not after how the volume works, i am after unmuted",Cmd.VolumeUnmute,corrective_taught_family
"i am not after streaming stopped, i am after streaming started",Cmd.StreamingStart,corrective_taught_family
not a self check — i meant the device settings,Help_DeviceSettings,corrective_taught_family
not mask mode — i meant the tinnitus masker,Help_Tinnitus,corrective_HELD_OUT_family
"skip that reminder marked done, do how reminders work instead",Help_Reminder,corrective_taught_family
not demo mode — i meant edge mode,Help_EdgeMode,corrective_HELD_OUT_family
"i am not after how transcribe works, i am after to transcribe",Cmd.TranscribeStart,corrective_taught_family
not the device settings — i meant how to clean them,Help_CleanCare,corrective_taught_family
not unmuted — i meant muted,Cmd.VolumeMute,corrective_taught_family
not quieter — i meant muted,Cmd.VolumeMute,corrective_taught_family
"skip my aerobics, do my running instead",Cmd.ActivityRun,corrective_taught_family
"skip the basics, do to pair them instead",Help_Pairing,corrective_taught_family
not help with my tv streamer — i meant streaming stopped,Cmd.StreamingStop,corrective_taught_family
"skip my workout, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
not how to clean them — i meant the device settings,Help_DeviceSettings,corrective_taught_family
"i am not after my standing time, i am after my workout",Cmd.ActivityExercise,corrective_taught_family
"skip my calories, do my step count instead",Cmd.ActivityStep,corrective_taught_family
"skip the tinnitus masker, do edge mode instead",Help_EdgeMode,corrective_HELD_OUT_family
"skip a different program, do how to change programs instead",Help_ChangingMemories,corrective_taught_family
"i am not after my walking, i am after my running",Cmd.ActivityRun,corrective_taught_family
"skip what is new, do the app settings instead",Help_AppSettings,corrective_taught_family
"skip my calories, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
not a remote adjustment — i meant a remote appointment,Help_HearingCareAnywhereConnect,corrective_taught_family
"skip edge mode, do the cros system instead",Help_WiCROS,corrective_HELD_OUT_family
"my activity summary is not what i wanted, my heart rate is",Help_HeartRate,corrective_HELD_OUT_family
"the app settings is not what i wanted, to pair them is",Help_Pairing,corrective_taught_family
"skip my workout, do my cycling instead",Cmd.ActivityCycle,corrective_taught_family
"i am not after the app settings, i am after the voice assistant",Help_VoiceAssistant,corrective_taught_family
"skip unmuted, do quieter instead",Cmd.VolumeDecrease,corrective_taught_family
"louder is not what i wanted, muted is",Cmd.VolumeMute,corrective_taught_family
"i am not after what is new, i am after the voice assistant",Help_VoiceAssistant,corrective_taught_family
"i am not after a different program, i am after how to make a new program",Help_MemoryOptions,corrective_taught_family
"louder is not what i wanted, how the volume works is",Help_Volume,corrective_taught_family
"i am not after my score, i am after my activity summary",Help_Health,corrective_HELD_OUT_family
"skip quieter, do unmuted instead",Cmd.VolumeUnmute,corrective_taught_family
"to pair them is not what i wanted, what is new is",Help_WhatsNew,corrective_taught_family
"skip a remote adjustment, do to share my data instead",Help_HearShare,corrective_taught_family
"i am not after the basics, i am after the voice assistant",Help_VoiceAssistant,corrective_taught_family
"how to put them in is not what i wanted, the device settings is",Help_DeviceSettings,corrective_taught_family
"my cycling is not what i wanted, my running is",Cmd.ActivityRun,corrective_taught_family
"the tinnitus masker is not what i wanted, speech enhancement is",Help_IntelliVoice,corrective_HELD_OUT_family
not to transcribe — i meant how transcribe works,Help_Transcribe,corrective_taught_family
"skip my step count, do my running instead",Cmd.ActivityRun,corrective_taught_family
"skip my aerobics, do my workout instead",Cmd.ActivityExercise,corrective_taught_family
"my workout is not what i wanted, my aerobics is",Cmd.ActivityAerobics,corrective_taught_family
"i am not after edge mode, i am after mask mode",Help_MaskMode,corrective_HELD_OUT_family
"skip how to personalise the sound, do a different program instead",Cmd.MemoryChange,corrective_taught_family
"to share my data is not what i wanted, a remote appointment is",Help_HearingCareAnywhereConnect,corrective_taught_family
"unmuted is not what i wanted, quieter is",Cmd.VolumeDecrease,corrective_taught_family
"skip my aerobics, do my standing time instead",Cmd.ActivityStand,corrective_taught_family
not to pair them — i meant what is new,Help_WhatsNew,corrective_taught_family
"my activity summary is not what i wanted, my score is",Help_ThriveScore,corrective_HELD_OUT_family
not my running — i meant my walking,Cmd.ActivityWalk,corrective_taught_family
"i am not after demo mode, i am after the cros system",Help_WiCROS,corrective_HELD_OUT_family
not unmuted — i meant louder,Cmd.VolumeIncrease,corrective_taught_family
"skip my walking, do my running instead",Cmd.ActivityRun,corrective_taught_family
"skip my running, do my calories instead",Cmd.ActivityCalories,corrective_taught_family
"i am not after my standing time, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
"skip to pair them, do the basics instead",Help_Home,corrective_taught_family
"the basics is not what i wanted, to pair them is",Help_Pairing,corrective_taught_family
"skip how to clean them, do how to put them in instead",Help_InsertDevice,corrective_taught_family
"a different program is not what i wanted, how to personalise the sound is",Help_Customize,corrective_taught_family
"i am not after to transcribe, i am after how transcribe works",Help_Transcribe,corrective_taught_family
"skip my running, do my step count instead",Cmd.ActivityStep,corrective_taught_family
"skip speech enhancement, do the tinnitus masker instead",Help_Tinnitus,corrective_HELD_OUT_family
not streaming started — i meant streaming stopped,Cmd.StreamingStop,corrective_taught_family
"skip my phone found, do my hearing aid found instead",Help_FindMyHearingAids,corrective_taught_family
"skip my standing time, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
"skip unmuted, do louder instead",Cmd.VolumeIncrease,corrective_taught_family
not streaming started — i meant help with my tv streamer,Help_Accessories,corrective_taught_family
"i am not after the cros system, i am after edge mode",Help_EdgeMode,corrective_HELD_OUT_family
"skip mask mode, do edge mode instead",Help_EdgeMode,corrective_HELD_OUT_family
"demo mode is not what i wanted, speech enhancement is",Help_IntelliVoice,corrective_HELD_OUT_family
not my activity summary — i meant my heart rate recovery,Help_HeartRateRecovery,corrective_HELD_OUT_family
not my heart rate — i meant my activity summary,Help_Health,corrective_HELD_OUT_family
"the basics is not what i wanted, what is new is",Help_WhatsNew,corrective_taught_family
"i am not after my workout, i am after my step count",Cmd.ActivityStep,corrective_taught_family
"skip how to change programs, do how to personalise the sound instead",Help_Customize,corrective_taught_family
"streaming started is not what i wanted, streaming stopped is",Cmd.StreamingStop,corrective_taught_family
"my standing time is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"skip muted, do louder instead",Cmd.VolumeIncrease,corrective_taught_family
"skip to pair them, do the voice assistant instead",Help_VoiceAssistant,corrective_taught_family
"i am not after my aerobics, i am after my step count",Cmd.ActivityStep,corrective_taught_family
"skip my step count, do my cycling instead",Cmd.ActivityCycle,corrective_taught_family
"my step count is not what i wanted, my standing time is",Cmd.ActivityStand,corrective_taught_family
"my walking is not what i wanted, my cycling is",Cmd.ActivityCycle,corrective_taught_family
"mask mode is not what i wanted, the cros system is",Help_WiCROS,corrective_HELD_OUT_family
"i am not after my workout, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"i am not after the tinnitus masker, i am after demo mode",Help_DemoMode,corrective_HELD_OUT_family
"i am not after unmuted, i am after quieter",Cmd.VolumeDecrease,corrective_taught_family
"help with my tv streamer is not what i wanted, streaming stopped is",Cmd.StreamingStop,corrective_taught_family
"i am not after to pair them, i am after the app settings",Help_AppSettings,corrective_taught_family
"i am not after my activity summary, i am after my heart rate recovery",Help_HeartRateRecovery,corrective_HELD_OUT_family
not a remote adjustment — i meant to share my data,Help_HearShare,corrective_taught_family
not my cycling — i meant my calories,Cmd.ActivityCalories,corrective_taught_family
"skip unmuted, do how the volume works instead",Help_Volume,corrective_taught_family
not my standing time — i meant my step count,Cmd.ActivityStep,corrective_taught_family
"skip demo mode, do the tinnitus masker instead",Help_Tinnitus,corrective_HELD_OUT_family
"i am not after the app settings, i am after to pair them",Help_Pairing,corrective_taught_family
not how to clean them — i meant a self check,Help_SelfCheck,corrective_taught_family
not my heart rate — i meant my score,Help_ThriveScore,corrective_HELD_OUT_family
"skip that reminder marked done, do a new reminder instead",reminders.add,corrective_taught_family
"i am not after my step count, i am after my standing time",Cmd.ActivityStand,corrective_taught_family
not louder — i meant muted,Cmd.VolumeMute,corrective_taught_family
"skip muted, do how the volume works instead",Help_Volume,corrective_taught_family
"skip the tinnitus masker, do the cros system instead",Help_WiCROS,corrective_HELD_OUT_family
not a different program — i meant how to personalise the sound,Help_Customize,corrective_taught_family
"my heart rate recovery is not what i wanted, my heart rate is",Help_HeartRate,corrective_HELD_OUT_family
"my aerobics is not what i wanted, my workout is",Cmd.ActivityExercise,corrective_taught_family
not my step count — i meant my calories,Cmd.ActivityCalories,corrective_taught_family
"i am not after the tinnitus masker, i am after speech enhancement",Help_IntelliVoice,corrective_HELD_OUT_family
"i am not after mask mode, i am after the tinnitus masker",Help_Tinnitus,corrective_HELD_OUT_family
"i am not after demo mode, i am after edge mode",Help_EdgeMode,corrective_HELD_OUT_family
not to record a message — i meant to play my messages,Cmd.ListenMessage,corrective_HELD_OUT_family
"skip my calories, do my aerobics instead",Cmd.ActivityAerobics,corrective_taught_family
"skip my cycling, do my aerobics instead",Cmd.ActivityAerobics,corrective_taught_family
"skip my running, do my cycling instead",Cmd.ActivityCycle,corrective_taught_family
"i am not after the app settings, i am after the basics",Help_Home,corrective_taught_family
"the basics is not what i wanted, the app settings is",Help_AppSettings,corrective_taught_family
not mask mode — i meant the cros system,Help_WiCROS,corrective_HELD_OUT_family
"i am not after mask mode, i am after the cros system",Help_WiCROS,corrective_HELD_OUT_family
not my walking — i meant my cycling,Cmd.ActivityCycle,corrective_taught_family
"my calories is not what i wanted, my workout is",Cmd.ActivityExercise,corrective_taught_family
not my running — i meant my aerobics,Cmd.ActivityAerobics,corrective_taught_family
"i am not after help with my tv streamer, i am after streaming stopped",Cmd.StreamingStop,corrective_taught_family
not to translate — i meant how translate works,Help_Translate,corrective_taught_family
"i am not after a self check, i am after how to clean them",Help_CleanCare,corrective_taught_family
"i am not after my aerobics, i am after my walking",Cmd.ActivityWalk,corrective_taught_family
not muted — i meant louder,Cmd.VolumeIncrease,corrective_taught_family
"my step count is not what i wanted, my walking is",Cmd.ActivityWalk,corrective_taught_family
not to play my messages — i meant to record a message,Cmd.SendMessage,corrective_HELD_OUT_family
not my walking — i meant my standing time,Cmd.ActivityStand,corrective_taught_family
"i am not after my score, i am after my heart rate recovery",Help_HeartRateRecovery,corrective_HELD_OUT_family
"i am not after the device settings, i am after how to put them in",Help_InsertDevice,corrective_taught_family
"i am not after a remote appointment, i am after a remote adjustment",Help_RemoteProgramming,corrective_taught_family
"i am not after edge mode, i am after the cros system",Help_WiCROS,corrective_HELD_OUT_family
"what is new is not what i wanted, the app settings is",Help_AppSettings,corrective_taught_family
"skip how transcribe works, do to transcribe instead",Cmd.TranscribeStart,corrective_taught_family
"skip my standing time, do my step count instead",Cmd.ActivityStep,corrective_taught_family
"my step count is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"i am not after louder, i am after muted",Cmd.VolumeMute,corrective_taught_family
not muted — i meant quieter,Cmd.VolumeDecrease,corrective_taught_family
"i am not after the basics, i am after the app settings",Help_AppSettings,corrective_taught_family
"skip the device settings, do a self check instead",Help_SelfCheck,corrective_taught_family
"i am not after my score, i am after my heart rate",Help_HeartRate,corrective_HELD_OUT_family
"how the volume works is not what i wanted, unmuted is",Cmd.VolumeUnmute,corrective_taught_family
"speech enhancement is not what i wanted, the tinnitus masker is",Help_Tinnitus,corrective_HELD_OUT_family
not the basics — i meant what is new,Help_WhatsNew,corrective_taught_family
"my cycling is not what i wanted, my walking is",Cmd.ActivityWalk,corrective_taught_family
not my step count — i meant my cycling,Cmd.ActivityCycle,corrective_taught_family
"i am not after my calories, i am after my running",Cmd.ActivityRun,corrective_taught_family
not how to personalise the sound — i meant how to make a new program,Help_MemoryOptions,corrective_taught_family
"skip my step count, do my workout instead",Cmd.ActivityExercise,corrective_taught_family
not the voice assistant — i meant to pair them,Help_Pairing,corrective_taught_family
"louder is not what i wanted, quieter is",Cmd.VolumeDecrease,corrective_taught_family
"a remote adjustment is not what i wanted, a remote appointment is",Help_HearingCareAnywhereConnect,corrective_taught_family
"skip how to change programs, do a different program instead",Cmd.MemoryChange,corrective_taught_family
"my standing time is not what i wanted, my aerobics is",Cmd.ActivityAerobics,corrective_taught_family
"skip the app settings, do the voice assistant instead",Help_VoiceAssistant,corrective_taught_family
"the cros system is not what i wanted, mask mode is",Help_MaskMode,corrective_HELD_OUT_family
not to share my data — i meant a remote appointment,Help_HearingCareAnywhereConnect,corrective_taught_family
"i am not after edge mode, i am after the tinnitus masker",Help_Tinnitus,corrective_HELD_OUT_family
"i am not after speech enhancement, i am after the tinnitus masker",Help_Tinnitus,corrective_HELD_OUT_family
"what is new is not what i wanted, the voice assistant is",Help_VoiceAssistant,corrective_taught_family
"skip how the volume works, do quieter instead",Cmd.VolumeDecrease,corrective_taught_family
"my phone found is not what i wanted, my hearing aid found is",Help_FindMyHearingAids,corrective_taught_family
"i am not after what is new, i am after the app settings",Help_AppSettings,corrective_taught_family
"skip how to make a new program, do how to personalise the sound instead",Help_Customize,corrective_taught_family
not edge mode — i meant the tinnitus masker,Help_Tinnitus,corrective_HELD_OUT_family
not my phone found — i meant my hearing aid found,Help_FindMyHearingAids,corrective_taught_family
"i am not after that reminder marked done, i am after how reminders work",Help_Reminder,corrective_taught_family
"skip my step count, do my walking instead",Cmd.ActivityWalk,corrective_taught_family
"skip a new reminder, do that reminder marked done instead",reminders.complete,corrective_taught_family
"i am not after my standing time, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"mask mode is not what i wanted, edge mode is",Help_EdgeMode,corrective_HELD_OUT_family
"i am not after mask mode, i am after demo mode",Help_DemoMode,corrective_HELD_OUT_family
"my workout is not what i wanted, my cycling is",Cmd.ActivityCycle,corrective_taught_family
"muted is not what i wanted, quieter is",Cmd.VolumeDecrease,corrective_taught_family
"i am not after speech enhancement, i am after mask mode",Help_MaskMode,corrective_HELD_OUT_family
"skip mask mode, do the cros system instead",Help_WiCROS,corrective_HELD_OUT_family
"muted is not what i wanted, unmuted is",Cmd.VolumeUnmute,corrective_taught_family
not the tinnitus masker — i meant the cros system,Help_WiCROS,corrective_HELD_OUT_family
not my walking — i meant my running,Cmd.ActivityRun,corrective_taught_family
not how to put them in — i meant the device settings,Help_DeviceSettings,corrective_taught_family
"my walking is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"i am not after speech enhancement, i am after demo mode",Help_DemoMode,corrective_HELD_OUT_family
not streaming stopped — i meant help with my tv streamer,Help_Accessories,corrective_taught_family
not the device settings — i meant a self check,Help_SelfCheck,corrective_taught_family
"my workout is not what i wanted, my calories is",Cmd.ActivityCalories,corrective_taught_family
"i am not after the cros system, i am after mask mode",Help_MaskMode,corrective_HELD_OUT_family
"the voice assistant is not what i wanted, what is new is",Help_WhatsNew,corrective_taught_family
"my workout is not what i wanted, my walking is",Cmd.ActivityWalk,corrective_taught_family
"i am not after my running, i am after my standing time",Cmd.ActivityStand,corrective_taught_family
"my calories is not what i wanted, my cycling is",Cmd.ActivityCycle,corrective_taught_family
"to translate is not what i wanted, how translate works is",Help_Translate,corrective_taught_family
not the app settings — i meant the basics,Help_Home,corrective_taught_family
"skip the cros system, do the tinnitus masker instead",Help_Tinnitus,corrective_HELD_OUT_family
"my heart rate is not what i wanted, my activity summary is",Help_Health,corrective_HELD_OUT_family
"i am not after how to put them in, i am after the device settings",Help_DeviceSettings,corrective_taught_family
"i am not after help with my tv streamer, i am after streaming started",Cmd.StreamingStart,corrective_taught_family
"skip to pair them, do the app settings instead",Help_AppSettings,corrective_taught_family
not muted — i meant how the volume works,Help_Volume,corrective_taught_family
"skip my calories, do my workout instead",Cmd.ActivityExercise,corrective_taught_family
"skip louder, do quieter instead",Cmd.VolumeDecrease,corrective_taught_family
"my aerobics is not what i wanted, my step count is",Cmd.ActivityStep,corrective_taught_family
"skip my heart rate recovery, do my score instead",Help_ThriveScore,corrective_HELD_OUT_family
not the cros system — i meant mask mode,Help_MaskMode,corrective_HELD_OUT_family
"skip demo mode, do mask mode instead",Help_MaskMode,corrective_HELD_OUT_family
not what is new — i meant the voice assistant,Help_VoiceAssistant,corrective_taught_family
"how the volume works is not what i wanted, muted is",Cmd.VolumeMute,corrective_taught_family
"skip streaming started, do help with my tv streamer instead",Help_Accessories,corrective_taught_family
"my workout is not what i wanted, my standing time is",Cmd.ActivityStand,corrective_taught_family
"that reminder marked done is not what i wanted, how reminders work is",Help_Reminder,corrective_taught_family
"i am not after the basics, i am after what is new",Help_WhatsNew,corrective_taught_family
"skip edge mode, do demo mode instead",Help_DemoMode,corrective_HELD_OUT_family
"i am not after my walking, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
"edge mode is not what i wanted, mask mode is",Help_MaskMode,corrective_HELD_OUT_family
"skip how to put them in, do how to clean them instead",Help_CleanCare,corrective_taught_family
"mask mode is not what i wanted, the tinnitus masker is",Help_Tinnitus,corrective_HELD_OUT_family
"to pair them is not what i wanted, the basics is",Help_Home,corrective_taught_family
"i am not after my aerobics, i am after my workout",Cmd.ActivityExercise,corrective_taught_family
"skip my cycling, do my standing time instead",Cmd.ActivityStand,corrective_taught_family
not the tinnitus masker — i meant edge mode,Help_EdgeMode,corrective_HELD_OUT_family
"i am not after the voice assistant, i am after the app settings",Help_AppSettings,corrective_taught_family
"skip my heart rate recovery, do my heart rate instead",Help_HeartRate,corrective_HELD_OUT_family
