text,intent,source,predicted_intent,confidence,correct
I misplaced my mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9820126295089722,True
find my smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9932945370674133,True
locate the phone I paired,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9899091720581055,True
where can I find my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9801250696182251,True
my phone is missing,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9894494414329529,True
help me find the mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9750607013702393,True
search for my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9912129044532776,True
can you locate my handset,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9768511056900024,True
find the device I use as my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9851149916648865,True
where did my smartphone go,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9861397743225098,True
locate my missing phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.994147539138794,True
help me track my mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9500934481620789,True
show the location of my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9614516496658325,True
I need to find my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9894756078720093,True
where is my mobile right now,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.970370888710022,True
find my lost handset,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9742655754089355,True
can you find my smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9892487525939941,True
locate my phone please,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9922800064086914,True
my mobile has disappeared,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9319915175437927,True
help me locate the handset,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.934317409992218,True
track my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9875580072402954,True
where's my mobile device,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9811330437660217,True
find the smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9917839765548706,True
I need the location of my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.5277490615844727,True
help me search for my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9900076389312744,True
locate the phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.994419515132904,True
my phone is somewhere nearby,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9917197227478027,True
tell me where my handset is,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9267323613166809,True
find my mobile device,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9903684854507446,True
where did I put my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9868638515472412,True
can you track down my smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9875860214233398,True
locate my missing mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9913144707679749,True
help locate my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9940944314002991,True
show where my handset is,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9671603441238403,True
find the phone I can't see,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9855673313140869,True
my smartphone is lost,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.986143171787262,True
look for my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9902881383895874,True
where is the mobile I paired,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.8275970220565796,True
locate my smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9944278001785278,True
help me find the handset,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9597724676132202,True
find where my phone is,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9905847907066345,True
track down the mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9474946856498718,True
can you locate my phone now,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9877276420593262,True
search for my missing smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9905747771263123,True
show me the reminders I currently have,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9781506061553955,True
what reminders are on my list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.980505645275116,True
let me see my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9565240740776062,True
display my pending reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9705840945243835,True
which reminders are active,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9769229888916016,True
tell me what I have scheduled,help.reminder.show,unseen_semantic_stress_test,reminders.task.create,0.32820650935173035,False
show the reminders I've created,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.8930200338363647,True
what reminders do I have,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9807814359664917,True
list my current reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9777010083198547,True
can I see my reminder list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9000236392021179,True
read out my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9514693021774292,True
what tasks have I set reminders for,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9850788116455078,True
show my reminder schedule,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.4841485619544983,True
which reminders are still pending,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9759197235107422,True
open my reminder list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.6442750692367554,True
give me a list of reminders,help.reminder.show,unseen_semantic_stress_test,reminders.task.create,0.7721720337867737,False
what reminders are waiting,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9761629104614258,True
see the reminders I have,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9565271139144897,True
show all active reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.933077871799469,True
what did I set reminders for,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9705601930618286,True
let me check my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9567174911499023,True
display the reminder entries,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9325566291809082,True
which reminder tasks are pending,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9799163341522217,True
tell me my current reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9873694777488708,True
show my scheduled reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9826632738113403,True
what is on my reminder list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9757146239280701,True
list the reminders I have,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9798586368560791,True
read my active reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9819216728210449,True
show me what's in reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9903393387794495,True
which reminders haven't been completed,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9639618396759033,True
let me view the reminder list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.8501384854316711,True
give me my current reminder status,help.reminder.show,unseen_semantic_stress_test,reminders.task.create,0.5855504870414734,False
show existing reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.8739438652992249,True
what reminders are currently saved,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9850369095802307,True
display my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9739833474159241,True
can you list my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9474037289619446,True
tell me which reminders are active,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9905068874359131,True
show my pending reminder tasks,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9501193761825562,True
let me see saved reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9745191335678101,True
what reminder tasks are on file,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.983363151550293,True
show my outstanding reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9802019000053406,True
which reminders do I still have,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9820004105567932,True
read my reminder list,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.7583654522895813,True
view my current reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9846797585487366,True
what have I scheduled as reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9830069541931152,True
show the reminder items,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.8970639109611511,True
list my outstanding reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.979620635509491,True
can I see what reminders I set,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9852933287620544,True
display the reminders I haven't finished,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9799817204475403,True
tell me about my reminders,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9845378398895264,True
show my active reminder items,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.7182942628860474,True
let me check what reminders remain,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9856207966804504,True
list all current reminder tasks,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.6963367462158203,True
show my reminder entries,help.reminder.show,unseen_semantic_stress_test,help.reminder.show,0.9548576474189758,True
set a reminder for my appointment tomorrow,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9903867244720459,True
remind me to call the clinic at nine,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9857921600341797,True
create a new reminder for later,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9907662868499756,True
add a reminder to take my keys,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.985516369342804,True
put a reminder on my schedule,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9882485866546631,True
schedule a reminder for this evening,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9910506010055542,True
make a reminder for my meeting,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.989147424697876,True
remember to remind me about the meeting,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9869591593742371,True
add something to my reminders,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.8285666108131409,True
create a reminder for next week,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9903343319892883,True
set one up so I don't forget,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9413197636604309,True
add a new reminder to my list,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.977596640586853,True
schedule a reminder to call John,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9874469637870789,True
remind me about dinner tonight,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9872287511825562,True
make a new reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.984549880027771,True
create an entry in my reminders,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.8852828145027161,True
set something to remind me tomorrow,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9898909330368042,True
add a reminder for the weekend,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9902815818786621,True
schedule a new reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9850946664810181,True
please create a reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9852980375289917,True
put this on my reminder list,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.8810355067253113,True
remind me to buy groceries,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9761129021644592,True
add an appointment reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9862489104270935,True
create a reminder for the morning,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9905300736427307,True
set a reminder for later today,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9921749234199524,True
make sure I get a reminder about this,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9774855375289917,True
add this as a reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9884845614433289,True
schedule something in reminders,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9248383045196533,True
create a reminder to charge the phone,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9868130087852478,True
set a reminder for my medication time,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9793165326118469,True
add a new reminder for tomorrow,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9876954555511475,True
remind me to send the email,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9864611029624939,True
make a reminder for Friday,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9926754832267761,True
create a reminder entry,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9874666333198547,True
schedule a reminder for my task,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9884768724441528,True
set up a reminder for the appointment,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.991184651851654,True
add this task to reminders,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.7652794122695923,True
create a new scheduled reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9866558313369751,True
remind me about my call,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9790552258491516,True
put a reminder in place,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9895077347755432,True
set a reminder so I remember,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9874208569526672,True
add another reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9859699606895447,True
create a reminder for tonight,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9899234175682068,True
schedule my reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9838693737983704,True
make a reminder for the afternoon,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9920766353607178,True
remind me to check the oven,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9809804558753967,True
add a reminder for an upcoming task,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9843952655792236,True
create a reminder about the trip,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9860988855361938,True
set one for tomorrow morning,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9723055362701416,True
put this into my reminder schedule,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9863103628158569,True
make a new reminder entry,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.98548823595047,True
add a reminder for next month,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.992081880569458,True
create a reminder to call home,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9836924076080322,True
schedule something as a reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9914765954017639,True
set up a new reminder,reminders.task.create,unseen_semantic_stress_test,reminders.task.create,0.9897236824035645,True
mark my current reminder as done,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9896676540374756,True
finish the reminder I just handled,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9519844651222229,True
dismiss the reminder that is completed,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9750615954399109,True
check off my latest reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9879257678985596,True
clear the reminder I finished,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.968693196773529,True
mark that reminder complete,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9920830726623535,True
remove the reminder I have already done,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.8395863771438599,True
complete my pending reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9927641749382019,True
close out the reminder I finished,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9797062277793884,True
mark the task behind the reminder as complete,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9892493486404419,True
"I've done it, complete that reminder",reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9864128828048706,True
dismiss my completed reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9884164333343506,True
check that reminder off my list,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9856557846069336,True
finish the active reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9832725524902344,True
mark the reminder as completed,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9914474487304688,True
clear my finished reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9886956214904785,True
complete the reminder task,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9922195672988892,True
remove the reminder after finishing it,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.809783399105072,True
close the reminder I completed,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9649111032485962,True
mark my reminder done,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9919428825378418,True
"I finished that task, clear its reminder",reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9722239971160889,True
complete my latest reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9896492958068848,True
dismiss the reminder I no longer need,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.8719927668571472,True
check off the task I was reminded about,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.876410722732544,True
mark that reminder as finished,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9922993779182434,True
clear the completed reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9829345345497131,True
finish the reminder task,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9886806011199951,True
complete the active reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9906366467475891,True
remove the reminder I just completed,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.5352133512496948,True
mark this reminder done,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9856695532798767,True
dismiss my current reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9855253100395203,True
check off my reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9891504645347595,True
finish the reminder that's pending,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.933051586151123,True
complete that reminder now,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9805986881256104,True
clear the reminder I handled,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9298040866851807,True
mark my outstanding reminder complete,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9924536347389221,True
close my completed reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9880900382995605,True
finish my active reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9854139089584351,True
complete the reminder I just dealt with,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.964279055595398,True
remove my finished reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9786565899848938,True
mark the current reminder as completed,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9855713844299316,True
dismiss the reminder after completing it,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.980653703212738,True
check the reminder off as done,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9848644733428955,True
complete my pending reminder task,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9921998381614685,True
clear the task reminder I finished,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9825014472007751,True
mark that item complete,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9899654388427734,True
finish this reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9811289310455322,True
remove the completed reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9692145586013794,True
complete the current reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.986900269985199,True
close out this reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9813380241394043,True
mark the reminder finished,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9931841492652893,True
clear my completed task reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9898736476898193,True
check off the current reminder,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9882304668426514,True
complete the reminder item,reminders.task.complete,unseen_semantic_stress_test,reminders.task.complete,0.9897750616073608,True
send audio from my phone to the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9827950596809387,True
start streaming music into my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9907342195510864,True
connect the laptop audio to my devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9911535382270813,True
play my tablet sound through the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9723434448242188,True
route the phone's audio to my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9866414070129395,True
begin streaming from my mobile,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9810184240341187,True
let me hear the TV through my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.979800283908844,True
start an audio connection with my phone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9856660962104797,True
stream sound from the computer,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9870211482048035,True
connect my hearing aids to the television audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.988408625125885,True
start sending media audio to my devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9844471216201782,True
play the phone through my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9746315479278564,True
begin streaming from the laptop,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9865868091583252,True
route music into my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9353368878364563,True
connect to my tablet for audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9864898920059204,True
start the streaming session,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9876255393028259,True
send the computer sound to my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9615783095359802,True
play TV audio through the devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9849189519882202,True
start streaming from my smartphone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9850425720214844,True
connect my hearing aids to the media source,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9848178029060364,True
begin routing audio from the phone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9683700203895569,True
stream the laptop's sound to my devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9738116264343262,True
let the hearing aids receive TV audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9646941423416138,True
start a connection for media sound,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9842665791511536,True
send music directly to my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9807952046394348,True
begin audio streaming,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9902143478393555,True
connect the hearing aids for streaming,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9903711676597595,True
route my tablet audio to the devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9857572913169861,True
start playing phone audio through the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9805050492286682,True
stream audio from my computer,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9910367727279663,True
connect to the TV audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9886731505393982,True
begin streaming media to the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9883837103843689,True
start routing sound from my phone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9652690291404724,True
play the computer audio through my devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9852178692817688,True
establish the audio stream,streaming.session.start,unseen_semantic_stress_test,streaming.session.stop,0.564506471157074,False
start sending sound to the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9785375595092773,True
connect my phone for streaming,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9777770042419434,True
begin the media audio connection,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9886433482170105,True
stream sound from the television,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9857603907585144,True
route audio from my laptop,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9819095134735107,True
start streaming from my tablet,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9906377792358398,True
send TV sound into the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.950251579284668,True
open the audio stream,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9862072467803955,True
connect the devices to my phone audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9790038466453552,True
start streaming the media,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9871145486831665,True
begin playing audio through the hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9811045527458191,True
route music from my smartphone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.5424680113792419,True
start the hearing aid streaming connection,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.992440938949585,True
connect my laptop audio,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9876532554626465,True
begin streaming from the TV,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9883487224578857,True
send media sound to my hearing aids,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9657415747642517,True
start an audio stream from the phone,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9823613166809082,True
route my computer's sound to the devices,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9056742787361145,True
connect for audio streaming,streaming.session.start,unseen_semantic_stress_test,streaming.session.start,0.9908599257469177,True
stop sending audio to my hearing aids,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9554621577262878,True
end the current streaming session,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9750608205795288,True
disconnect the phone audio,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9869195818901062,True
stop streaming from my laptop,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9952247142791748,True
end the media connection,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9911337494850159,True
disconnect my hearing aids from the TV audio,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9829094409942627,True
stop the audio stream,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9943031072616577,True
turn off the current streaming connection,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9905602335929871,True
end streaming now,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9713438153266907,True
stop routing sound from the phone,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9744901657104492,True
disconnect the tablet audio,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9890232086181641,True
finish the current streaming session,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.8768490552902222,True
stop sending media sound to the devices,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.683178186416626,True
disconnect the laptop from my hearing aids,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9800747632980347,True
end the audio stream,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9881879687309265,True
stop streaming music,streaming.session.stop,unseen_semantic_stress_test,streaming.session.stop,0.9938055276870728,True
break the current audio connection,streaming.session.stop,unseen_semantic_stress_test,streaming.session.start,0.7814589142799377,False
