row,text,true_intent,pytorch_prediction,onnx_prediction,prediction_same,max_abs_logit_diff,mean_abs_logit_diff,cosine_similarity
377,tune for this windy weather,Cmd.MemoryChange,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.8519737e-07,1.0
378,please change memory to number three,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.628617e-07,0.99999994
379,how does finding my aids work,Help_FindMyHearingAids,Help_CleanCare,Help_CleanCare,True,3.33786e-06,7.785203e-07,1.0000001
380,how do i start streaming from the accessory?,Help_Accessories,Help_Accessories,Help_Accessories,True,2.861023e-06,6.1251615e-07,1.0
381,can you start remote stream,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,2.3841858e-06,5.5742106e-07,1.0000001
382,can you set to work memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.6884204e-07,0.99999994
383,please pairing my aids,Help_Pairing,Help_Pairing,Help_Pairing,True,1.4305115e-06,4.8605233e-07,1.0
384,how are things,Default Fallback Intent,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.1457672e-06,5.170311e-07,1.0000001
385,can you start recording,Cmd.TranscribeStart,Cmd.TranscribeStart,Cmd.TranscribeStart,True,3.8146973e-06,8.1093685e-07,1.0
386,explain how to care for my aids,Help_CleanCare,Help_HearingCareAnywhereConnect,Help_HearingCareAnywhereConnect,True,2.3841858e-06,7.456463e-07,1.0000001
387,text my sister,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,2.3841858e-06,6.065034e-07,0.99999994
388,scale back the sound,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.1457672e-06,7.8845443e-07,1.0
389,please help with accessories,Help_Accessories,Help_Accessories,Help_Accessories,True,2.3841858e-06,8.321122e-07,1.0
390,help me remember to take medication at 9 am,reminders.add,reminders.add,reminders.add,True,3.5762787e-06,7.4514793e-07,1.0
391,please remind me to drink water today,reminders.add,reminders.add,reminders.add,True,2.1457672e-06,4.965093e-07,1.0000001
392,help with changing memories using the thrive app,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,2.3841858e-06,6.757807e-07,1.0000001
393,what can the caption feature do,Help_Transcribe,Help_Home,Help_Home,True,2.861023e-06,5.488594e-07,1.0
394,can you mask mode,Cmd.MemoryChange,Help_MaskMode,Help_MaskMode,True,1.5199184e-06,5.035024e-07,1.0
395,can you set program to quiet,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.1457672e-06,4.1765733e-07,1.0
396,can you onkyo receiver,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.0950443e-07,1.0
397,can you switch program to master,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.4213314e-07,1.0000001
398,can you remind me to refill my prescription tomorrow afternoon,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,7.606026e-07,1.0
399,show me transcribe user guide,Help_Transcribe,Help_Transcribe,Help_Transcribe,True,1.9073486e-06,5.935629e-07,0.99999994
400,direct hearing aid connection,Cmd.StreamingStart,Help_Pairing,Help_Pairing,True,1.66893e-06,5.5536236e-07,1.0
401,switch to restaurant memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.4334758e-07,1.0
402,customize my hearing aid settings,Help_Customize,Help_MemoryOptions,Help_MemoryOptions,True,1.9073486e-06,4.3527075e-07,1.0
403,change to noise memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.0292492e-07,0.9999999
404,can you start translation for spanish,Cmd.TranslationStart,Cmd.TranslationStart,Cmd.TranslationStart,True,2.503395e-06,7.203535e-07,1.0000001
405,track my bike ride,Cmd.ActivityCycle,Cmd.ActivityCycle,Cmd.ActivityCycle,True,2.5629997e-06,8.7942993e-07,1.0
406,please switch memory to meeting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.7217087e-07,1.0
407,can you right hearing aid doesn't work,Help_SelfCheck,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.8957087e-07,1.0
408,can you set setting to three,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.676151e-07,1.0000001
409,can you i'm interested in my location,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.316274e-07,1.0
410,how do i create a new program,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,1.9073486e-06,4.9912353e-07,0.99999994
411,raise the volume up,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,3.33786e-06,6.946033e-07,0.99999994
412,"this is important, remind me later",reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.106262e-07,0.99999994
413,begin tracking my exercise,Cmd.ActivityExercise,Cmd.ActivityExercise,Cmd.ActivityExercise,True,1.4305115e-06,5.0147634e-07,1.0
414,please set to noise program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,4.027235e-07,1.0000001
415,can you remind me tomorrow,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.025167e-07,0.99999994
416,use my hearing aids as speakers,Cmd.StreamingStart,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.861023e-06,8.4910477e-07,1.0000001
417,when would i send a manual alert text message?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,3.4900089e-07,1.0
418,how accurate is the heart rate reading,Help_HeartRate,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,5.9735356e-07,1.0000001
419,stream from the remote mic,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,6.117319e-07,1.0000001
420,can you set program to television,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.491316e-07,1.0
421,where can i change app settings,Help_AppSettings,Help_AppSettings,Help_AppSettings,True,1.9073486e-06,4.708244e-07,1.0
422,how do i change my preferences?,Help_DeviceSettings,Help_Customize,Help_Customize,True,3.33786e-06,8.26753e-07,1.0
423,show my walking activity,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,3.33786e-06,8.8446234e-07,1.0
424,how do i geotag a location to a memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.3841858e-06,5.394482e-07,1.0
425,please hi there i don't,Default Fallback Intent,reminders.add,reminders.add,True,2.3841858e-06,6.076063e-07,1.0
426,how do i get more information on the brain score?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.3841858e-06,6.2898584e-07,0.9999999
427,can you start writing this down for me,Cmd.TranscribeStart,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,6.0284344e-07,1.0
428,morning,Default Fallback Intent,Help_Tinnitus,Help_Tinnitus,True,1.4305115e-06,4.3347347e-07,0.9999999
429,please change memory to music,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.2011354e-07,1.0
430,how many stand hours today,Cmd.ActivityStand,Cmd.ActivityStand,Cmd.ActivityStand,True,2.861023e-06,9.57465e-07,1.0
431,what's my battery at,Cmd.BatteryLevel,Help_Battery,Help_Battery,True,2.3841858e-06,6.8166275e-07,1.0
432,please switch to tinnitus program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.6899444e-07,0.99999994
433,can you switch to school program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.08208e-07,1.0000001
434,please tell me what how much do i owe you would be in español,Cmd.TranslationStart,Cmd.TranslationStart,Cmd.TranslationStart,True,2.3841858e-06,5.9970637e-07,1.0000001
435,can you set memory to number one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.0728836e-06,3.0475488e-07,1.0000001
436,how do i adjust bass on edge mode?,Help_EdgeMode,Help_EdgeMode,Help_EdgeMode,True,2.3841858e-06,5.123908e-07,1.0
437,how's my exercise progress,Cmd.ActivityExercise,Help_Health,Help_Health,True,2.3841858e-06,6.3669785e-07,0.9999999
438,please switch to outdoors,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.7854178e-07,1.0000001
439,help me understand edge mode,Help_EdgeMode,Help_EdgeMode,Help_EdgeMode,True,1.9073486e-06,5.7657036e-07,1.0
440,can you change to quiet,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.65732e-07,1.0
441,getting customers exactly with a free wireless.,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.759061e-07,1.0
442,show my current heart rate,Help_HeartRate,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,6.0968136e-07,1.0
443,please finish this reminder.,reminders.complete,reminders.add,reminders.add,True,2.861023e-06,6.820549e-07,1.0000001
444,can my professional adjust my aids remotely?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,1.9073486e-06,5.256581e-07,1.0
445,please change to everyday memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.868313e-07,1.0000001
446,begin my walking workout,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,1.9073486e-06,6.062338e-07,1.0
447,what do i hear when an alert text message is received?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,4.9533287e-07,1.0000001
448,guide me through the interface,Help_Home,Help_Home,Help_Home,True,2.3841858e-06,7.5277006e-07,1.0
449,but their counterparts of the white pieces of fabric,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.4644124e-07,1.0000001
450,can you pump up the volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,7.264316e-07,0.9999999
451,concussion rehabilitation team works collaboratively in designing and implementing a treatment program,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,5.170311e-07,0.99999994
452,please set program to number one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.8654255e-07,1.0
453,how do i reach my audiologist through the app,Help_HearingCareAnywhereConnect,Help_AppSettings,Help_AppSettings,True,4.7683716e-06,1.0948432e-06,0.99999994
454,please record a message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,6.7531914e-07,1.0
455,tips for putting in my aids,Help_InsertDevice,Default Fallback Intent,Default Fallback Intent,True,4.7683716e-06,1.1226604e-06,0.99999994
456,locate iphone,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.4305115e-06,4.4164298e-07,1.0
457,turn down my right aid,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,3.8146973e-06,9.626934e-07,0.9999999
458,i need to contact someone,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,2.3841858e-06,4.441755e-07,1.0
459,how do i assign a location to my memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.861023e-06,8.4575527e-07,0.9999999
460,have you seen my aids,Help_FindMyHearingAids,Cmd.ActivityRun,Cmd.ActivityRun,True,1.9073486e-06,5.6990405e-07,1.0
461,please and how do you think we can resolve that,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.377382e-07,1.0
462,what memory settings are available,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,3.8146973e-06,7.760368e-07,1.0
463,i've misplaced both my aids,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,7.781282e-07,1.0000001
464,guide me on using translate,Help_Translate,Help_Translate,Help_Translate,True,2.861023e-06,6.383971e-07,1.0000001
465,hello hello,Default Fallback Intent,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,1.4305115e-06,3.709605e-07,0.99999994
466,what do my hearing aids do when i've fallen?,Help_FallAlert,Help_InsertDevice,Help_InsertDevice,True,2.861023e-06,7.085894e-07,1.0
467,kill all the noise completely,Cmd.VolumeMute,Default Fallback Intent,Default Fallback Intent,True,1.5497208e-06,5.2493914e-07,1.0
468,good day,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.0912864e-07,1.0000001
469,what is the impact to the environment of an electric battery for a vehicle,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,3.8146973e-06,8.1485825e-07,1.0
470,please change to worship,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,7.1653017e-07,0.99999994
471,please turn up the loudness on my hearing aids,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.3841858e-06,5.74675e-07,1.0
472,meeting memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.15969e-07,0.9999998
473,what is my biking goal?,Cmd.ActivityCycle,Cmd.ActivityCycle,Cmd.ActivityCycle,True,1.9073486e-06,5.99641e-07,1.0
474,help me find my hearing aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,6.462398e-07,1.0
475,help with tinnitus noise adjustments in my aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,3.33786e-06,6.916459e-07,1.0
476,what do all these buttons do,Help_Home,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,4.4860337e-07,1.0
477,where is my right aid?,Help_FindMyHearingAids,Help_SelfCheck,Help_SelfCheck,True,1.9073486e-06,6.854248e-07,1.0
478,please it was discouraging and then i found balance of nature it's just being a no-brainer ever since i feel good,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.250482e-07,0.9999999
479,how will i know when my hearing specialist adjusted my hearing aids?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,1.9073486e-06,6.6192524e-07,1.0
480,switch to personal program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.192639e-07,1.0
481,please android phone to listen to spotify,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,7.6623337e-07,0.99999994
482,switch to home,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,5.5307487e-07,1.0
483,turn off the volume in my left hearing aid,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.66893e-06,5.5099986e-07,1.0
484,where do i see my health data,Help_Health,Help_Health,Help_Health,True,1.9073486e-06,5.521267e-07,1.0
485,can you right,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,4.1607245e-07,0.99999994
486,please your permit on my cellphone,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.8889e-07,1.0
487,can you remind me to call jose tomorrow,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.062093e-07,1.0
488,do i need special tools to clean my hearing aid?,Help_CleanCare,Help_CleanCare,Help_CleanCare,True,3.33786e-06,7.644688e-07,0.9999999
489,connect to media audio,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,4.0010107e-07,0.99999994
490,guide me on tinnitus relief,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.3841858e-06,7.628349e-07,1.0000001
491,can you which version of the app am i using?,Help_AppSettings,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,6.0179775e-07,1.0
492,log a walk for me,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,1.9073486e-06,3.8412972e-07,0.99999994
493,please change to restaurant program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.8354688e-07,1.0
494,please switch to meeting program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.518112e-07,0.99999994
495,the sound is faint,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9818544e-06,5.48598e-07,1.0
496,send sms,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,6.3133865e-07,1.0
497,please switch memory to number two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.0377456e-07,0.99999994
498,what is the transmitter?,Help_WiCROS,Help_WiCROS,Help_WiCROS,True,2.3841858e-06,6.019285e-07,1.0000001
499,show me a summary of new app,Help_WhatsNew,Help_WhatsNew,Help_WhatsNew,True,2.3841858e-06,8.815867e-07,1.0
500,can you make it louder,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,5.5474146e-07,0.99999994
501,help with body score,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,1.9073486e-06,6.1277757e-07,1.0000001
502,please change memory to one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.1215646e-07,0.99999994
503,explain how to test my devices,Help_SelfCheck,Help_ChangingMemories,Help_ChangingMemories,True,1.4305115e-06,4.2388248e-07,1.0000001
504,how do i use my aids with an accessory?,Help_Accessories,Help_Accessories,Help_Accessories,True,1.9073486e-06,5.361804e-07,0.99999994
505,can you schedule physical therapy appointment tomorrow morning 8:40 a.m.,reminders.add,Help_Tinnitus,Help_Tinnitus,True,1.1920929e-06,3.963186e-07,0.9999999
506,can you remind me to buy bread at 11 a.m. tomorrow,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.435002e-07,1.0
507,remind me to vitamin d at 7 p.m. everyday,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,5.045481e-07,1.0
508,please switch on ps4,Default Fallback Intent,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.385332e-07,0.99999994
509,set program to auditorium,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.442899e-07,0.99999994
510,please on the phone with pt ptt,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.833674e-07,1.0000001
511,where do i intercept a manual alert text message?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.4305115e-06,4.998425e-07,1.0
512,how would i stop an alert?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,5.8768086e-07,1.0
513,help with white noise adjustment,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.4305115e-06,5.7689715e-07,1.0
514,pair my right hearing aid,Help_Pairing,Help_Pairing,Help_Pairing,True,3.33786e-06,7.9949956e-07,1.0
515,edge mode help please,Help_EdgeMode,Help_EdgeMode,Help_EdgeMode,True,1.9073486e-06,5.673879e-07,1.0000001
516,please make my hearing aids softer,Cmd.VolumeDecrease,Cmd.VolumeMute,Cmd.VolumeMute,True,1.4305115e-06,5.3366415e-07,1.0
517,find my device,Cmd.FindMyPhone,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,6.436256e-07,1.0000001
518,can you switch setting to one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.6383668e-07,1.0
519,please show me the user guide for transcribe,Help_Transcribe,Help_Transcribe,Help_Transcribe,True,2.3841858e-06,7.0872017e-07,1.0
520,train setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.131858e-07,1.0000001
521,can you switch to crowd memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.221669e-07,0.99999994
522,goodnight,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.6278026e-07,1.0000001
523,can you reset,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.5068406e-07,1.0
524,can you change program to golf,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.5003023e-07,1.0
525,open my wellness dashboard,Help_Health,Cmd.ListenMessage,Cmd.ListenMessage,True,2.3841858e-06,7.16955e-07,1.0
526,change to golf memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.2775483e-07,1.0
527,can you send me a reminder to pay the cable bill on march 3,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,5.165736e-07,1.0000001
528,can you turn on my program for restaurant,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.659827e-07,1.0
529,down volume,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,5.0180313e-07,1.0000001
530,play the microphone,Cmd.StreamingStart,Cmd.ListenMessage,Cmd.ListenMessage,True,2.3841858e-06,6.109476e-07,1.0
531,please make this quieter,Cmd.VolumeDecrease,reminders.add,reminders.add,True,3.8146973e-06,6.436256e-07,1.0
532,switch to school,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,5.265077e-07,1.0000001
533,how do i increase the volume in my hearing aids?,Help_Volume,Help_Volume,Help_Volume,True,3.8146973e-06,1.0490941e-06,0.9999999
534,can you which version of the app do i have?,Help_AppSettings,Help_RemoteProgramming,Help_RemoteProgramming,True,2.1457672e-06,7.234089e-07,1.0
535,change to meeting memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.118026e-07,1.0000001
536,what's the most expensive phone,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.539899e-07,1.0000001
537,help with changing memories on my phone,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,5.6755124e-07,1.0000001
538,can i pair a wearable microphone,Help_Accessories,Help_DemoMode,Help_DemoMode,True,1.9073486e-06,6.3656717e-07,1.0000001
539,how do i stop streaming from my tv streamer?,Help_Accessories,Help_Accessories,Help_Accessories,True,2.3841858e-06,7.1718375e-07,0.99999994
540,translate user guide,Help_Translate,Help_Translate,Help_Translate,True,2.3841858e-06,6.3695927e-07,0.9999999
541,where's my son,Default Fallback Intent,Help_HearShare,Help_HearShare,True,2.3841858e-06,8.1198255e-07,1.0000001
542,can you switch to television,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.352381e-07,1.0
543,can i have a different volume in each ear,Help_Volume,Help_Volume,Help_Volume,True,2.3841858e-06,6.307178e-07,1.0
544,can you locate a restaurant,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.446606e-07,1.0
545,have a good one,Default Fallback Intent,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,5.8663517e-07,1.0000001
546,switch program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.447443e-07,1.0000001
547,lower it down please,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.3841858e-06,6.404885e-07,1.0000001
548,its to loud,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,4.925226e-07,0.99999994
549,can my professional adjust the aid remotely?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,3.8146973e-06,8.611303e-07,0.99999994
550,where is the loudness control,Help_Volume,Help_WiCROS,Help_WiCROS,True,1.9073486e-06,5.7480577e-07,0.9999999
551,ping my aids,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.4305115e-06,4.830787e-07,1.0
552,can you find my aids,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.66893e-06,5.9902015e-07,1.0
553,can you help with changing programs,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,6.2362665e-07,0.99999994
554,how do i change my app settings?,Help_AppSettings,Help_AppSettings,Help_AppSettings,True,2.861023e-06,7.442738e-07,1.0000001
555,please i'm interested in my location,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,5.690871e-07,1.0
556,make it dead silent,Cmd.VolumeMute,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.572904e-07,1.0000001
557,it sounds too low,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,6.075491e-07,1.0
558,unsilence,Cmd.VolumeUnmute,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.6278026e-07,1.0000001
559,can you sound off,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.4305115e-06,4.1435686e-07,0.9999999
560,which version of the app do i have?,Help_AppSettings,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,5.6715913e-07,0.9999999
561,how would i know if a manual alert has been initiated?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,5.5304224e-07,1.0000001
562,how do i set my heart rate recovery?,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,2.3841858e-06,5.3016765e-07,1.0000001
563,how do i link my aids to bluetooth,Help_Pairing,Help_Pairing,Help_Pairing,True,2.3841858e-06,6.2362665e-07,1.0000001
564,please turn my left hearing aid up,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.7418137e-06,8.506733e-07,1.0
565,how long on my feet today,Cmd.ActivityStand,Cmd.ActivityCycle,Cmd.ActivityCycle,True,2.861023e-06,8.2835425e-07,0.99999994
566,can you schedule appointment,reminders.add,Cmd.VolumeMute,Cmd.VolumeMute,True,1.4305115e-06,5.242856e-07,0.99999994
567,how do i adjust my noise masker on my aid?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.3841858e-06,5.1317505e-07,0.99999994
568,can you help,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,6.4539023e-07,1.0
569,can you add a reminder for tomorrow,reminders.add,reminders.add,reminders.add,True,2.026558e-06,5.401017e-07,0.99999994
570,i'd like to hear once more,Cmd.VolumeUnmute,Default Fallback Intent,Default Fallback Intent,True,3.8146973e-06,1.0344543e-06,1.0000001
571,can you switch to kitchen,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.938297e-07,1.0
572,close out that reminder,reminders.complete,reminders.complete,reminders.complete,True,1.9073486e-06,5.87158e-07,0.99999994
573,switch to crowd,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.71734e-07,0.99999994
574,how do i get a better kind score?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,1.66893e-06,4.988785e-07,0.9999999
575,please fall alert isn't working,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.4305115e-06,4.0625272e-07,1.0000001
576,how do i manage my reminders,Help_Reminder,Help_Reminder,Help_Reminder,True,1.9073486e-06,6.546054e-07,1.0
577,what can i personalize on my aids,Help_Customize,Help_Customize,Help_Customize,True,2.861023e-06,8.8844905e-07,0.9999999
578,can you help with tinnitus volume adjustment on my aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.861023e-06,9.487726e-07,1.0000001
579,put captions on everyone's speech,Cmd.TranscribeStart,Help_Transcribe,Help_Transcribe,True,1.1920929e-06,4.7879786e-07,1.0
580,i'm running low aren't i,Cmd.BatteryLevel,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,6.9715213e-07,1.0
