text,intent,true_id,pred_id,true_intent,pred_intent,confidence
how do i adjust the volume on my accessories?,Help_Accessories,22,52,Help_Accessories,Help_Volume,0.6442099213600159
how do i adjust the volume on my accessory?,Help_Accessories,22,52,Help_Accessories,Help_Volume,0.7862388491630554
where do i manage app options,Help_AppSettings,23,27,Help_AppSettings,Help_Customize,0.2774701714515686
can i switch back after i change the mode?,Help_AppSettings,23,29,Help_AppSettings,Help_DeviceSettings,0.539715051651001
my hearing aid won't charge,Help_Battery,24,8,Help_Battery,Cmd.BatteryLevel,0.28612077236175537
the charger isn't working,Help_Battery,24,21,Help_Battery,Default Fallback Intent,0.7731600403785706
how do i move between settings,Help_ChangingMemories,25,23,Help_ChangingMemories,Help_AppSettings,0.25253695249557495
what's the way to change my program,Help_ChangingMemories,25,11,Help_ChangingMemories,Cmd.MemoryChange,0.31460583209991455
do i have a normal memory,Help_ChangingMemories,25,42,Help_ChangingMemories,Help_MemoryOptions,0.36660563945770264
what memory and i currently in?,Help_ChangingMemories,25,42,Help_ChangingMemories,Help_MemoryOptions,0.37944117188453674
what's the way to change between settings,Help_ChangingMemories,25,23,Help_ChangingMemories,Help_AppSettings,0.4057069420814514
please where's the button for memory?,Help_ChangingMemories,25,11,Help_ChangingMemories,Cmd.MemoryChange,0.4746984541416168
can i go to a different program?,Help_ChangingMemories,25,42,Help_ChangingMemories,Help_MemoryOptions,0.4862852990627289
where's the button for memory?,Help_ChangingMemories,25,11,Help_ChangingMemories,Cmd.MemoryChange,0.4863663911819458
please where's the memory button?,Help_ChangingMemories,25,11,Help_ChangingMemories,Cmd.MemoryChange,0.5450490713119507
can you memory button,Help_ChangingMemories,25,11,Help_ChangingMemories,Cmd.MemoryChange,0.6920927166938782
can i go to a different hearing aid memory?,Help_ChangingMemories,25,42,Help_ChangingMemories,Help_MemoryOptions,0.8160475492477417
cleaning and care help,Help_CleanCare,26,35,Help_CleanCare,Help_HearingCareAnywhereConnect,0.3439944088459015
how do i look after my hearing aids,Help_CleanCare,26,29,Help_CleanCare,Help_DeviceSettings,0.3477696180343628
tips for cleaning my aids,Help_CleanCare,26,50,Help_CleanCare,Help_Translate,0.3540860116481781
where is the equalizer,Help_Customize,27,25,Help_Customize,Help_ChangingMemories,0.1657029539346695
can you my hearing aids have too much treble,Help_Customize,27,29,Help_Customize,Help_DeviceSettings,0.2004462480545044
how do i increase the bass,Help_Customize,27,52,Help_Customize,Help_Volume,0.23385106027126312
how do i use the equalizer,Help_Customize,27,29,Help_Customize,Help_DeviceSettings,0.34236934781074524
can i adjust settings for my taste,Help_Customize,27,45,Help_Customize,Help_RemoteProgramming,0.3503972291946411
can i use the equalizer to customize my memory,Help_Customize,27,42,Help_Customize,Help_MemoryOptions,0.3736667037010193
where do i tweak my sound settings,Help_Customize,27,23,Help_Customize,Help_AppSettings,0.4215437173843384
give me a demonstration,Help_DemoMode,28,12,Help_DemoMode,Cmd.SendMessage,0.3353918492794037
beep change,Help_DeviceSettings,29,8,Help_DeviceSettings,Cmd.BatteryLevel,0.17430992424488068
can you beep change,Help_DeviceSettings,29,11,Help_DeviceSettings,Cmd.MemoryChange,0.21831078827381134
how do i enable the auto car feature,Help_DeviceSettings,29,21,Help_DeviceSettings,Default Fallback Intent,0.2265615016222
how do i activate default setting on the hearing aids,Help_DeviceSettings,29,27,Help_DeviceSettings,Help_Customize,0.25717049837112427
help me fix my aid settings,Help_DeviceSettings,29,27,Help_DeviceSettings,Help_Customize,0.2696097791194916
how do i switch to a different memory when streaming,Help_DeviceSettings,29,42,Help_DeviceSettings,Help_MemoryOptions,0.269780695438385
can i activate default setting on the hearing aids,Help_DeviceSettings,29,39,Help_DeviceSettings,Help_InsertDevice,0.27255478501319885
my hearing aids keep cutting out,Help_DeviceSettings,29,46,Help_DeviceSettings,Help_SelfCheck,0.277892142534256
how do i change options for notification on my hearing aid?,Help_DeviceSettings,29,21,Help_DeviceSettings,Default Fallback Intent,0.2805371880531311
can you find the product name hearing aids starkly,Help_DeviceSettings,29,21,Help_DeviceSettings,Default Fallback Intent,0.2848791778087616
please help with device settings,Help_DeviceSettings,29,23,Help_DeviceSettings,Help_AppSettings,0.2849918007850647
please i need help with my settings,Help_DeviceSettings,29,23,Help_DeviceSettings,Help_AppSettings,0.2991560399532318
sort out my device audio,Help_DeviceSettings,29,2,Help_DeviceSettings,Cmd.ActivityCycle,0.3146510422229767
help with device settings,Help_DeviceSettings,29,42,Help_DeviceSettings,Help_MemoryOptions,0.3257940709590912
my aids keep glitching,Help_DeviceSettings,29,26,Help_DeviceSettings,Help_CleanCare,0.3394952416419983
i need help with my settings,Help_DeviceSettings,29,23,Help_DeviceSettings,Help_AppSettings,0.3830222189426422
please find the product name hearing aids starkly,Help_DeviceSettings,29,21,Help_DeviceSettings,Default Fallback Intent,0.39523735642433167
how do i change tone?,Help_DeviceSettings,29,25,Help_DeviceSettings,Help_ChangingMemories,0.3984246551990509
how do i add an automatic phone program?,Help_DeviceSettings,29,25,Help_DeviceSettings,Help_ChangingMemories,0.42354023456573486
how do i change the automatic settings?,Help_DeviceSettings,29,23,Help_DeviceSettings,Help_AppSettings,0.4388980269432068
how do i set up auto streaming,Help_DeviceSettings,29,22,Help_DeviceSettings,Help_Accessories,0.45206907391548157
troubleshoot my hearing aid sound,Help_DeviceSettings,29,20,Help_DeviceSettings,Cmd.VolumeUnmute,0.4626748561859131
can you tone change,Help_DeviceSettings,29,11,Help_DeviceSettings,Cmd.MemoryChange,0.5224133133888245
can you i need help with my settings,Help_DeviceSettings,29,45,Help_DeviceSettings,Help_RemoteProgramming,0.5353837013244629
how do i fix poor sound quality,Help_DeviceSettings,29,27,Help_DeviceSettings,Help_Customize,0.6317620277404785
there's too much wind noise what setting helps,Help_EdgeMode,30,17,Help_EdgeMode,Cmd.VolumeDecrease,0.14781123399734497
will it notice if i take a tumble,Help_FallAlert,31,21,Help_FallAlert,Default Fallback Intent,0.32335740327835083
how can the app help me find my aids,Help_FindMyHearingAids,32,23,Help_FindMyHearingAids,Help_AppSettings,0.2536993622779846
help me track them,Help_FindMyHearingAids,32,50,Help_FindMyHearingAids,Help_Translate,0.26262447237968445
show me where they are,Help_FindMyHearingAids,32,21,Help_FindMyHearingAids,Default Fallback Intent,0.2818286716938019
show the last known location of my aids,Help_FindMyHearingAids,32,26,Help_FindMyHearingAids,Help_CleanCare,0.32081058621406555
how do i search for my hearing aids in the app,Help_FindMyHearingAids,32,43,Help_FindMyHearingAids,Help_Pairing,0.33248370885849
help me locate one device,Help_FindMyHearingAids,32,48,Help_FindMyHearingAids,Help_Tinnitus,0.3794616758823395
help me recover them,Help_FindMyHearingAids,32,21,Help_FindMyHearingAids,Default Fallback Intent,0.3853549361228943
locate my missing earpiece,Help_FindMyHearingAids,32,9,Help_FindMyHearingAids,Cmd.FindMyPhone,0.4116861820220947
find my equipment,Help_FindMyHearingAids,32,9,Help_FindMyHearingAids,Cmd.FindMyPhone,0.5114542245864868
track down my hearing aids,Help_FindMyHearingAids,32,29,Help_FindMyHearingAids,Help_DeviceSettings,0.5262035727500916
can you make them ring?,Help_FindMyHearingAids,32,21,Help_FindMyHearingAids,Default Fallback Intent,0.5425552129745483
track my wellness,Help_Health,33,1,Help_Health,Cmd.ActivityCalories,0.28026139736175537
what are all the features of health?,Help_Health,33,38,Help_Health,Help_Home,0.28329741954803467
guide me to my wellness data,Help_Health,33,34,Help_Health,Help_HearShare,0.3304096460342407
where is my activity overview,Help_Health,33,54,Help_Health,Help_WiCROS,0.45828503370285034
let a family member listen in,Help_HearShare,34,12,Help_HearShare,Cmd.SendMessage,0.21282711625099182
can my spouse hear through my aids,Help_HearShare,34,26,Help_HearShare,Help_CleanCare,0.2157127857208252
how do i add caregiver?,Help_HearShare,34,29,Help_HearShare,Help_DeviceSettings,0.2684047222137451
stream my hearing to someone else,Help_HearShare,34,13,Help_HearShare,Cmd.StreamingStart,0.2689814567565918
what does shared listening do,Help_HearShare,34,31,Help_HearShare,Help_FallAlert,0.3149382472038269
can two people listen together,Help_HearShare,34,10,Help_HearShare,Cmd.ListenMessage,0.7550952434539795
how do i sync my aid to the app?,Help_HearingCareAnywhereConnect,35,43,Help_HearingCareAnywhereConnect,Help_Pairing,0.22811587154865265
help for tele here,Help_HearingCareAnywhereConnect,35,45,Help_HearingCareAnywhereConnect,Help_RemoteProgramming,0.244942769408226
how do i link with my hearing professional,Help_HearingCareAnywhereConnect,35,43,Help_HearingCareAnywhereConnect,Help_Pairing,0.287894070148468
guide me on connecting with my clinician,Help_HearingCareAnywhereConnect,35,45,Help_HearingCareAnywhereConnect,Help_RemoteProgramming,0.29008424282073975
how do i get new settings from my audiologist,Help_HearingCareAnywhereConnect,35,23,Help_HearingCareAnywhereConnect,Help_AppSettings,0.3405994474887848
how do i restore the settings in my aids?,Help_HearingCareAnywhereConnect,35,27,Help_HearingCareAnywhereConnect,Help_Customize,0.34487277269363403
can my audiologist adjust my settings remotely,Help_HearingCareAnywhereConnect,35,45,Help_HearingCareAnywhereConnect,Help_RemoteProgramming,0.5740165710449219
how do i sync my hearing aids to the app?,Help_HearingCareAnywhereConnect,35,43,Help_HearingCareAnywhereConnect,Help_Pairing,0.7375686764717102
how do i sync my thrive app settings?,Help_HearingCareAnywhereConnect,35,23,Help_HearingCareAnywhereConnect,Help_AppSettings,0.780610203742981
how do i backup the data in my aid?,Help_HearingCareAnywhereConnect,35,39,Help_HearingCareAnywhereConnect,Help_InsertDevice,0.8148163557052612
telehear,Help_HearingCareAnywhereConnect,35,21,Help_HearingCareAnywhereConnect,Default Fallback Intent,0.8844526410102844
can you telehear,Help_HearingCareAnywhereConnect,35,21,Help_HearingCareAnywhereConnect,Default Fallback Intent,0.9648280739784241
where do i find my pulse readings,Help_HeartRate,36,35,Help_HeartRate,Help_HearingCareAnywhereConnect,0.21030111610889435
how do i see how fast my heart recovers,Help_HeartRateRecovery,37,36,Help_HeartRateRecovery,Help_HeartRate,0.5207753777503967
can you guide me?,Help_Home,38,21,Help_Home,Default Fallback Intent,0.18396373093128204
i need support,Help_Home,38,17,Help_Home,Cmd.VolumeDecrease,0.20774175226688385
how do i access settings,Help_Home,38,35,Help_Home,Help_HearingCareAnywhereConnect,0.2163112610578537
help me find my way around,Help_Home,38,47,Help_Home,Help_ThriveScore,0.22483807802200317
i don't get how any of this works,Help_Home,38,53,Help_Home,Help_WhatsNew,0.23689240217208862
where should i start,Help_Home,38,49,Help_Home,Help_Transcribe,0.24292650818824768
is there a tutorial,Help_Home,38,21,Help_Home,Default Fallback Intent,0.24707594513893127
i'm stuck,Help_Home,38,21,Help_Home,Default Fallback Intent,0.2610296607017517
i'm confused,Help_Home,38,21,Help_Home,Default Fallback Intent,0.2610296607017517
take me on a tour,Help_Home,38,21,Help_Home,Default Fallback Intent,0.27635976672172546
this is all confusing to me,Help_Home,38,21,Help_Home,Default Fallback Intent,0.2777257263660431
i'm completely lost in here,Help_Home,38,11,Help_Home,Cmd.MemoryChange,0.28849199414253235
help me figure out the app,Help_Home,38,23,Help_Home,Help_AppSettings,0.3127165734767914
what can i control here,Help_Home,38,54,Help_Home,Help_WiCROS,0.3242771029472351
how can i use my hearing aids,Help_Home,38,28,Help_Home,Help_DemoMode,0.3416981101036072
show me how this works,Help_Home,38,15,Help_Home,Cmd.TranscribeStart,0.3452526330947876
i need directions,Help_Home,38,21,Help_Home,Default Fallback Intent,0.352190226316452
i need some guidance,Help_Home,38,21,Help_Home,Default Fallback Intent,0.39819586277008057
give me an overview of the app,Help_Home,38,53,Help_Home,Help_WhatsNew,0.7109588980674744
what does the hearing aid look like when it is in my ear?,Help_InsertDevice,39,48,Help_InsertDevice,Help_Tinnitus,0.322763592004776
help putting in my hearing aids,Help_InsertDevice,39,48,Help_InsertDevice,Help_Tinnitus,0.4175504744052887
what does the smart speech mode do,Help_IntelliVoice,40,30,Help_IntelliVoice,Help_EdgeMode,0.38784414529800415
how to setup geotagging,Help_MemoryOptions,42,21,Help_MemoryOptions,Default Fallback Intent,0.22470998764038086
can i reset a memory,Help_MemoryOptions,42,11,Help_MemoryOptions,Cmd.MemoryChange,0.3586622476577759
i don't like my current hearing aid settings,Help_MemoryOptions,42,45,Help_MemoryOptions,Help_RemoteProgramming,0.36564770340919495
please i don't like my current hearing aid settings,Help_MemoryOptions,42,45,Help_MemoryOptions,Help_RemoteProgramming,0.5184356570243835
can you i don't like my current hearing aid settings,Help_MemoryOptions,42,45,Help_MemoryOptions,Help_RemoteProgramming,0.6404642462730408
how do i sync these together,Help_Pairing,43,38,Help_Pairing,Help_Home,0.2647927403450012
how to set up bluetooth,Help_Pairing,43,34,Help_Pairing,Help_HearShare,0.38968589901924133
my iphone is not recognizing my left hearing aids,Help_Pairing,43,46,Help_Pairing,Help_SelfCheck,0.45088282227516174
how do i link two,Help_Pairing,43,21,Help_Pairing,Default Fallback Intent,0.4610690474510193
how do i ask for a remote fitting,Help_RemoteProgramming,45,21,Help_RemoteProgramming,Default Fallback Intent,0.2294643223285675
why can't i submit another help request?,Help_RemoteProgramming,45,48,Help_RemoteProgramming,Help_Tinnitus,0.28517401218414307
how do remote updates to my aids work,Help_RemoteProgramming,45,46,Help_RemoteProgramming,Help_SelfCheck,0.3146142065525055
where are my new settings?,Help_RemoteProgramming,45,35,Help_RemoteProgramming,Help_HearingCareAnywhereConnect,0.40521976351737976
troubleshoot my hearing aids,Help_SelfCheck,46,19,Help_SelfCheck,Cmd.VolumeMute,0.14670351147651672
please trying to get my hearing age to work,Help_SelfCheck,46,21,Help_SelfCheck,Default Fallback Intent,0.22114340960979462
how to run diagnostics on my aids,Help_SelfCheck,46,26,Help_SelfCheck,Help_CleanCare,0.28452885150909424
why isn't my hearing aid on my right ear,Help_SelfCheck,46,39,Help_SelfCheck,Help_InsertDevice,0.28844597935676575
where is self-check?,Help_SelfCheck,46,21,Help_SelfCheck,Default Fallback Intent,0.4786665737628937
how do i perform a self-check?,Help_SelfCheck,46,21,Help_SelfCheck,Default Fallback Intent,0.5035147666931152
show help guide for kind,Help_ThriveScore,47,40,Help_ThriveScore,Help_IntelliVoice,0.31959450244903564
where's my combined body and brain rating,Help_ThriveScore,47,21,Help_ThriveScore,Default Fallback Intent,0.42130863666534424
help the ringing won't stop,Help_Tinnitus,48,24,Help_Tinnitus,Help_Battery,0.14464084804058075
explain how the aids help with ringing,Help_Tinnitus,48,25,Help_Tinnitus,Help_ChangingMemories,0.1848859041929245
the ringing in my ears is unbearable,Help_Tinnitus,48,26,Help_Tinnitus,Help_CleanCare,0.2865241765975952
the masking sound feature help,Help_Tinnitus,48,29,Help_Tinnitus,Help_DeviceSettings,0.31711065769195557
how do i turn on the soothing sound,Help_Tinnitus,48,27,Help_Tinnitus,Help_Customize,0.3190127909183502
how do i use the masking noise,Help_Tinnitus,48,27,Help_Tinnitus,Help_Customize,0.43978413939476013
help for the constant ringing,Help_Tinnitus,48,21,Help_Tinnitus,Default Fallback Intent,0.4916979968547821
the constant ringing is maddening,Help_Tinnitus,48,29,Help_Tinnitus,Help_DeviceSettings,0.5737428069114685
how do i view a transcript,Help_Transcribe,49,34,Help_Transcribe,Help_HearShare,0.20292000472545624
is there a way to caption conversations,Help_Transcribe,49,47,Help_Transcribe,Help_ThriveScore,0.32667088508605957
tell me about live captions,Help_Transcribe,49,15,Help_Transcribe,Cmd.TranscribeStart,0.33217278122901917
help understanding transcription,Help_Transcribe,49,40,Help_Transcribe,Help_IntelliVoice,0.3383719325065613
help setting up voice control,Help_VoiceAssistant,51,40,Help_VoiceAssistant,Help_IntelliVoice,0.41436880826950073
where are the loudness settings,Help_Volume,52,23,Help_Volume,Help_AppSettings,0.1934288740158081
where do i find the mute button,Help_Volume,52,9,Help_Volume,Cmd.FindMyPhone,0.25030282139778137
set independent loudness per side,Help_Volume,52,17,Help_Volume,Cmd.VolumeDecrease,0.3136199414730072
how do i turn my hearing aids off?,Help_Volume,52,46,Help_Volume,Help_SelfCheck,0.6042298674583435
get started,Help_WhatsNew,53,21,Help_WhatsNew,Default Fallback Intent,0.1902954876422882
what's been updated lately,Help_WhatsNew,53,21,Help_WhatsNew,Default Fallback Intent,0.3616759777069092
schedule appointment,reminders.add,55,19,reminders.add,Cmd.VolumeMute,0.12992309033870697
schedule physical therapy appointment tomorrow morning 8:40 a.m.,reminders.add,55,48,reminders.add,Help_Tinnitus,0.20624539256095886
do not let me forget,reminders.add,55,11,reminders.add,Cmd.MemoryChange,0.2108001857995987
help me keep track of this,reminders.add,55,21,reminders.add,Default Fallback Intent,0.23384715616703033
keep this on my radar,reminders.add,55,11,reminders.add,Cmd.MemoryChange,0.2528954744338989
i need a prompt later,reminders.add,55,21,reminders.add,Default Fallback Intent,0.3419314920902252
i might forget this,reminders.add,55,15,reminders.add,Cmd.TranscribeStart,0.3492725193500519
put a reminder for my checkup,reminders.add,55,56,reminders.add,reminders.complete,0.37905892729759216
can you remember to watch,reminders.add,55,21,reminders.add,Default Fallback Intent,0.4555536210536957
i would like to set a reminder,reminders.add,55,44,reminders.add,Help_Reminder,0.4585907459259033
can you remember to wake up at 7 a.m.,reminders.add,55,21,reminders.add,Default Fallback Intent,0.47332295775413513
jot that down as a reminder,reminders.add,55,56,reminders.add,reminders.complete,0.5088788270950317
can i make a reminder,reminders.add,55,44,reminders.add,Help_Reminder,0.5196133852005005
can you remember to turn off my phone everyday at 11 p.m.,reminders.add,55,21,reminders.add,Default Fallback Intent,0.5414288640022278
poke me when the time arrives,reminders.add,55,21,reminders.add,Default Fallback Intent,0.542660117149353
i want to be reminded,reminders.add,55,21,reminders.add,Default Fallback Intent,0.6053532958030701
buzz me when it's time,reminders.add,55,21,reminders.add,Default Fallback Intent,0.6068874597549438
can you i want to be reminded,reminders.add,55,21,reminders.add,Default Fallback Intent,0.8745455741882324
that one's finished,reminders.complete,56,21,reminders.complete,Default Fallback Intent,0.44206762313842773
