row_number,text,true_intent,predicted_intent,true_id,predicted_id,correct,confidence
2259,how do i relax at home,Default Fallback Intent,Help_Customize,21,27,0,0.36754776112701726
2260,what is starkey hearing aids,Default Fallback Intent,Help_SelfCheck,21,46,0,0.3822597937014296
2261,where's the current,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.6182595583479426
2262,how can i go there,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.24968852255430293
2278,how far have i biked?,Cmd.ActivityCycle,Default Fallback Intent,2,21,0,0.33565087874167726
2679,change to personal,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.19637066651846563
2682,change to car,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.2521405909992308
2686,change to automatic,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.21298962695856555
2688,change to golf,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.26750100818405964
2692,change to master,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.25366375227172894
2696,change to school,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.18084740659464676
3099,can you calories standing,Cmd.ActivityStand,Default Fallback Intent,5,21,0,0.31418968791343227
3113,can you play the microphone,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.3338728624698544
3116,can you connect to remote,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.3092419424218665
3145,can you tv steam,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.5758331947916453
3160,can you turn streaming on,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.3514330542081441
3161,can you streaming,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.44434833326655937
3167,can you turn on streaming,Cmd.StreamingStart,Default Fallback Intent,13,21,0,0.5839085149059997
3196,can you quick start,Help_WhatsNew,Default Fallback Intent,53,21,0,0.512564173143792
3215,can you test hearing aids,Help_SelfCheck,Default Fallback Intent,46,21,0,0.28797828431735734
3230,please please diagnose my hearing aids,Help_SelfCheck,Default Fallback Intent,46,21,0,0.2594318715263652
3237,can you should my hearing aids get all check marks in self-check?,Help_SelfCheck,Default Fallback Intent,46,21,0,0.35050103231596896
3255,can you make sound on,Cmd.VolumeUnmute,Default Fallback Intent,20,21,0,0.347041334726268
3256,can you unmute,Cmd.VolumeUnmute,Default Fallback Intent,20,21,0,0.22894121826376246
3291,can you unmute the aids,Cmd.VolumeUnmute,Default Fallback Intent,20,21,0,0.2609141409023473
3353,can you telehear,Help_HearingCareAnywhereConnect,Default Fallback Intent,35,21,0,0.8230005496914199
3446,please set an alarm for 15 minutes,reminders.add,Default Fallback Intent,55,21,0,0.37622662536466267
3447,can you set an alarm for 15 minutes,reminders.add,Default Fallback Intent,55,21,0,0.5954248987720333
3455,can you schedule appointment tomorrow,reminders.add,Default Fallback Intent,55,21,0,0.4269198358595243
3456,please schedule physical therapy appointment tomorrow morning 8:40 a.m.,reminders.add,Default Fallback Intent,55,21,0,0.43125629327776877
3457,can you schedule physical therapy appointment tomorrow morning 8:40 a.m.,reminders.add,Default Fallback Intent,55,21,0,0.6343744580547688
3458,can you every year,reminders.add,Default Fallback Intent,55,21,0,0.47858057097340206
3459,can you every month,reminders.add,Default Fallback Intent,55,21,0,0.7452598101382539
3460,can you every week,reminders.add,Default Fallback Intent,55,21,0,0.6035615079314569
3461,can you every day,reminders.add,Default Fallback Intent,55,21,0,0.2781332774483866
3462,can you everyday,reminders.add,Default Fallback Intent,55,21,0,0.9065227160014678
3468,please remember to work out,reminders.add,Default Fallback Intent,55,21,0,0.25730817638178405
3469,please remember to watch,reminders.add,Default Fallback Intent,55,21,0,0.30597415264395667
3470,can you remember to watch,reminders.add,Default Fallback Intent,55,21,0,0.5601538684518729
3471,please remember to wash the car in 4 hours,reminders.add,Default Fallback Intent,55,21,0,0.5242174936520378
3472,can you remember to wash the car in 4 hours,reminders.add,Default Fallback Intent,55,21,0,0.43657286306508886
3474,can you remember to wash my car,reminders.add,Default Fallback Intent,55,21,0,0.5413139875549008
3477,please remember to wake up at 7 a.m.,reminders.add,Default Fallback Intent,55,21,0,0.49863668172483844
3478,can you remember to wake up at 7 a.m.,reminders.add,Default Fallback Intent,55,21,0,0.7468188073048285
3479,please remember to wake up at 6 a.m.,reminders.add,Default Fallback Intent,55,21,0,0.4637693912756992
3480,can you remember to vitamin d at 7 p.m. everyday,reminders.add,Default Fallback Intent,55,21,0,0.23937251504966459
3482,can you remember to turn the lights on at 8 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.6641145695168337
3483,please remember to turn off my phone everyday at 11 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.4401168839177807
3484,can you remember to turn off my phone everyday at 11 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.6675267467321205
3491,please remember to take medicine,reminders.add,Default Fallback Intent,55,21,0,0.3182764384379747
3492,can you remember to take medicine,reminders.add,Default Fallback Intent,55,21,0,0.38399115595776695
3493,please remember to take medication today at 5 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.19926864638937006
3498,can you don't let me forget,reminders.add,Default Fallback Intent,55,21,0,0.29337246311521503
3500,can you i want to be reminded,reminders.add,Default Fallback Intent,55,21,0,0.4064613741117977
3579,can you remind me to get groceries every month on the 15th at 1 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.8433133586563155
3600,can you remind me on the 27th of august tomy flight,reminders.add,Default Fallback Intent,55,21,0,0.3419815149610566
3620,can you remind me at 1 p.m. that i have to eat,reminders.add,Default Fallback Intent,55,21,0,0.672261282647163
3632,can you remind me of a meeting on the 27th of august,reminders.add,Default Fallback Intent,55,21,0,0.4106710509246907
3659,can you remind me of appointment,reminders.add,Default Fallback Intent,55,21,0,0.40033374327239996
3667,can you reminder to play with my cat everyday at 7 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.268435112864104
3685,please new reminder about fitness,reminders.add,Default Fallback Intent,55,21,0,0.46636966369172034
3688,can you remind me of blood brothers,reminders.add,Default Fallback Intent,55,21,0,0.6926370133194178
3700,can you remind me i have a meeting,reminders.add,Default Fallback Intent,55,21,0,0.26654550242403924
3705,can you set reminder about washing car,reminders.add,Default Fallback Intent,55,21,0,0.5592820765575187
3724,please remind about business meeting every monday at 4 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.27936100706839917
3725,can you remind about business meeting every monday at 4 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.796149512667774
3746,can you new reminder about washing car,reminders.add,Default Fallback Intent,55,21,0,0.6924343151578697
3750,can you remind me about exams every friday at 7 p.m.,reminders.add,Default Fallback Intent,55,21,0,0.5853728186685878
3770,please remind me 10:30 p.m. to close the restaurant,reminders.add,Default Fallback Intent,55,21,0,0.53974060117692
3771,can you remind me 10:30 p.m. to close the restaurant,reminders.add,Default Fallback Intent,55,21,0,0.3906885989133962
3782,can you add reminder with title washing car,reminders.add,Default Fallback Intent,55,21,0,0.525459889583424
3790,please add reminder for meeting,reminders.add,Default Fallback Intent,55,21,0,0.5254076450908856
3791,can you add reminder for meeting,reminders.add,Default Fallback Intent,55,21,0,0.5782853977426116
3866,please i don’t hear a difference when i change my balance control,Help_WiCROS,Default Fallback Intent,54,21,0,0.31412752654627035
3868,can you receiver,Help_WiCROS,Default Fallback Intent,54,21,0,0.24573128506971786
3871,please tell me what how much do i owe you would be in español,Cmd.TranslationStart,Default Fallback Intent,16,21,0,0.43904363114133904
3873,please tell me what how much do i owe you is in español,Cmd.TranslationStart,Default Fallback Intent,16,21,0,0.5512904768460807
3874,can you tell me what how much do i owe you is in español,Cmd.TranslationStart,Default Fallback Intent,16,21,0,0.5161091211125779
3882,can you start translating in french,Cmd.TranslationStart,Default Fallback Intent,16,21,0,0.4344775972846751
3901,can you minimum sound,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.549498073796056
3910,can you lower the level of my hearing aids,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.282357873382015
3928,can you min sound,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.549498073796056
3958,can you decrease hearing,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.5420809717518446
4011,can you should my hearing aid look like the one in the video?,Help_InsertDevice,Default Fallback Intent,39,21,0,0.4166059658434856
4041,can you silence,Cmd.VolumeMute,Default Fallback Intent,19,21,0,0.40478997378059184
4062,can you mute,Cmd.VolumeMute,Default Fallback Intent,19,21,0,0.38356253059797635
4075,can you wax build up,Help_CleanCare,Default Fallback Intent,26,21,0,0.47440784773766514
4106,can you start recording,Cmd.TranscribeStart,Default Fallback Intent,15,21,0,0.501415276146284
4196,please ashes to ashes all fall down,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.23536223358847394
4197,can you ashes to ashes all fall down,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.24109819242496552
4198,please electric car battery,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.30622416509550227
4200,can you car battery,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.7747873989420578
4204,please i'm in butterbrodt new delhi,Default Fallback Intent,Help_WhatsNew,21,53,0,0.39975448067707625
4205,can you i'm in butterbrodt new delhi,Default Fallback Intent,Help_WhatsNew,21,53,0,0.4959131443158125
4211,please everyday is exciting,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.37954881921654327
4215,please i'd like to know how far it is to the moon,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.6474251056028725
4219,can you should i tell him how i feel,Default Fallback Intent,Help_AppSettings,21,23,0,0.43445562594035425
4220,please creating a demo with your capabilities,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.4036687910834245
4233,can you am i close enough to the car,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4674836583658176
4237,please ask my house,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.44791283319397523
4238,can you ask my house,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.35758502887721827
4239,"please hello, just a hearing aid the volume on my hearing aids. bye. bye.",Default Fallback Intent,Help_SelfCheck,21,46,0,0.3538215004524345
4240,"can you hello, just a hearing aid the volume on my hearing aids. bye. bye.",Default Fallback Intent,Help_SelfCheck,21,46,0,0.44565472481436574
4252,please they are trying to reduce the temperature right now,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23183000204201648
4254,can you david soul alert,Default Fallback Intent,Help_FallAlert,21,31,0,0.3591703657566782
4259,please florist off screen,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.34307511335287255
4260,can you florist off screen,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.24818415434833357
4261,please amazon screen is dark,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.32955422963160225
4264,please phone phone phone phone phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.920109403749366
4265,please bustling hearing aid,Default Fallback Intent,Help_Pairing,21,43,0,0.1467325672257589
4267,please the weather outside today,Default Fallback Intent,Help_WiCROS,21,54,0,0.26051373294937574
4268,can you the weather outside today,Default Fallback Intent,Help_Home,21,38,0,0.33197808453193683
4279,please turn off toshiba,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.5498474375757485
4281,please nothing wrong with me,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.26764324690747104
4286,please turn off the kitchen light,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.6079403761143908
4287,can you turn off the kitchen light,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.6194643871678209
4288,please so it goes back it goes back to the memory or in,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.4746642709428292
4289,can you so it goes back it goes back to the memory or in,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.42035655208056044
4291,can you i need to,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.517831947950583
4294,please turn off cable,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.40780938736580896
4295,can you turn off cable,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.5114961543169056
4298,please saab wanted control,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3052574322419155
4302,please check them off like pink lady,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.38754378201752687
4303,please adjusted with my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.7953461695659954
4304,can you adjusted with my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.7346433204993876
4307,please i hear the voice,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4867045075271847
4309,please so where is brewster,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3569569546822366
4310,can you so where is brewster,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.44377624983088
4315,can you alexa learn my voice,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.1609447941977928
4320,please look up your nose real quick to,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.43811274855848603
4321,can you look up your nose real quick to,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.37597975856767457
4322,please fisher is jacking off in the car so it's in the closet,Default Fallback Intent,Help_Tinnitus,21,48,0,0.6523402401234383
4323,can you fisher is jacking off in the car so it's in the closet,Default Fallback Intent,Help_Tinnitus,21,48,0,0.5617012874876366
4331,can you turn the lights off,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.57354579692863
4332,please android phone to listen to spotify,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.7895039376322708
4334,can you i'm up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.3927710323314719
4335,please turn on this is my life,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.21330683264827605
4336,can you turn on this is my life,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.20898979278161225
4338,can you wednesday,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.5097268680492903
4339,can you siri,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.5126829862365412
4340,please turn on the answer double tap slept here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.48529079379394896
4341,can you turn on the answer double tap slept here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.7169620731104345
4344,please turn the lights on,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.9057083085398078
4346,can you phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.91988757166742
4353,please i seen some of the models out there and they lose,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5031015686166451
4357,please as far as far as cleaning up over there i went pretty,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.36045625143954846
4363,can you please call the karate program,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.4473732635850302
4364,please turn on light.,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.3251136253510511
4368,please s&s side working,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.39446509643934624
4370,please bank number to car,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.47714766336907555
4380,can you the score of the minnesota twins game,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.46077153003289245
4381,please shelley my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.949204504901069
4382,can you shelley my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.9126853738177969
4383,please switch on ps4,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.484268853032929
4384,can you switch on ps4,Default Fallback Intent,Help_AppSettings,21,23,0,0.3685718260150161
4385,please just like siri,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.1997305200124606
4386,can you just like siri,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.23861939694340728
4398,please sentences with more,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5804724254828569
4401,can you pretty sure that's mine but i can't put it on now,Default Fallback Intent,Help_Transcribe,21,49,0,0.3315852649611092
4407,please you need some help,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.5875941751686379
4408,can you you need some help,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.5085274837206882
4419,please somebody from motel in boise,Default Fallback Intent,Help_WhatsNew,21,53,0,0.6234274669775615
4420,can you somebody from motel in boise,Default Fallback Intent,Help_WhatsNew,21,53,0,0.28076976494919775
4425,please he did just change it,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.3878479362688673
4429,please but i want to see,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.302176830616308
4430,can you but i want to see,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.23038021756101223
4433,please i said other program,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.37582522727359713
4436,can you remember how to do it,Default Fallback Intent,reminders.complete,21,56,0,0.2336687565025289
4438,can you alexa turn off porch light,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.2239644194067685
4440,please shake it off,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.5041621307913708
4443,can you return to initial settings,Default Fallback Intent,Help_AppSettings,21,23,0,0.5262161234264376
4451,can you the stage sign,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.6586472913612661
4454,please hearing aids every time the stupid phone goes,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.19328730618011639
4455,can you hearing aids every time the stupid phone goes,Default Fallback Intent,Help_Pairing,21,43,0,0.23279579046167853
4460,please sausages after using my location,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.32766786514274204
4461,can you sausages after using my location,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.1755094129947438
4464,please first washing machine,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4086199852895992
4470,please i'm walking and they didn't working,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.22952038861460594
4478,please more like this is,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5263734195845565
4479,can you more like this is,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.46716413079396557
4480,please it smooths down is forced down,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.6491684137902552
4481,can you it smooths down is forced down,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.4324575147830134
4483,please i'm floating on the road,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.31294144489246317
4485,can you google,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.4431609429916235
4489,can you phone a friend,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.6577696606086773
4499,please turn the engine off of,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.7306208268654636
4501,please talking about my daughter,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.361224080394009
4502,can you talking about my daughter,Default Fallback Intent,Help_Home,21,38,0,0.2014299421455707
4503,can you tuesday,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.40337527208733126
4504,please live in your ear if there's a wire,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.5485774828571626
4506,please switch check out her,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.41692270970431594
4516,please or put on 6-month cleaning,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.5761705559903578
4517,can you or put on 6-month cleaning,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.5446248980217061
4522,please find my song,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.8069741003910906
4523,can you find my song,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.5538697838167511
4524,please alter metal plates myrtle beach storm,Default Fallback Intent,reminders.add,21,55,0,0.3566694124330604
4525,can you alter metal plates myrtle beach storm,Default Fallback Intent,reminders.add,21,55,0,0.5448443320232668
4527,please wendy's double tapped it and has not worked,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.4338510211119072
4541,can you score of the twins game,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.38318135368350004
4549,can you just didn't you didn't hit the ground but will check it,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.424945122181482
4552,can you walking down,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3565677498433471
4560,can you want to move up yeah i will,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.2327372992852151
4566,please stop listening please ask you a question,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.4659284799805058
4567,can you stop listening please ask you a question,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.5046926980622818
4568,please and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3244547129486188
4570,can you sometimes it's okay to take a day off,Default Fallback Intent,Help_Pairing,21,43,0,0.3603847789203059
4572,please provincial hearing this is waiting to see how can i help you,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.36997857023356784
4574,please turn on wi-fi,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.556374593519135
4576,please open it up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.47874160601044347
4578,please thanks for changing,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.44761133895647987
4579,can you thanks for changing,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.5193930352508381
4580,please only if it's not a problem for cdl,Default Fallback Intent,Help_SelfCheck,21,46,0,0.7090114161525711
4581,can you only if it's not a problem for cdl,Default Fallback Intent,Help_Transcribe,21,49,0,0.3020369198319161
4585,please can't find bose,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.8387706979370237
4586,please i can't hear anything,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.47655686015786813
4587,can you i can't hear anything,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.40260613800849193
4590,can you set to tight,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.5590520614956955
4592,please on north koreans office will the fuckers off here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.3722324708640024
4593,can you on north koreans office will the fuckers off here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.3887056355174531
4596,can you i got a ton of recommendation completely wireless,Default Fallback Intent,Help_HeartRate,21,36,0,0.18459502503978648
4602,please not screaming loud enough,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.608244241546007
4603,can you not screaming loud enough,Default Fallback Intent,Help_Home,21,38,0,0.3363307941768372
4608,please direction of the sound,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.369000724330791
4612,can you youtube videos,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.24710034813487725
4615,can you wow that's intense intense number,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.4411815290028628
4618,can you onkyo receiver,Default Fallback Intent,Help_WiCROS,21,54,0,0.3840644909515314
4619,can you address change,Default Fallback Intent,Help_AppSettings,21,23,0,0.29107632914378817
4622,can you alexa,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.3938317478227882
4623,please molesting hearing aids to cousin,Default Fallback Intent,Help_CleanCare,21,26,0,0.6093825647670198
4634,please i can't even hardly hear that,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4287478288761807
4637,please i said i'll shut up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.2859745876545386
4639,please just curls up in your ears yet,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5618133678766114
4640,can you just curls up in your ears yet,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5361982170111179
4649,please i give up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.8601656910582232
4650,can you i give up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.6914874224956099
4652,please so do i unable to caesar,Default Fallback Intent,Help_Customize,21,27,0,0.314720850703048
4658,please play i'm carrying it,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.3637316684730055
4659,can you play i'm carrying it,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.40495504403102867
4662,please all pre-program settings change when once changed,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.4672283022777255
4663,can you all pre-program settings change when once changed,Default Fallback Intent,Help_AppSettings,21,23,0,0.6740081558778804
4672,please telephone audio input,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.23922760238089724
4673,can you telephone audio input,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4122101316255141
4674,please the left hearing aid,Default Fallback Intent,Help_Pairing,21,43,0,0.25041985714495946
4680,can you show me the jury,Default Fallback Intent,Help_AppSettings,21,23,0,0.516482911385022
4684,please i need a car battery,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.38931340111374757
4685,can you i need a car battery,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.6460666224958737
4686,please on a good day,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.4406224837067926
4687,can you on a good day,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.6744211986249894
4690,please my right hearing aid is at 0%,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.40850498412725245
4691,can you my right hearing aid is at 0%,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.4070744760702657
4693,can you you can always add,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.5396545877697235
4694,can you sunday,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.45133734387287455
4697,please so that your hearing,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.3648240816864297
4699,please so this is your hearing aids,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3113235949391032
4700,can you so this is your hearing aids,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.39704254674805517
4702,please turn body off,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.6058927151932002
4704,can you sound bar,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5579887274065015
4710,please adidas women boots,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3964994447035528
4712,please i can't hear the,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5289920032788746
4713,can you i can't hear the,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.4282382703811028
4714,can you but they live here i remember when jerry told me,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.612267941771429
4716,please turn off tv,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.6760789746851724
4717,can you turn off tv,Default Fallback Intent,Cmd.StreamingStop,21,14,0,0.542242732377189
4720,can you who has the best chinese food in sioux falls,Default Fallback Intent,Help_InsertDevice,21,39,0,0.4264398230781548
4723,please debony logging up,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.3138066211474966
4724,can you debony logging up,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.41659539471918544
4729,please to take lipitor,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3460796651524946
4735,please go back to a high,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.5839136657564572
4747,can you write a program in switch,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.6452359421241988
4754,please locate my wife,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.39124284266096737
4755,can you locate my wife,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.2644243096839794
4756,please locate a restaurant,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.36428820165687664
4758,can you locate,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.32923819442776214
4759,please locate a bowling alley nearby,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.4359611746309638
4761,please where's the current,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.2999797907060864
4762,please ek divas jam to send the money,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.31035167771399347
4783,can you go to personal,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.30333460267001683
4784,please go to restaurant,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.24886249424064047
4786,can you go to meeting,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.31258764407709044
