text,intent,source
does the partner mic stream to my hearing aids,Help_Accessories,original
can i pair a wearable microphone,Help_Accessories,original
what microphone accessories can stream to me,Help_Accessories,original
connect a remote mic accessory,Help_Accessories,original
can my audiologist tune my aids remotely,Help_RemoteProgramming,original
explain remote adjustments,Help_RemoteProgramming,original
how do i get remote fine tuning,Help_RemoteProgramming,original
what is remote tuning,Help_RemoteProgramming,original
explain how remote tuning works,Help_RemoteProgramming,original
how do remote updates to my aids work,Help_RemoteProgramming,original
guide me on remote programming,Help_RemoteProgramming,original
what does remote programming let me do,Help_RemoteProgramming,original
help understanding remote tuning,Help_RemoteProgramming,original
explain how my audiologist tunes me remotely,Help_RemoteProgramming,original
help with getting a remote adjustment,Help_RemoteProgramming,original
how do remote fittings work,Help_RemoteProgramming,original
guide me on remote fine tuning,Help_RemoteProgramming,original
what is the remote fitting process,Help_RemoteProgramming,original
my ears keep ringing what can i do,Help_Tinnitus,original
what does the tinnitus tool do,Help_Tinnitus,original
how do i use tinnitus relief,Help_Tinnitus,original
is there a feature for ear ringing,Help_Tinnitus,original
how does the masking sound help tinnitus,Help_Tinnitus,original
help for the constant ringing,Help_Tinnitus,original
what are my options for tinnitus,Help_Tinnitus,original
how do i turn on tinnitus relief,Help_Tinnitus,original
guide me on tinnitus management,Help_Tinnitus,original
tinnitus feature help,Help_Tinnitus,original
how can my aids help with ringing,Help_Tinnitus,original
help with the ringing in my ears feature,Help_Tinnitus,original
how do i manage my tinnitus,Help_Tinnitus,original
the masking sound feature help,Help_Tinnitus,original
how do i start the tinnitus relief sound,Help_Tinnitus,original
explain how the aids help with ringing,Help_Tinnitus,original
guide me on tinnitus relief,Help_Tinnitus,original
what does the tinnitus feature do,Help_Tinnitus,original
how do i use the masking noise,Help_Tinnitus,original
explain the relief sound for ringing ears,Help_Tinnitus,original
the ringing in my ears is unbearable,Help_Tinnitus,original
the constant ringing is maddening,Help_Tinnitus,original
explain the self check feature,Help_SelfCheck,original
how do i test my hearing aids,Help_SelfCheck,original
what does the self check do,Help_SelfCheck,original
help me check if my aids work,Help_SelfCheck,original
how to run diagnostics on my aids,Help_SelfCheck,original
self check help please,Help_SelfCheck,original
where is the device test,Help_SelfCheck,original
how do i make sure my aids are okay,Help_SelfCheck,original
run me through the self check,Help_SelfCheck,original
what does a self check tell me,Help_SelfCheck,original
how do i diagnose my hearing aids,Help_SelfCheck,original
help checking if something is wrong with my aid,Help_SelfCheck,original
guide me on running a device test,Help_SelfCheck,original
what does running a diagnostic check do,Help_SelfCheck,original
what is my thrive score,Help_ThriveScore,original
how is my score calculated,Help_ThriveScore,original
help me understand the thrive score,Help_ThriveScore,original
what does my body and brain score mean,Help_ThriveScore,original
explain the engagement score,Help_ThriveScore,original
what's a good thrive score,Help_ThriveScore,original
how do i check my wellness score,Help_ThriveScore,original
explain my brain score,Help_ThriveScore,original
show my daily wellness rating,Help_ThriveScore,original
what's my total thrive number,Help_ThriveScore,original
where is my engagement rating,Help_ThriveScore,original
my overall score for the day,Help_ThriveScore,original
how do i view my thrive rating,Help_ThriveScore,original
where's my combined body and brain rating,Help_ThriveScore,original
what is my daily achievement score,Help_ThriveScore,original
the audio keeps cutting out what do i do,Help_DeviceSettings,original
my aids sound distorted help,Help_DeviceSettings,original
why does the sound drop sometimes,Help_DeviceSettings,original
everything sounds fuzzy how do i fix it,Help_DeviceSettings,original
help my aids sound off,Help_DeviceSettings,original
the sound quality went bad,Help_DeviceSettings,original
my aids keep glitching,Help_DeviceSettings,original
sound is crackling in my hearing aids,Help_DeviceSettings,original
help with bad audio from my aids,Help_DeviceSettings,original
why do my aids sound strange,Help_DeviceSettings,original
my hearing aids aren't sounding right,Help_DeviceSettings,original
my hearing aids keep cutting out,Help_DeviceSettings,original
help my aids sound crackly,Help_DeviceSettings,original
the sound quality is poor lately,Help_DeviceSettings,original
why do my aids buzz,Help_DeviceSettings,original
my aids keep dropping sound,Help_DeviceSettings,original
help fixing the sound on my aids,Help_DeviceSettings,original
the audio is distorted on my hearing aids,Help_DeviceSettings,original
my aids sound tinny,Help_DeviceSettings,original
why is my hearing aid quiet on one side,Help_DeviceSettings,original
troubleshoot my hearing aid sound,Help_DeviceSettings,original
my aids cut out intermittently,Help_DeviceSettings,original
help with poor audio from my aids,Help_DeviceSettings,original
fix the static in my aids,Help_DeviceSettings,original
help my hearing aids aren't sounding right,Help_DeviceSettings,original
sort out the sound issue on my aids,Help_DeviceSettings,original
help with my hearing aid sound settings,Help_DeviceSettings,original
sort out my device audio,Help_DeviceSettings,original
my aids need adjusting they sound bad,Help_DeviceSettings,original
repair the audio on my hearing aids,Help_DeviceSettings,original
help me fix my aid settings,Help_DeviceSettings,original
my audio quality has gone downhill,Help_DeviceSettings,original
the sound from my aids has gotten worse,Help_DeviceSettings,original
my hearing aid sound keeps glitching,Help_DeviceSettings,original
explain the smart voice feature,Help_IntelliVoice,original
what does intelligent voice do,Help_IntelliVoice,original
how do i turn on intellivoice,Help_IntelliVoice,original
help with the speech enhancement feature,Help_IntelliVoice,original
how does the voice clarity feature work,Help_IntelliVoice,original
explain dnn speech enhancement,Help_IntelliVoice,original
guide me on intelligent voice,Help_IntelliVoice,original
how do i enable speech enhancement,Help_IntelliVoice,original
tell me about the intelligent voice feature,Help_IntelliVoice,original
how does fall detection work,Help_FallAlert,original
explain the fall alert feature,Help_FallAlert,original
help with fall alerts,Help_FallAlert,original
how do i turn on fall detection,Help_FallAlert,original
what does the fall alert do,Help_FallAlert,original
guide me on fall alerts,Help_FallAlert,original
who gets notified if i fall,Help_FallAlert,original
how reliable is the fall alert,Help_FallAlert,original
how do fall notifications work,Help_FallAlert,original
will it notice if i take a tumble,Help_FallAlert,original
does it catch a fall,Help_FallAlert,original
will it know if i fall over,Help_FallAlert,original
does it spot a fall and alert someone,Help_FallAlert,original
will a tumble trigger an alert,Help_FallAlert,original
how do i share what i hear,Help_HearShare,original
explain hearshare,Help_HearShare,original
can someone listen along with me,Help_HearShare,original
help setting up hearshare,Help_HearShare,original
how do i add a person to hearshare,Help_HearShare,original
what is the hearshare feature,Help_HearShare,original
how do i let a caregiver listen,Help_HearShare,original
guide me through hearshare,Help_HearShare,original
how does hearshare connect another person,Help_HearShare,original
what does shared listening do,Help_HearShare,original
help me use hearshare,Help_HearShare,original
how do i let another person hear with me,Help_HearShare,original
explain sharing my audio with family,Help_HearShare,original
help with the shared listening feature,Help_HearShare,original
can a caregiver listen to what i hear,Help_HearShare,original
how do i invite someone to hearshare,Help_HearShare,original
how do i share my hearing aid audio,Help_HearShare,original
guide me on sharing what i hear,Help_HearShare,original
can two people listen together,Help_HearShare,original
how does sharing audio with another person work,Help_HearShare,original
let a friend hear what i hear,Help_HearShare,original
i want someone to listen along,Help_HearShare,original
can my spouse hear through my aids,Help_HearShare,original
share my audio with a loved one,Help_HearShare,original
let another person hear what i hear,Help_HearShare,original
stream my hearing to someone else,Help_HearShare,original
can a friend listen along with me,Help_HearShare,original
share my hearing aid audio with someone,Help_HearShare,original
let a family member listen in,Help_HearShare,original
send what i hear to another person,Help_HearShare,original
how do i let someone listen with me,Help_HearShare,original
share my audio so others can hear,Help_HearShare,original
what voice assistants can i use,Help_VoiceAssistant,original
can i use siri with my aids,Help_VoiceAssistant,original
explain the voice assistant feature,Help_VoiceAssistant,original
how do i set up google assistant,Help_VoiceAssistant,original
does it work with alexa,Help_VoiceAssistant,original
how do i talk to my voice assistant,Help_VoiceAssistant,original
explain how voice control works,Help_VoiceAssistant,original
what can the voice assistant do,Help_VoiceAssistant,original
voice assistant help please,Help_VoiceAssistant,original
can i control my aids by voice,Help_VoiceAssistant,original
explain using a voice assistant with my aids,Help_VoiceAssistant,original
can i pair siri to my hearing aids,Help_VoiceAssistant,original
guide me on the voice assistant feature,Help_VoiceAssistant,original
how do i use google assistant with my aids,Help_VoiceAssistant,original
explain how to insert my aids,Help_InsertDevice,original
which way does the aid go in my ear,Help_InsertDevice,original
help putting in my hearing aids,Help_InsertDevice,original
my aid keeps falling out how do i fit it,Help_InsertDevice,original
guide me on inserting my hearing aids,Help_InsertDevice,original
how should the aid sit in my ear,Help_InsertDevice,original
tips for putting in my aids,Help_InsertDevice,original
how do i place the dome in my ear,Help_InsertDevice,original
help me fit my hearing aids,Help_InsertDevice,original
what's the right way to insert my aids,Help_InsertDevice,original
how do i get the aid to stay in,Help_InsertDevice,original
inserting hearing aids help,Help_InsertDevice,original
my hearing aid keeps slipping out,Help_InsertDevice,original
the aid won't stay in my ear,Help_InsertDevice,original
my device won't sit properly,Help_InsertDevice,original
the hearing aid falls out when i chew,Help_InsertDevice,original
my aid feels loose in my ear,Help_InsertDevice,original
why does my aid keep coming out,Help_InsertDevice,original
the dome won't stay put,Help_InsertDevice,original
my aid keeps working its way out,Help_InsertDevice,original
how do i keep my aid from falling out,Help_InsertDevice,original
my hearing aid falls out of my ear,Help_InsertDevice,original
the device won't stay seated in my ear,Help_InsertDevice,original
my hearing aid won't stay in it keeps coming out,Help_InsertDevice,original
where are the app preferences,Help_AppSettings,original
how do i reset the app,Help_AppSettings,original
help with the app configuration,Help_AppSettings,original
how do i update my app preferences,Help_AppSettings,original
how do i change the app language,Help_AppSettings,original
guide me through app settings,Help_AppSettings,original
how do i adjust notifications in the app,Help_AppSettings,original
how do i set up the app the way i want,Help_AppSettings,original
how do i clean my hearing aids,Help_CleanCare,original
what's the best way to clean my aids,Help_CleanCare,original
tips for cleaning my aids,Help_CleanCare,original
how do i remove wax from my aids,Help_CleanCare,original
how should i store my aids overnight,Help_CleanCare,original
how do i keep moisture out of my aids,Help_CleanCare,original
explain hearing aid maintenance,Help_CleanCare,original
is it safe to get my aids wet,Help_CleanCare,original
can my hearing aids handle water,Help_CleanCare,original
what if my aids get damp,Help_CleanCare,original
can i wear my aids in the shower,Help_CleanCare,original
what happens if my aids get wet,Help_CleanCare,original
can i clean my aids with water,Help_CleanCare,original
how do i deal with sweat on my aids,Help_CleanCare,original
how do i take care of my aids,Help_CleanCare,original
how do i look after my hearing aids,Help_CleanCare,original
caring for and maintaining my aids,Help_CleanCare,original
how do i personalize my sound,Help_Customize,original
explain how to customize my aids,Help_Customize,original
how do i tailor my hearing experience,Help_Customize,original
help customizing my settings,Help_Customize,original
what can i personalize on my aids,Help_Customize,original
guide me on customizing sound,Help_Customize,original
customization help please,Help_Customize,original
how do i customize how things sound,Help_Customize,original
how do i fine tune my sound preferences,Help_Customize,original
help tailoring my hearing experience,Help_Customize,original
how do i set my own sound profile,Help_Customize,original
guide me on customizing my sound,Help_Customize,original
how do i change the tone of my aids,Help_Customize,original
help customizing how things sound,Help_Customize,original
any new updates to know about,Help_WhatsNew,original
explain what changed in this version,Help_WhatsNew,original
what improvements are new,Help_WhatsNew,original
what features were just added,Help_WhatsNew,original
catch me up on new stuff,Help_WhatsNew,original
recent feature updates please,Help_WhatsNew,original
how does the cros system work,Help_WiCROS,original
what is a cros hearing aid,Help_WiCROS,original
help with my cros setup,Help_WiCROS,original
how does cros send sound to my good ear,Help_WiCROS,original
what does the cros do,Help_WiCROS,original
explain how cros and bicros work,Help_WiCROS,original
guide me on the cros feature,Help_WiCROS,original
how do i set up cros,Help_WiCROS,original
tell me about the cros system,Help_WiCROS,original
what can this app do for me,Help_Home,original
i'm new help me get started,Help_Home,original
give me an overview of the app,Help_Home,original
help me figure out the app,Help_Home,original
explain the main screen to me,Help_Home,original
where do i go to do things,Help_Home,original
help me get oriented,Help_Home,original
what are the main things i can do,Help_Home,original
introduce me to the app,Help_Home,original
i'm completely lost in here,Help_Home,original
i can't make sense of the app,Help_Home,original
help i'm overwhelmed by the app,Help_Home,original
explain battery options for my aids,Help_Battery,original
my battery drains too fast why,Help_Battery,original
how long should a battery last,Help_Battery,original
help with battery questions,Help_Battery,original
what battery size do my aids use,Help_Battery,original
tips to make my batteries last longer,Help_Battery,original
how do i change the battery,Help_Battery,original
what's the best battery for my aids,Help_Battery,original
guide me on battery care,Help_Battery,original
why do batteries die quickly in my aids,Help_Battery,original
how do i manage my reminders,Help_Reminder,original
help with setting up reminders,Help_Reminder,original
where do i see my reminders,Help_Reminder,original
what can the reminder feature do,Help_Reminder,original
guide me on using reminders,Help_Reminder,original
how do i make a repeating reminder,Help_Reminder,original
how do reminder notifications work,Help_Reminder,original
can i set up a daily reminder,Help_Reminder,original
how do i make a reminder repeat daily,Help_Reminder,original
can reminders repeat every day,Help_Reminder,original
how does translation work in the app,Help_Translate,original
is spanish supported for translation,Help_Translate,original
help with the translate function,Help_Translate,original
what is the translate feature,Help_Translate,original
guide me on using translate,Help_Translate,original
does translate save conversations,Help_Translate,original
how do i set the translation language,Help_Translate,original
how do i use the translation tool,Help_Translate,original
explain real time translation,Help_Translate,original
help with the language translation feature,Help_Translate,original
how good is the translation feature,Help_Translate,original
which languages does translation support,Help_Translate,original
tell me about the translation feature,Help_Translate,original
can the app translate languages for me,Help_Translate,original
explain how translation works on my aids,Help_Translate,original
what's the translate feature for,Help_Translate,original
help understanding the translate feature,Help_Translate,original
does translation work both ways,Help_Translate,original
what translation languages are offered,Help_Translate,original
how do i pick a translation language,Help_Translate,original
is spanish available for translation,Help_Translate,original
are there many languages to translate,Help_Translate,original
is my language offered for translation,Help_Translate,original
what languages does the translate feature offer,Help_Translate,original
is german one of the translation options,Help_Translate,original
help with transcription,Help_Transcribe,original
how accurate is the transcription,Help_Transcribe,original
guide me on using transcribe,Help_Transcribe,original
where do i find transcription,Help_Transcribe,original
how do i read what was transcribed,Help_Transcribe,original
explain how captions work in the app,Help_Transcribe,original
what does the transcribe feature do,Help_Transcribe,original
how do i use speech to text,Help_Transcribe,original
help with the captioning feature,Help_Transcribe,original
is there a way to caption conversations,Help_Transcribe,original
what's the transcription feature for,Help_Transcribe,original
how do captions work on my aids,Help_Transcribe,original
explain the speech to text feature,Help_Transcribe,original
help understanding transcription,Help_Transcribe,original
how do i view a transcript,Help_Transcribe,original
where do transcripts get saved,Help_Transcribe,original
where do i see my health data,Help_Health,original
how do i view my fitness summary,Help_Health,original
where is my activity overview,Help_Health,original
help with the health screen,Help_Health,original
what health info does the app track,Help_Health,original
where do i see steps and exercise together,Help_Health,original
what's on the health dashboard,Help_Health,original
how do i check my overall activity,Help_Health,original
explain my fitness tracking,Help_Health,original
where do my health metrics show,Help_Health,original
where is my fitness overview,Help_Health,original
show my activity and exercise summary,Help_Health,original
my daily health metrics,Help_Health,original
where do my steps and workouts show together,Help_Health,original
open my wellness dashboard,Help_Health,original
my overall activity stats,Help_Health,original
can my aids track my heart rate,Help_HeartRate,original
how do i see my heart rate,Help_HeartRate,original
where do i find my pulse readings,Help_HeartRate,original
help with heart rate tracking,Help_HeartRate,original
how does heart rate monitoring work,Help_HeartRate,original
where do i see my beats per minute,Help_HeartRate,original
how accurate is the heart rate,Help_HeartRate,original
how do i check my pulse on the app,Help_HeartRate,original
what does the heart rate feature show,Help_HeartRate,original
where do i check my bpm,Help_HeartRate,original
show me my bpm,Help_HeartRate,original
what's my current bpm,Help_HeartRate,original
my bpm please,Help_HeartRate,original
track my bpm on the app,Help_HeartRate,original
see my pulse in bpm,Help_HeartRate,original
what is heart rate recovery,Help_HeartRateRecovery,original
explain the recovery metric,Help_HeartRateRecovery,original
what does my recovery score mean,Help_HeartRateRecovery,original
explain how recovery is tracked,Help_HeartRateRecovery,original
why does heart rate recovery matter,Help_HeartRateRecovery,original
where do i find recovery data,Help_HeartRateRecovery,original
what's a healthy recovery rate,Help_HeartRateRecovery,original
how do i connect for a remote appointment,Help_HearingCareAnywhereConnect,original
explain hearing care anywhere,Help_HearingCareAnywhereConnect,original
how do i reach my audiologist through the app,Help_HearingCareAnywhereConnect,original
help connecting to my provider remotely,Help_HearingCareAnywhereConnect,original
how do i request remote care,Help_HearingCareAnywhereConnect,original
how do i send a request to my specialist,Help_HearingCareAnywhereConnect,original
guide me on connecting with my clinician,Help_HearingCareAnywhereConnect,original
how does remote care connect work,Help_HearingCareAnywhereConnect,original
set up a remote session with my provider,Help_HearingCareAnywhereConnect,original
how do i get new settings from my audiologist,Help_HearingCareAnywhereConnect,original
how do i link with my hearing professional,Help_HearingCareAnywhereConnect,original
explain connecting for remote support,Help_HearingCareAnywhereConnect,original
how do i start a remote care request,Help_HearingCareAnywhereConnect,original
explain the mask mode feature,Help_MaskMode,original
help with mask mode,Help_MaskMode,original
how does mask mode help with face masks,Help_MaskMode,original
guide me on mask mode,Help_MaskMode,original
how do i enable mask mode for masks,Help_MaskMode,original
does mask mode help me hear masked voices,Help_MaskMode,original
when is mask mode useful,Help_MaskMode,original
how do i switch on mask mode for masks,Help_MaskMode,original
help with edge mode,Help_EdgeMode,original
how does edge mode improve sound,Help_EdgeMode,original
guide me on edge mode,Help_EdgeMode,original
how do i turn on edge mode for tough situations,Help_EdgeMode,original
edge mode help please,Help_EdgeMode,original
when is edge mode helpful,Help_EdgeMode,original
help me understand edge mode,Help_EdgeMode,original
what situations is edge mode for,Help_EdgeMode,original
guide me on using edge mode,Help_EdgeMode,original
how does edge mode adapt the sound,Help_EdgeMode,original
there's too much wind noise what setting helps,Help_EdgeMode,original
the wind outside is overwhelming what can i do,Help_EdgeMode,original
reduce wind noise in tough conditions,Help_EdgeMode,original
how do i turn on demo mode,Help_DemoMode,original
what does demo mode do,Help_DemoMode,original
how do i use the demo feature,Help_DemoMode,original
guide me on demo mode,Help_DemoMode,original
demo mode help please,Help_DemoMode,original
when would i use demo mode,Help_DemoMode,original
tell me about demo mode,Help_DemoMode,original
who won the game last night,Default Fallback Intent,original
what's a good movie to watch,Default Fallback Intent,original
what's the score of the match,Default Fallback Intent,original
tell me a fun fact,Default Fallback Intent,original
give me a recipe for soup,Default Fallback Intent,original
what's a good restaurant nearby,Default Fallback Intent,original
what should i watch tonight,Default Fallback Intent,original
who is the president,Default Fallback Intent,original
what's on tv tonight,Default Fallback Intent,original
plan my vacation,Default Fallback Intent,original
what should i wear today,Default Fallback Intent,original
what's a good gift idea,Default Fallback Intent,original
tell me about the news,Default Fallback Intent,original
how far is the nearest store,Default Fallback Intent,original
tone it down a bit,Cmd.VolumeDecrease,original
it's too loud in here,Cmd.VolumeDecrease,original
turn down a notch,Cmd.VolumeDecrease,original
cut the volume,Cmd.VolumeDecrease,original
reduce the sound,Cmd.VolumeDecrease,original
pump the brakes on the volume,Cmd.VolumeDecrease,original
pull back the volume,Cmd.VolumeDecrease,original
can you quiet it down,Cmd.VolumeDecrease,original
get that volume out of my ear,Cmd.VolumeDecrease,original
please make this quieter,Cmd.VolumeDecrease,original
switch my hearing program,Cmd.MemoryChange,original
i need a different memory for this location,Cmd.MemoryChange,original
activate my office program,Cmd.MemoryChange,original
set it to the outdoor setting,Cmd.MemoryChange,original
use the music program instead,Cmd.MemoryChange,original
i need my quiet program,Cmd.MemoryChange,original
go back to my standard setting,Cmd.MemoryChange,original
pick my telephone program,Cmd.MemoryChange,original
i'm in the car now,Cmd.MemoryChange,original
use my driving setting,Cmd.MemoryChange,original
apply wind noise reduction,Cmd.MemoryChange,original
will i make it through the day,Cmd.BatteryLevel,original
check the battery level,Cmd.BatteryLevel,original
are the batteries low,Cmd.BatteryLevel,original
do i need to charge soon,Cmd.BatteryLevel,original
what's my power level,Cmd.BatteryLevel,original
battery status please,Cmd.BatteryLevel,original
is there enough power remaining,Cmd.BatteryLevel,original
will they last all day,Cmd.BatteryLevel,original
what's the current battery level,Cmd.BatteryLevel,original
i'm running low aren't i,Cmd.BatteryLevel,original
am i good on batteries,Cmd.BatteryLevel,original
tell me the charge status,Cmd.BatteryLevel,original
show me the hearing aid battery level,Cmd.BatteryLevel,original
i lost track of my aids,Help_FindMyHearingAids,original
did i drop my aids somewhere,Help_FindMyHearingAids,original
which room did i leave my aid in,Help_FindMyHearingAids,original
have you seen my aids,Help_FindMyHearingAids,original
where's the find my hearing aid feature,Help_FindMyHearingAids,original
i need to remember this,reminders.add,original
save this for me please,reminders.add,original
i might forget this,reminders.add,original
set up a reminder for that,reminders.add,original
help me remember to do that,reminders.add,original
can you remind me about this later,reminders.add,original
i'll need a reminder for this,reminders.add,original
make a note to remind me,reminders.add,original
keep this in mind for me,reminders.add,original
remind me i need to do this,reminders.add,original
i have something i need to remember,reminders.add,original
jot that down as a reminder,reminders.add,original
send an sms to my friend,Cmd.SendMessage,original
text someone for me,Cmd.SendMessage,original
i need to contact someone quickly,Cmd.SendMessage,original
text a quick note,Cmd.SendMessage,original
send word to my family,Cmd.SendMessage,original
i need to reach out to someone,Cmd.SendMessage,original
transmit a message,Cmd.SendMessage,original
forward this to someone,Cmd.SendMessage,original
reach out with this message,Cmd.SendMessage,original
i want to message someone,Cmd.SendMessage,original
shoot a message to someone,Cmd.SendMessage,original
stream the audio to my devices,Cmd.StreamingStart,original
connect the sound to my hearing aids,Cmd.StreamingStart,original
send the television audio to my aids,Cmd.StreamingStart,original
i want to hear the tv in my aids,Cmd.StreamingStart,original
direct the audio to my hearing devices,Cmd.StreamingStart,original
pipe the sound through my aids,Cmd.StreamingStart,original
beam the tv sound to me,Cmd.StreamingStart,original
wireless stream the audio,Cmd.StreamingStart,original
use my hearing aids as speakers,Cmd.StreamingStart,original
deliver the sound to my aids,Cmd.StreamingStart,original
transfer audio to my devices,Cmd.StreamingStart,original
enable audio streaming,Cmd.StreamingStart,original
activate sound streaming,Cmd.StreamingStart,original
let me hear the tv through my aids,Cmd.StreamingStart,original
sync the audio to my aids,Cmd.StreamingStart,original
transmit the sound wirelessly,Cmd.StreamingStart,original
can you explain the basics,Help_Home,original
where should i start,Help_Home,original
i don't know what to do,Help_Home,original
show me the fundamentals,Help_Home,original
what's the simplest way to begin,Help_Home,original
i'm new to this,Help_Home,original
guide me through the main features,Help_Home,original
what's the overview,Help_Home,original
take me on a tour,Help_Home,original
explain the main screen,Help_Home,original
break it down for me,Help_Home,original
make it quieter,Cmd.VolumeDecrease,original
soften it,Cmd.VolumeDecrease,original
dial down the volume,Cmd.VolumeDecrease,original
quiet this down,Cmd.VolumeDecrease,original
sounds too loud for me,Cmd.VolumeDecrease,original
please lower the volume,Cmd.VolumeDecrease,original
make the sound quieter,Cmd.VolumeDecrease,original
turn down the gain,Cmd.VolumeDecrease,original
decrease the loudness,Cmd.VolumeDecrease,original
it needs to be softer,Cmd.VolumeDecrease,original
can it be less loud,Cmd.VolumeDecrease,original
back off the volume,Cmd.VolumeDecrease,original
roll back the sound level,Cmd.VolumeDecrease,original
lower it down please,Cmd.VolumeDecrease,original
hush it up,Cmd.VolumeDecrease,original
tamp down the volume,Cmd.VolumeDecrease,original
reduce the noise level,Cmd.VolumeDecrease,original
i need quieter sound,Cmd.VolumeDecrease,original
turn down the level,Cmd.VolumeDecrease,original
the audio is too hot,Cmd.VolumeDecrease,original
dim the volume,Cmd.VolumeDecrease,original
quiet it please,Cmd.VolumeDecrease,original
battery information,Cmd.BatteryLevel,original
check the power,Cmd.BatteryLevel,original
charge status,Cmd.BatteryLevel,original
battery check now,Cmd.BatteryLevel,original
what is the charge,Cmd.BatteryLevel,original
what can i do with this app,Help_Home,original
what is this app for,Help_Home,original
what does this do,Help_Home,original
how do i use this,Help_Home,original
what can the app do,Help_Home,original
guide me through the interface,Help_Home,original
what should i know first,Help_Home,original
what is this screen for,Help_Home,original
explain what i can do here,Help_Home,original
where do i start learning,Help_Home,original
what do all these buttons do,Help_Home,original
where is the help,Help_Home,original
how do i navigate,Help_Home,original
what is this interface,Help_Home,original
how do i access settings,Help_Home,original
what does each button do,Help_Home,original
where can i learn more,Help_Home,original
what features should i know about,Help_Home,original
send a message to someone,Cmd.SendMessage,original
i want to text a contact,Cmd.SendMessage,original
send a message to a person,Cmd.SendMessage,original
write a message,Cmd.SendMessage,original
message my friend,Cmd.SendMessage,original
send an email,Cmd.SendMessage,original
contact someone by text,Cmd.SendMessage,original
send a text message,Cmd.SendMessage,original
text this person,Cmd.SendMessage,original
message this contact,Cmd.SendMessage,original
send word,Cmd.SendMessage,original
reach out to a contact,Cmd.SendMessage,original
send a text to someone,Cmd.SendMessage,original
message a friend,Cmd.SendMessage,original
text a family member,Cmd.SendMessage,original
communicate via text,Cmd.SendMessage,original
enable streaming,Cmd.StreamingStart,original
stream sound,Cmd.StreamingStart,original
activate streaming,Cmd.StreamingStart,original
hear audio in my aids,Cmd.StreamingStart,original
send audio to my aids,Cmd.StreamingStart,original
stream this to my aids,Cmd.StreamingStart,original
wireless hearing aid connection,Cmd.StreamingStart,original
stream the podcast,Cmd.StreamingStart,original
wireless stream audio,Cmd.StreamingStart,original
receive audio streaming,Cmd.StreamingStart,original
set up audio streaming,Cmd.StreamingStart,original
stream to both hearing aids,Cmd.StreamingStart,original
audio connection to aids,Cmd.StreamingStart,original
hearing aid audio link,Cmd.StreamingStart,original
enable direct audio,Cmd.StreamingStart,original
hearing aid audio stream,Cmd.StreamingStart,original
connect directly to aids,Cmd.StreamingStart,original
my ears can't handle this level,Cmd.VolumeDecrease,original
ease off the volume a little,Cmd.VolumeDecrease,original
this is blasting my eardrums,Cmd.VolumeDecrease,original
knock the sound down a bit,Cmd.VolumeDecrease,original
drop it down a few clicks,Cmd.VolumeDecrease,original
the sound is overwhelming me,Cmd.VolumeDecrease,original
ratchet the volume back,Cmd.VolumeDecrease,original
trim the loudness please,Cmd.VolumeDecrease,original
i'm at a noisy restaurant now,Cmd.MemoryChange,original
shift into the outdoor profile,Cmd.MemoryChange,original
set me up for a concert,Cmd.MemoryChange,original
i need the setting for dining out,Cmd.MemoryChange,original
move to my church program,Cmd.MemoryChange,original
change profiles for this room,Cmd.MemoryChange,original
dial in the mode for traffic noise,Cmd.MemoryChange,original
i'm settling in for tv time,Cmd.MemoryChange,original
switch over to my gym preset,Cmd.MemoryChange,original
how charged are my aids,Cmd.BatteryLevel,original
got enough battery for a movie,Cmd.BatteryLevel,original
is my battery about to run out,Cmd.BatteryLevel,original
are these almost dead,Cmd.BatteryLevel,original
percentage of battery left please,Cmd.BatteryLevel,original
is my power almost gone,Cmd.BatteryLevel,original
i've misplaced both my aids,Help_FindMyHearingAids,original
track down where my aids are,Help_FindMyHearingAids,original
locate my missing earpiece,Help_FindMyHearingAids,original
i set my aids down and lost them,Help_FindMyHearingAids,original
show me around the app,Help_Home,original
help me find my way around,Help_Home,original
make sure i remember to take my meds,reminders.add,original
set a reminder so i don't forget,reminders.add,original
route the tv audio into my aids,Cmd.StreamingStart,original
play the audio directly in my ears,Cmd.StreamingStart,original
stream the broadcast to my devices,Cmd.StreamingStart,original
fire off a text to a contact,Cmd.SendMessage,original
i need to write a message to someone,Cmd.SendMessage,original
it's a bit quieter here can you make it audible,Cmd.VolumeIncrease,original
"i wanted it started, not stopped",Cmd.StreamingStart,F1_negation_corrective
do not unmute the aids,Default Fallback Intent,F1_negation_bare
"i did not ask you to make it muted, make it unmuted",Cmd.VolumeUnmute,F1_negation_corrective
stop trying to play my messages,Default Fallback Intent,F1_negation_bare
no need to mute the aids,Default Fallback Intent,F1_negation_bare
there is no need to unmute the aids,Default Fallback Intent,F1_negation_bare
i do not want you to mute the aids,Default Fallback Intent,F1_negation_bare
"started please, not stopped",Cmd.StreamingStart,F1_negation_corrective
"don't make it up, make it down",Cmd.VolumeDecrease,F1_negation_corrective
there is no need to make it quieter,Default Fallback Intent,F1_negation_bare
i never asked you to start streaming,Default Fallback Intent,F1_negation_bare
"please do not make it quieter, make it louder",Cmd.VolumeIncrease,F1_negation_corrective
"stopped please, not started",Cmd.StreamingStop,F1_negation_corrective
no need to raise the volume,Default Fallback Intent,F1_negation_bare
"i wanted it down, not up",Cmd.VolumeDecrease,F1_negation_corrective
i did not ask you to turn it down,Default Fallback Intent,F1_negation_bare
i did not ask you to start streaming,Default Fallback Intent,F1_negation_bare
