text,intent,source
i want you to turn up the volume on my aids,device.volume.increase,fine_tuned_test_predictions.csv
kindly turn up the hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
can you crank up both my aids,device.volume.increase,fine_tuned_test_predictions.csv
i'd like to increase my hearing device volume,device.volume.increase,fine_tuned_test_predictions.csv
i'd like to crank up my right aid,device.volume.increase,fine_tuned_test_predictions.csv
just amplify my right aid,device.volume.increase,fine_tuned_test_predictions.csv
please amplify my right aid,device.volume.increase,fine_tuned_test_predictions.csv
go ahead and make my devices louder,device.volume.increase,fine_tuned_test_predictions.csv
i want you to push the volume up on my left ear hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
hey can you boost the volume on my devices,device.volume.increase,fine_tuned_test_predictions.csv
kindly crank up my right aid,device.volume.increase,fine_tuned_test_predictions.csv
kindly raise the volume on my aids,device.volume.increase,fine_tuned_test_predictions.csv
"the audio is low, please raise it",device.volume.increase,v4_contextual_paraphrase
help me increase my hearing device volume,device.volume.increase,fine_tuned_test_predictions.csv
louder,device.volume.increase,v4_short_commands
can you make the volume more on hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
quickly bring up the volume on my left aid,device.volume.increase,fine_tuned_test_predictions.csv
i want you to raise the volume on my hearing device,device.volume.increase,fine_tuned_test_predictions.csv
i'd like to bring up the volume on my right aid,device.volume.increase,fine_tuned_test_predictions.csv
increase the volume on my left aid,device.volume.increase,fine_tuned_test_predictions.csv
i'd like you to push the volume up on my hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
help me mute the right aid,device.volume.mute,fine_tuned_test_predictions.csv
sound off,device.volume.mute,fine_tuned_test_predictions.csv
"please turn off all sound on my hearing devices, i need silence",device.volume.mute,fine_tuned_test_predictions.csv
i want to turn my right ear hearing aid off completely,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to shut off the sound on my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
would you turn off the sound on my device,device.volume.mute,fine_tuned_test_predictions.csv
"hey, switch off the sound on my device",device.volume.mute,fine_tuned_test_predictions.csv
would you please kill the volume on the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to kill the volume on my right aid,device.volume.mute,fine_tuned_test_predictions.csv
"hey, mute my device",device.volume.mute,fine_tuned_test_predictions.csv
would you turn off the volume on my devices,device.volume.mute,fine_tuned_test_predictions.csv
would you turn the volume all the way down on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i need you to switch off the sound on my devices,device.volume.mute,fine_tuned_test_predictions.csv
quickly turn my aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
i need to kill the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
quickly turn the left aid off completely,device.volume.mute,fine_tuned_test_predictions.csv
i need you to turn off the volume on the right aid,device.volume.mute,fine_tuned_test_predictions.csv
help me turn the volume all the way down on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
help me cut the volume on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to turn off the volume on my left ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
could you shut off the sound on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
i want you to stop all sound on my devices,device.volume.mute,fine_tuned_test_predictions.csv
hey can you turn the volume all the way down on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to put both hearing aids on mute,device.volume.mute,fine_tuned_test_predictions.csv
quickly cut the volume on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
quickly shut off the sound on my hearing devices,device.volume.mute,fine_tuned_test_predictions.csv
can you volume off right aid,device.volume.mute,fine_tuned_test_predictions.csv
let's kill the volume on my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
let's turn the volume all the way down on my hearing devices,device.volume.mute,fine_tuned_test_predictions.csv
i need to stop all sound on my right aid,device.volume.mute,fine_tuned_test_predictions.csv
cut every bit of sound,device.volume.mute,fine_tuned_test_predictions.csv
can you please turn my devices off completely,device.volume.mute,fine_tuned_test_predictions.csv
would you please shut off the sound on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
go ahead and stop all sound on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to put my devices on mute,device.volume.mute,fine_tuned_test_predictions.csv
go ahead and switch off the sound on my hearing devices,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to switch off the sound on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
quickly turn off the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please turn the volume all the way down on my right ear hearing aid",device.volume.mute,fine_tuned_test_predictions.csv
kill the volume on my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to cut the volume on my right hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
could you silence my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
quickly mute the right aid,device.volume.mute,fine_tuned_test_predictions.csv
kindly turn the volume all the way down on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
help me turn the volume all the way down on both my aids,device.volume.mute,fine_tuned_test_predictions.csv
quickly kill the volume on my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
turn the sound off,device.volume.mute,v4_short_commands
would you put both hearing aids on mute,device.volume.mute,fine_tuned_test_predictions.csv
i want to turn the hearing aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
would you please turn the volume all the way down on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i want the audio completely silent,device.volume.mute,v4_contextual_paraphrase
quickly kill the volume on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to shut off the sound on my aids,device.volume.mute,fine_tuned_test_predictions.csv
just turn off the volume on my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to stop all sound on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
"hey, turn off the volume on my hearing devices",device.volume.mute,fine_tuned_test_predictions.csv
quickly turn the volume all the way down on my aids,device.volume.mute,fine_tuned_test_predictions.csv
cut the volume on the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
could you please cut the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
no sound whatsoever please,device.volume.mute,fine_tuned_test_predictions.csv
make my hearing aids silent,device.volume.mute,fine_tuned_test_predictions.csv
i want to silence the right aid,device.volume.mute,fine_tuned_test_predictions.csv
just stop all sound on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
please turn volume off,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to turn off the sound on my hearing devices,device.volume.mute,fine_tuned_test_predictions.csv
would you please turn off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
hey can you turn off the sound on my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to mute the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
can you please silence the right aid,device.volume.mute,fine_tuned_test_predictions.csv
kindly turn the volume all the way down on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
could you turn the hearing aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
mutt it,device.volume.mute,v4_typo_stt
would you please put my right ear hearing aid on mute,device.volume.mute,fine_tuned_test_predictions.csv
quiet everything down to nothing,device.volume.mute,fine_tuned_test_predictions.csv
hey can you stop all sound on my aids,device.volume.mute,fine_tuned_test_predictions.csv
can you kill the volume on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
could you please cut the volume on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i need you to turn the volume all the way down on my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please turn off the sound on my left aid",device.volume.mute,fine_tuned_test_predictions.csv
i need to cut the volume on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
i would like to kill the volume on my left hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i want to turn my hearing aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
can you please turn my hearing device off completely,device.volume.mute,fine_tuned_test_predictions.csv
i need to turn the left aid off completely,device.volume.mute,fine_tuned_test_predictions.csv
kindly silence my left aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to silence my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i want to cut the volume on my aids,device.volume.mute,fine_tuned_test_predictions.csv
could you please turn the volume all the way down on my right hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
just turn off the volume on the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
would you please shut off the sound on my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please turn my devices off completely",device.volume.mute,fine_tuned_test_predictions.csv
go ahead and shut off the sound on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
i want to mute my hearing device,device.volume.mute,fine_tuned_test_predictions.csv
could you cut the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
could you put my aids on mute,device.volume.mute,fine_tuned_test_predictions.csv
quickly silence my left hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please silence my hearing aids",device.volume.mute,fine_tuned_test_predictions.csv
quickly silence my left ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
just put the left aid on mute,device.volume.mute,fine_tuned_test_predictions.csv
hey can you cut the volume on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
can you turn both my aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to mute my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
would you mute the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to kill the volume on my devices,device.volume.mute,fine_tuned_test_predictions.csv
would you please switch off the sound on my left hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
could you stop all sound on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
make it silent,device.volume.mute,v4_short_commands
would you please shut off the sound on my devices,device.volume.mute,fine_tuned_test_predictions.csv
"i need total quiet right now, can you mute my left aid",device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to turn the volume all the way down on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to shut off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
kindly switch off the sound on my left ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
please switch off the sound on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
hey can you switch off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i would like to shut off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
can you cut the volume on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please mute the hearing aids",device.volume.mute,fine_tuned_test_predictions.csv
hey can you turn my hearing aid off completely,device.volume.mute,fine_tuned_test_predictions.csv
can you please switch off the sound on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
can you make my aid silent,device.volume.mute,fine_tuned_test_predictions.csv
kindly cut the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
can you please turn the volume all the way down on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
mute sound on hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i need you to turn both my aids off completely,device.volume.mute,fine_tuned_test_predictions.csv
let's silence my aids,device.volume.mute,fine_tuned_test_predictions.csv
i want to silence my hearing devices,device.volume.mute,fine_tuned_test_predictions.csv
i need you to shut off the sound on both my aids,device.volume.mute,fine_tuned_test_predictions.csv
can you please turn the volume all the way down on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
could you please shut off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
just turn my device off completely,device.volume.mute,fine_tuned_test_predictions.csv
could you turn the volume all the way down on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
put both my aids on mute,device.volume.mute,fine_tuned_test_predictions.csv
let's mute my devices,device.volume.mute,fine_tuned_test_predictions.csv
can you please kill the volume on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i want to cut the volume on my hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
can you turn the volume all the way down on my aids,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to turn my hearing device off completely,device.volume.mute,fine_tuned_test_predictions.csv
quickly turn the volume all the way down on the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
would you turn my hearing devices off completely,device.volume.mute,fine_tuned_test_predictions.csv
please mute the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
would you shut off the sound on my hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to put both my aids on mute,device.volume.mute,fine_tuned_test_predictions.csv
hey can you turn the volume all the way down on my devices,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to silence my right aid,device.volume.mute,fine_tuned_test_predictions.csv
please turn off the volume on my left ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
stop the sound,device.volume.mute,v4_short_commands
can you please turn off the sound on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
"hey, turn off the volume on my left ear hearing aid",device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to shut off the sound on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
kindly turn the volume all the way down on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
i'm trying to cut the volume on the left aid,device.volume.mute,fine_tuned_test_predictions.csv
can you turn off the sound on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
mute it,device.volume.mute,v4_short_commands
"hey, put my aids on mute",device.volume.mute,fine_tuned_test_predictions.csv
i would like to put my right hearing aid on mute,device.volume.mute,fine_tuned_test_predictions.csv
could you put the left aid on mute,device.volume.mute,fine_tuned_test_predictions.csv
could you please mute the right aid,device.volume.mute,fine_tuned_test_predictions.csv
i'd like to silence the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
can you kill the volume on my device,device.volume.mute,fine_tuned_test_predictions.csv
i want to turn the volume all the way down on my right ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
i want to turn the volume all the way down on my left hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
quickly put my left aid on mute,device.volume.mute,fine_tuned_test_predictions.csv
i'd like you to shut off the sound on my device,device.volume.mute,fine_tuned_test_predictions.csv
help me turn off the volume on the hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please kill the volume on my hearing aids",device.volume.mute,fine_tuned_test_predictions.csv
kill the volume on my devices,device.volume.mute,fine_tuned_test_predictions.csv
can you turn the volume all the way down on my left aid,device.volume.mute,fine_tuned_test_predictions.csv
can you turn off the volume in my left hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
please stop all sound,device.volume.mute,v4_contextual_paraphrase
would you please cut the volume on my left ear hearing aid,device.volume.mute,fine_tuned_test_predictions.csv
mute,device.volume.mute,v4_short_commands
go ahead and kill the volume on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
"hey, could you please shut off the sound on my hearing device",device.volume.mute,fine_tuned_test_predictions.csv
i need you to cut the volume on my aids,device.volume.mute,fine_tuned_test_predictions.csv
hey can you turn the volume all the way down on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
just shut off the sound on both hearing aids,device.volume.mute,fine_tuned_test_predictions.csv
i need you to kill the volume on both my aids,device.volume.mute,fine_tuned_test_predictions.csv
i want you to turn the volume back on for my hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i need to turn the volume back on for both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
would you restore the sound on my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you restore the sound on the left aid,device.volume.unmute,fine_tuned_test_predictions.csv
i'm trying to unmute the hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
i want you to restore the sound on my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
please volume on right aid,device.volume.unmute,fine_tuned_test_predictions.csv
would you please unmute both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
reactivate my hearing aid sound,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, restore the sound on my hearing devices",device.volume.unmute,fine_tuned_test_predictions.csv
"my device has no sound right now, can you unmute it",device.volume.unmute,fine_tuned_test_predictions.csv
i'd like you to switch the sound back on for my devices,device.volume.unmute,fine_tuned_test_predictions.csv
turn the volume back on for my aids,device.volume.unmute,fine_tuned_test_predictions.csv
would you please restore the sound on my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
"turn my hearing aids back on, i need to hear people now",device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and turn the volume back on for my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i want to turn the sound back on for my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like to turn my right ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like you to get the sound working again on my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and undo the mute on my aids,device.volume.unmute,fine_tuned_test_predictions.csv
i'm trying to turn my left ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and unmute both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
i'm trying to turn the sound back on for my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and undo the mute on both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
can you undo the mute on both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
could you please switch the sound back on for my right hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, unmute my aids",device.volume.unmute,fine_tuned_test_predictions.csv
turn it back on,device.volume.unmute,v4_short_commands
unmute,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to unmute my hearing device,device.volume.unmute,fine_tuned_test_predictions.csv
turn the volume back on for my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you bring the sound back on the left aid,device.volume.unmute,fine_tuned_test_predictions.csv
quickly switch the sound back on for the right aid,device.volume.unmute,fine_tuned_test_predictions.csv
i would like to get the sound working again on my device,device.volume.unmute,fine_tuned_test_predictions.csv
would you please restore the sound on my aids,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn the volume back on for my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
help me turn my hearing device back on,device.volume.unmute,fine_tuned_test_predictions.csv
help me bring the sound back on my devices,device.volume.unmute,fine_tuned_test_predictions.csv
hey can you turn the sound back on for my aids,device.volume.unmute,fine_tuned_test_predictions.csv
let's get the sound working again on both hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
stop muting now,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn the volume back on for my aids,device.volume.unmute,fine_tuned_test_predictions.csv
can you get the sound working again on my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
would you turn the sound back on for my right hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
kindly turn the volume back on for my device,device.volume.unmute,fine_tuned_test_predictions.csv
i'm trying to unmute my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
kindly turn the volume back on for the hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
i want to unmute my aids,device.volume.unmute,fine_tuned_test_predictions.csv
would you please take my hearing device off mute,device.volume.unmute,fine_tuned_test_predictions.csv
can you restore the sound on my right ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn my hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
please turn my hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to switch the sound back on for my devices,device.volume.unmute,fine_tuned_test_predictions.csv
would you turn my left ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
would you please take my left ear hearing aid off mute,device.volume.unmute,fine_tuned_test_predictions.csv
can you please turn my right ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
would you please get the sound working again on my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
quickly switch the sound back on for both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
could you restore the sound on my devices,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and switch the sound back on for my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
please unmute sound on hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and switch the sound back on for my right ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you undo the mute on my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like to undo the mute on both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, could you please take my hearing device off mute",device.volume.unmute,fine_tuned_test_predictions.csv
i want to bring the sound back on my devices,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, turn both my aids back on",device.volume.unmute,fine_tuned_test_predictions.csv
i'm trying to turn the volume back on for my hearing device,device.volume.unmute,fine_tuned_test_predictions.csv
could you unmute my hearing device,device.volume.unmute,fine_tuned_test_predictions.csv
turn mute off,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and switch the sound back on for my devices,device.volume.unmute,fine_tuned_test_predictions.csv
let's undo the mute on my devices,device.volume.unmute,fine_tuned_test_predictions.csv
would you please take my right hearing aid off mute,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to turn my hearing device back on,device.volume.unmute,fine_tuned_test_predictions.csv
would you please turn my hearing devices back on,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn the sound back on for my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
turn the sound back on for my left aid,device.volume.unmute,fine_tuned_test_predictions.csv
restore the sound on my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
hey can you turn the right aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
volume on,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, restore the sound on my hearing aids",device.volume.unmute,fine_tuned_test_predictions.csv
quickly switch the sound back on for my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
help me turn the volume back on for the right aid,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like you to undo the mute on my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like to turn the sound back on for both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
go ahead and turn the sound back on for my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
i want you to unmute my left aid,device.volume.unmute,fine_tuned_test_predictions.csv
turn my devices back on,device.volume.unmute,fine_tuned_test_predictions.csv
could you turn the sound back on for my devices,device.volume.unmute,fine_tuned_test_predictions.csv
can you make sound on,device.volume.unmute,fine_tuned_test_predictions.csv
i want the sound back on,device.volume.unmute,v4_contextual_paraphrase
please turn the volume back on for my devices,device.volume.unmute,fine_tuned_test_predictions.csv
could you please get the sound working again on my left aid,device.volume.unmute,fine_tuned_test_predictions.csv
could you please get the sound working again on my right ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
would you turn the volume back on for my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
unmute my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
i need to turn the sound back on for my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
could you unmute my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, bring the sound back on my right aid",device.volume.unmute,fine_tuned_test_predictions.csv
unmute my right hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
let's turn both hearing aids back on,device.volume.unmute,fine_tuned_test_predictions.csv
quickly turn the sound back on for my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
switch the sound back on for my device,device.volume.unmute,fine_tuned_test_predictions.csv
let's restore the sound on the hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
turn sound back on,device.volume.unmute,v4_short_commands
i'd like you to turn the volume back on for my right hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i need to restore the sound on my hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
"my hearing devices has no sound right now, can you unmute it",device.volume.unmute,fine_tuned_test_predictions.csv
unmute sound on hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
could you unmute my hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to turn the volume back on for my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i want to undo the mute on the left aid,device.volume.unmute,fine_tuned_test_predictions.csv
please switch the sound back on for my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, could you please undo the mute on both hearing aids",device.volume.unmute,fine_tuned_test_predictions.csv
unmute my hearing device,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn my right hearing aid on,device.volume.unmute,fine_tuned_test_predictions.csv
i want to turn the sound back on for my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
quickly get the sound working again on my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
take my left ear hearing aid off mute,device.volume.unmute,fine_tuned_test_predictions.csv
let's turn the volume back on for my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you please turn the sound back on for my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
i need to turn the volume back on for my aids,device.volume.unmute,fine_tuned_test_predictions.csv
would you please bring the sound back on my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
could you get the sound working again on my left ear hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
"i'm done with the quiet, please unmute my hearing aids",device.volume.unmute,fine_tuned_test_predictions.csv
please turn my right ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
can you please switch the sound back on for the right aid,device.volume.unmute,fine_tuned_test_predictions.csv
switch the sound back on for my right aid,device.volume.unmute,fine_tuned_test_predictions.csv
please unmute my hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
would you restore the sound on my hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
please undo the mute on my left hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
can you unmute,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, could you please undo the mute on my devices",device.volume.unmute,fine_tuned_test_predictions.csv
kindly turn the sound back on for my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
can you get the sound working again on my hearing device,device.volume.unmute,fine_tuned_test_predictions.csv
quickly take my left aid off mute,device.volume.unmute,fine_tuned_test_predictions.csv
let's restore the sound on my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
would you turn my hearing device back on,device.volume.unmute,fine_tuned_test_predictions.csv
i want you to bring the sound back on my aids,device.volume.unmute,fine_tuned_test_predictions.csv
i'd like to bring the sound back on my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
get me off mute,device.volume.unmute,fine_tuned_test_predictions.csv
can you turn my left ear hearing aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
help me turn the hearing aids back on,device.volume.unmute,fine_tuned_test_predictions.csv
restore the sound,device.volume.unmute,v4_short_commands
let's switch the sound back on for the hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, get the sound working again on my right hearing aid",device.volume.unmute,fine_tuned_test_predictions.csv
please turn my hearing aid volume back on,device.volume.unmute,fine_tuned_test_predictions.csv
"hey, turn the volume back on for my right hearing aid",device.volume.unmute,fine_tuned_test_predictions.csv
just turn my right aid back on,device.volume.unmute,fine_tuned_test_predictions.csv
just turn the sound back on for both my aids,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to bring the sound back on my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to unmute both hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
hey can you turn the sound back on for my hearing devices,device.volume.unmute,fine_tuned_test_predictions.csv
turn the mute off,device.volume.unmute,fine_tuned_test_predictions.csv
unmute on,device.volume.unmute,fine_tuned_test_predictions.csv
would you take both hearing aids off mute,device.volume.unmute,fine_tuned_test_predictions.csv
i need to get the sound working again on the hearing aids,device.volume.unmute,fine_tuned_test_predictions.csv
hey can you restore the sound on my right hearing aid,device.volume.unmute,fine_tuned_test_predictions.csv
i need you to take my hearing aid off mute,device.volume.unmute,fine_tuned_test_predictions.csv
just switch the sound back on for my left aid,device.volume.unmute,fine_tuned_test_predictions.csv
quickly restore the sound on the left aid,device.volume.unmute,fine_tuned_test_predictions.csv
