text,intent,source
can you master program,Cmd.MemoryChange,reference_train
can you set program to theater,Cmd.MemoryChange,reference_train
can you remind me at 1 p.m. that i have to eat,reminders.add,reference_train
help with white noise adjustment on my hearing aid,Help_Tinnitus,reference_train
can you change to gym memory,Cmd.MemoryChange,reference_train
how do i change the volume of the accessory?,Help_Accessories,reference_train
special tools needed to clean hearing aids,Help_CleanCare,reference_train
how much walking have i done this week?,Cmd.ActivityWalk,reference_train
please special tools needed to clean hearing aids,Help_CleanCare,reference_train
how far have i walked,Cmd.ActivityWalk,reference_train
maximum volume,Cmd.VolumeIncrease,reference_train
what can i do with the advanced app?,Help_AppSettings,reference_train
please hearing aid volume on,Cmd.VolumeUnmute,reference_train
send a message to a contact,Cmd.SendMessage,reference_train
where is the hearing aid model,Help_DeviceSettings,reference_train
how do i know if an alert is received?,Help_FallAlert,reference_train
where is dnn speech enhancement?,Help_IntelliVoice,reference_train
can you but they live here i remember when jerry told me,Default Fallback Intent,reference_train
turn things up a notch,Cmd.VolumeIncrease,reference_train
set memory to number four,Cmd.MemoryChange,reference_train
set memory to number two,Cmd.MemoryChange,reference_train
please turn my left hearing aid off,Cmd.VolumeMute,reference_train
please can't find bose,Default Fallback Intent,reference_train
remind me about the doctor on friday,reminders.add,reference_train
can you change to speech,Cmd.MemoryChange,reference_train
how do i view my thrive rating,Help_ThriveScore,reference_train
dial in the mode for traffic noise,Cmd.MemoryChange,reference_train
can you switch to television memory,Cmd.MemoryChange,reference_train
how do i change the name of my accessory?,Help_Accessories,reference_train
please set to theater program,Cmd.MemoryChange,reference_train
how do i find my right hearing aid?,Help_FindMyHearingAids,reference_train
i want it louder,Cmd.VolumeIncrease,reference_train
please sizzlers in initiated by cham tap here to inform them that you received this order,Default Fallback Intent,reference_train
leave a recording,Cmd.SendMessage,reference_train
do i need to walk longer to reach my goal?,Cmd.ActivityWalk,reference_train
turn down the loudness on my hearing aids,Cmd.VolumeDecrease,reference_train
can you drop the sound in my hearing aid,Cmd.VolumeDecrease,reference_train
golf memory,Cmd.MemoryChange,reference_train
record my aerobic exercise,Cmd.ActivityAerobics,reference_train
can you show me where my telephone is,Cmd.FindMyPhone,reference_train
can you open it up,Default Fallback Intent,reference_train
the charger isn't working,Help_Battery,reference_train
remind me to pick up my prescription wednesday at 5 p.m.,reminders.add,reference_train
can you remember to wash my car,reminders.add,reference_train
can you my volume is too soft,Cmd.VolumeIncrease,reference_train
the sound isn't strong enough,Cmd.VolumeIncrease,reference_train
what is my daily achievement score,Help_ThriveScore,reference_train
can you just curls up in your ears yet,Default Fallback Intent,reference_train
can you change to gym program,Cmd.MemoryChange,reference_train
shoot a voice message,Cmd.SendMessage,reference_train
particular product you wanted to check specifically,Default Fallback Intent,reference_train
please help with loudness adjustments in my hearing aids,Help_Volume,reference_train
write out this meeting,Cmd.TranscribeStart,reference_train
show me bowls of food for you,Default Fallback Intent,reference_train
please switch program to meeting,Cmd.MemoryChange,reference_train
how long do hearing aids last,Default Fallback Intent,reference_train
how do i turn up the volume on just the right hearing aid?,Help_Volume,reference_train
can you connect to remote,Cmd.StreamingStart,reference_train
restore my hearing now,Cmd.VolumeUnmute,reference_train
explain how demo mode works,Help_DemoMode,reference_train
how do i sync my hearing aids to the app?,Help_HearingCareAnywhereConnect,reference_train
how do i enable mask mode,Help_MaskMode,reference_train
computer turn off dylan's lamp,Default Fallback Intent,reference_train
can i go back to my old settings?,Help_RemoteProgramming,reference_train
can you set to 90% volume,Cmd.VolumeIncrease,reference_train
please remind me to wash the car in 4 hours,reminders.add,reference_train
turn the sound on,Cmd.VolumeUnmute,reference_train
how close am i to my standing goal.,Cmd.ActivityStand,reference_train
remind me to take medicine next thursday at 4 p.m.,reminders.add,reference_train
how do i pair to my car's bluetooth?,Help_Pairing,reference_train
please don't let me forget to pick up milk today,reminders.add,reference_train
can you wednesday,Default Fallback Intent,reference_train
can you i said other program,Default Fallback Intent,reference_train
explain the remote microphone,Help_Accessories,reference_train
remind me to go to sleep,reminders.add,reference_train
can you new reminder about washing car,reminders.add,reference_train
please remember to wash my car,reminders.add,reference_train
amplify things for me,Cmd.VolumeIncrease,reference_train
i need help pairing my hearing aids to the phone,Help_Pairing,reference_train
schedule reminders,reminders.add,reference_train
can you switch program to one,Cmd.MemoryChange,reference_train
change to meeting,Cmd.MemoryChange,reference_train
how do i contact my audiologist for help?,Help_RemoteProgramming,reference_train
it would appear sound like,Default Fallback Intent,reference_train
what's been updated lately,Help_WhatsNew,reference_train
how do i increase my body score?,Help_ThriveScore,reference_train
please replay my message.,Cmd.ListenMessage,reference_train
i need to pair the hearing aid to my phone,Help_Pairing,reference_train
how do i set up email notifications?,Help_DeviceSettings,reference_train
can you pick up tv stream signal,Cmd.StreamingStart,reference_train
dim the volume,Cmd.VolumeDecrease,reference_train
please remind me friday,reminders.add,reference_train
can you set a reminder for 5 minutes,reminders.add,reference_train
can you i need an adjustment to my hearing aids,Help_RemoteProgramming,reference_train
put me in restaurant mode,Cmd.MemoryChange,reference_train
how do i manage ringing in my ears,Help_Tinnitus,reference_train
can you i want to talk to my audiologist,Help_RemoteProgramming,reference_train
have i reached my running goal?,Cmd.ActivityRun,reference_train
can you smile so we're going to go to that,Default Fallback Intent,reference_train
cros help please,Help_WiCROS,reference_train
how can i access the fall alert settings?,Help_AppSettings,reference_train
message a contact an update,Cmd.SendMessage,reference_train
how will i know when my audiologist adjusted my aid?,Help_RemoteProgramming,reference_train
how good is my heart rate recovery,Help_HeartRateRecovery,reference_train
where is help for self check,Help_SelfCheck,reference_train
can you remind me to take medicine,reminders.add,reference_train
how would i know if my manual alert has started?,Help_FallAlert,reference_train
can you remind me to take my medicine tuesday morning at 10 a.m.,reminders.add,reference_train
can you adjustments didn't hear it in the office but i am out to your there,Default Fallback Intent,reference_train
please belittle friend sharon dell one personal check your music from the others definition only find,Default Fallback Intent,reference_train
can you change memory to four,Cmd.MemoryChange,reference_train
please remind me to have a dinner every sunday at 8 a.m.,reminders.add,reference_train
please set program to car,Cmd.MemoryChange,reference_train
can you more like this is,Default Fallback Intent,reference_train
how do i see how many steps i walked today?,Help_Health,reference_train
help with the health screen,Help_Health,reference_train
route audio to my devices,Cmd.StreamingStart,reference_train
switch to noise program,Cmd.MemoryChange,reference_train
please change to pub,Cmd.MemoryChange,reference_train
weekly calorie summary,Cmd.ActivityCalories,reference_train
turn my left hearing aid off,Cmd.VolumeMute,reference_train
guide me on demo mode,Help_DemoMode,reference_train
how does translation work in the app,Help_Translate,reference_train
please make the sound higher,Cmd.VolumeIncrease,reference_train
can you that's the one who's having problems with,Default Fallback Intent,reference_train
how do i turn off a reminder,Help_Reminder,reference_train
change program to three,Cmd.MemoryChange,reference_train
help with white noise adjustments on my hearing aid,Help_Tinnitus,reference_train
switch to pub memory,Cmd.MemoryChange,reference_train
i misplaced my phone find it,Cmd.FindMyPhone,reference_train
please change to kitchen program,Cmd.MemoryChange,reference_train
how do i change memories on the hearing aid?,Help_ChangingMemories,reference_train
stop the silence i want sound,Cmd.VolumeUnmute,reference_train
can you switch memory to home,Cmd.MemoryChange,reference_train
can you volume down left aid,Cmd.VolumeDecrease,reference_train
can a friend listen along with me,Help_HearShare,reference_train
bring my sound back,Cmd.VolumeUnmute,reference_train
please turn the sound on,Cmd.VolumeUnmute,reference_train
write me an example,Default Fallback Intent,reference_train
can you i want to be reminded,reminders.add,reference_train
right here does not work,Help_SelfCheck,reference_train
how do i save the adjustments made by my hearing specialist?,Help_RemoteProgramming,reference_train
please intelligent voice help,Help_IntelliVoice,reference_train
please complete my reminder.,reminders.complete,reference_train
explore the app in demo mode,Help_DemoMode,reference_train
can you switch to automatic,Cmd.MemoryChange,reference_train
can you remind me to boil water every morning by 7 a.m.,reminders.add,reference_train
how do i get to the homepage,Help_Home,reference_train
please set to work program,Cmd.MemoryChange,reference_train
am i close to my exercise goal,Cmd.ActivityExercise,reference_train
why does heart rate recovery matter,Help_HeartRateRecovery,reference_train
connect streaming audio,Cmd.StreamingStart,reference_train
benefits of edge mode,Help_EdgeMode,reference_train
no tv remote in fry's app,Default Fallback Intent,reference_train
does edge mode drain the battery faster,Help_EdgeMode,reference_train
can you change to memory two,Cmd.MemoryChange,reference_train
what do i need to know about the home app,Help_Home,reference_train
how to set up bluetooth,Help_Pairing,reference_train
can you help with changing memories using the app,Help_ChangingMemories,reference_train
please show me where decrease the background,Default Fallback Intent,reference_train
i need some quiet,Cmd.VolumeDecrease,reference_train
scan options,Default Fallback Intent,reference_train
can you change to telephone,Cmd.MemoryChange,reference_train
how do i pair my hearing aids?,Help_Pairing,reference_train
where do i see my heart rate trends,Help_HeartRate,reference_train
please turn down the loudness on my hearing aid,Cmd.VolumeDecrease,reference_train
start translation,Cmd.TranslationStart,reference_train
can you change to noise memory,Cmd.MemoryChange,reference_train
switch memory to number two,Cmd.MemoryChange,reference_train
please let me hear my tv,Cmd.StreamingStart,reference_train
hearshare help please,Help_HearShare,reference_train
just saying hi,Default Fallback Intent,reference_train
switch program to automatic,Cmd.MemoryChange,reference_train
turn my right hearing aid down,Cmd.VolumeDecrease,reference_train
she goes,Default Fallback Intent,reference_train
can you start translating in french,Cmd.TranslationStart,reference_train
search for my phone,Cmd.FindMyPhone,reference_train
please change memory to quiet,Cmd.MemoryChange,reference_train
can you setting three,Cmd.MemoryChange,reference_train
i can't find my hearing aids,Help_FindMyHearingAids,reference_train
can you switch program to music,Cmd.MemoryChange,reference_train
listen to it.,Cmd.ListenMessage,reference_train
explain the reminder feature,Help_Reminder,reference_train
can you turn down the loudness on my aids,Cmd.VolumeDecrease,reference_train
how do i adjust the loudness on just one aid?,Help_Volume,reference_train
please switch to everyday,Cmd.MemoryChange,reference_train
switch memory to master,Cmd.MemoryChange,reference_train
please set a reminder to clean hearing aids today,reminders.add,reference_train
can you less volume please,Cmd.VolumeDecrease,reference_train
can you turn mute off,Cmd.VolumeUnmute,reference_train
how do custom programs work,Help_MemoryOptions,reference_train
what is translate,Help_Translate,reference_train
please turn up the loudness on my hearing aid,Cmd.VolumeIncrease,reference_train
set to music memory,Cmd.MemoryChange,reference_train
am i good on batteries,Cmd.BatteryLevel,reference_train
please set to work memory,Cmd.MemoryChange,reference_train
it's nice talking to you,Default Fallback Intent,reference_train
change program to music,Cmd.MemoryChange,reference_train
how do i access transcribe?,Help_Transcribe,reference_train
set reminder about dog walking repeat it every day at 9 a.m.,reminders.add,reference_train
can you new amsterdam,Default Fallback Intent,reference_train
please there's really no,Default Fallback Intent,reference_train
it's blasting my ears,Cmd.VolumeDecrease,reference_train
the hearing innovation expo is a global event hosted by starkey hearing technologies,Default Fallback Intent,reference_train
log my ride,Cmd.ActivityCycle,reference_train
are my aids connected to the phone?,Help_Pairing,reference_train
my iphone is not recognizing my left hearing aids,Help_Pairing,reference_train
start running,Cmd.ActivityRun,reference_train
i need to remember this,reminders.add,reference_train
change memory to music,Cmd.MemoryChange,reference_train
show me the quick guide,Help_WhatsNew,reference_train
different kind of needs,Default Fallback Intent,reference_train
can you shut up,Default Fallback Intent,reference_train
please remind me to go to the grocery story every sunday at noon,reminders.add,reference_train
i need to set up a reminder,reminders.add,reference_train
how do reminders work,Help_Reminder,reference_train
can you set to car memory,Cmd.MemoryChange,reference_train
how do i turn up the tv sound?,Help_Accessories,reference_train
mask mode,Cmd.MemoryChange,reference_train
my handset is missing please ring it,Cmd.FindMyPhone,reference_train
wireless hearing aid connection,Cmd.StreamingStart,reference_train
how do i get my hearing aids to stream,Help_Accessories,reference_train
feed the audio into my devices,Cmd.StreamingStart,reference_train
how long does it hurt for the hearing aids in my ears,Default Fallback Intent,reference_train
how do i turn off my headlights,Default Fallback Intent,reference_train
can my hearing aid be set up to an iphone and an ipad at the same time,Help_Pairing,reference_train
set reminder buy milk for every monday and wednesday at 5 p.m.,reminders.add,reference_train
please start tv stream,Cmd.StreamingStart,reference_train
turn my aids down,Cmd.VolumeDecrease,reference_train
how do i change the sound profile,Help_Customize,reference_train
how do i check what accessories i have paired?,Help_Accessories,reference_train
set to train program,Cmd.MemoryChange,reference_train
it was discouraging and then i found balance of nature it's just being a no-brainer ever since i feel good,Default Fallback Intent,reference_train
please create a daily reminder to take medication at 5 p.m.,reminders.add,reference_train
shut off the streamed sound,Cmd.StreamingStop,reference_train
change program to noise,Cmd.MemoryChange,reference_train
my audio quality has gone downhill,Help_DeviceSettings,reference_train
what's my resting heart rate,Help_HeartRate,reference_train
what's the condition of my batteries,Cmd.BatteryLevel,reference_train
please remind me to take medication today at 5 p.m.,reminders.add,reference_train
change memory to personal,Cmd.MemoryChange,reference_train
can you detect iphone,Cmd.FindMyPhone,reference_train
please or put on 6-month cleaning,Default Fallback Intent,reference_train
remind me to call my daughter later,reminders.add,reference_train
please change memory to worship,Cmd.MemoryChange,reference_train
please check them off like pink lady,Default Fallback Intent,reference_train
drop a voice message,Cmd.SendMessage,reference_train
can you stone jesus pine or,Default Fallback Intent,reference_train
can you help with white noise adjustments,Help_Tinnitus,reference_train
can you remind me tomorrow at 9 a.m.,reminders.add,reference_train
can you remind me at noon,reminders.add,reference_train
take a look at a distance,Default Fallback Intent,reference_train
please switch to automatic memory,Cmd.MemoryChange,reference_train
please remind me to take medicine tomorrow morning,reminders.add,reference_train
can you switch your hand sweetheart,Default Fallback Intent,reference_train
why doesn’t my hearing aid look the same?,Help_InsertDevice,reference_train
please change program to restaurant,Cmd.MemoryChange,reference_train
can you aerobic calories,Cmd.ActivityAerobics,reference_train
how do i reconnect my aids,Help_Pairing,reference_train
where would i send a manual alert?,Help_FallAlert,reference_train
how do i adjust my tinnitus noise settings?,Help_Tinnitus,reference_train
stop all audio,Cmd.VolumeMute,reference_train
what does body score mean?,Help_ThriveScore,reference_train
cut the tv connection to my aids,Cmd.StreamingStop,reference_train
can you any help you,Default Fallback Intent,reference_train
i'm up,Default Fallback Intent,reference_train
calories jogging,Cmd.ActivityRun,reference_train
how to change my walking goals from weekly to daily?,Help_Health,reference_train
remind me to wear green on st. patrick's day,reminders.add,reference_train
can you i can’t get my hearing aid on,Help_InsertDevice,reference_train
this is barely audible,Cmd.VolumeIncrease,reference_train
help with pairing devices with the thrive app,Help_Pairing,reference_train
how will i know if i've received new settings?,Help_RemoteProgramming,reference_train
pairing hearing aids on the thrive app,Help_Pairing,reference_train
set memory to one,Cmd.MemoryChange,reference_train
please mute my hearing aids,Cmd.VolumeMute,reference_train
dailly,Default Fallback Intent,reference_train
show me an overview of the thrive app,Help_WhatsNew,reference_train
ek divas jam to send the money,Default Fallback Intent,reference_train
can you change to school memory,Cmd.MemoryChange,reference_train
can you i don’t hear a difference when i change my balance control,Help_WiCROS,reference_train
how do i adjust my loudness of the noise masker on my aids?,Help_Tinnitus,reference_train
please switch to mask,Cmd.MemoryChange,reference_train
streaming,Cmd.StreamingStart,reference_train
i don't know what to do,Help_Home,reference_train
turn on translation,Cmd.TranslationStart,reference_train
stream audio to my hearing aids,Cmd.StreamingStart,reference_train
its too lound,Cmd.VolumeDecrease,reference_train
can i tag a location to a memory?,Help_MemoryOptions,reference_train
explain how intellivoice helps,Help_IntelliVoice,reference_train
how many more steps do i need today?,Cmd.ActivityStep,reference_train
how do i hook up my watch,Default Fallback Intent,reference_train
federal assistance up to my energy,Default Fallback Intent,reference_train
smile so we're going to go to that,Default Fallback Intent,reference_train
help with memory presets,Help_MemoryOptions,reference_train
please switch memory to pub,Cmd.MemoryChange,reference_train
please change program to home,Cmd.MemoryChange,reference_train
remind me friday,reminders.add,reference_train
how many calories left to burn,Cmd.ActivityCalories,reference_train
can you have i reached my aerobics goal?,Cmd.ActivityAerobics,reference_train
can you sound bar,Default Fallback Intent,reference_train
can you switch to golf memory,Cmd.MemoryChange,reference_train
please now its making noises,Default Fallback Intent,reference_train
kitchen memory,Cmd.MemoryChange,reference_train
please set program to worship,Cmd.MemoryChange,reference_train
explain the self check feature,Help_SelfCheck,reference_train
fix the static in my aids,Help_DeviceSettings,reference_train
please remember to take medication today at 5 p.m.,reminders.add,reference_train
please set a reminder to pick up prescription today at 5 p.m.,reminders.add,reference_train
help with changing memories on my aid,Help_ChangingMemories,reference_train
lower the listening level,Cmd.VolumeDecrease,reference_train
can you tell me about amharic language,Default Fallback Intent,reference_train
how do i adjust my loudness of the tinnitus noise in the aid?,Help_Tinnitus,reference_train
how do program changes work on my aids,Help_ChangingMemories,reference_train
how do i unpair my hearing aid from my phone?,Help_Pairing,reference_train
can you turn on wi-fi,Default Fallback Intent,reference_train
please change to home memory,Cmd.MemoryChange,reference_train
app version,Help_AppSettings,reference_train
set to mute memory,Cmd.MemoryChange,reference_train
why is my left hearing aid not connected,Help_Pairing,reference_train
why does my right ear cut keep cutting off,Help_SelfCheck,reference_train
can you he's on stomach,Default Fallback Intent,reference_train
volume decrease,Cmd.VolumeDecrease,reference_train
read my messages out loud,Cmd.ListenMessage,reference_train
please switch to restaurant memory,Cmd.MemoryChange,reference_train
how do i tag a location to my memory?,Help_MemoryOptions,reference_train
switch to mask,Cmd.MemoryChange,reference_train
please the weather outside today,Default Fallback Intent,reference_train
please remember to take medicine,reminders.add,reference_train
how to decrease volume,Help_Volume,reference_train
explain the health dashboard,Help_Health,reference_train
can you change to mute memory,Cmd.MemoryChange,reference_train
record a message for a friend,Cmd.SendMessage,reference_train
send the sound to my aids,Cmd.StreamingStart,reference_train
can you memory one,Cmd.MemoryChange,reference_train
can you train program,Cmd.MemoryChange,reference_train
where's my phone,Cmd.FindMyPhone,reference_train
please i lost my other hearing aid,Help_FindMyHearingAids,reference_train
switch to theater,Cmd.MemoryChange,reference_train
please s&s side working,Default Fallback Intent,reference_train
why can't i hear anything through my hearing aids,Help_SelfCheck,reference_train
please open it up,Default Fallback Intent,reference_train
please switch setting to number four,Cmd.MemoryChange,reference_train
what are my running minutes for the week?,Cmd.ActivityRun,reference_train
help with tv streamer,Help_Accessories,reference_train
change my hearing aid memory,Cmd.MemoryChange,reference_train
track my bpm on the app,Help_HeartRate,reference_train
how do i turn the volume up,Help_Volume,reference_train
please assistant professor jobs,Default Fallback Intent,reference_train
increase what i'm hearing,Cmd.VolumeIncrease,reference_train
can you help with changing memories on my aid,Help_ChangingMemories,reference_train
activate streaming,Cmd.StreamingStart,reference_train
can you switch to worship memory,Cmd.MemoryChange,reference_train
please switch program to golf,Cmd.MemoryChange,reference_train
please help with changing memories on my aid,Help_ChangingMemories,reference_train
can you set to television program,Cmd.MemoryChange,reference_train
can you make a reminder,reminders.add,reference_train
stop the tv feed to my hearing aids,Cmd.StreamingStop,reference_train
what sounds will i hear in my hearing aids if i fall?,Help_FallAlert,reference_train
how do i increase my ipro score?,Help_ThriveScore,reference_train
please switch to music,Cmd.MemoryChange,reference_train
help with tinnitus masker adjustments,Help_Tinnitus,reference_train
power level status,Cmd.BatteryLevel,reference_train
where can i find tele here,Help_HearingCareAnywhereConnect,reference_train
can you elsa texas off huh,Default Fallback Intent,reference_train
please remind me to pick up my prescription thursday at 5 p.m.,reminders.add,reference_train
can you show me my walking goal?,Cmd.ActivityWalk,reference_train
i need a prompt later,reminders.add,reference_train
what can i ask thrive assistant?,Help_VoiceAssistant,reference_train
turn things up so i can hear,Cmd.VolumeIncrease,reference_train
can i listen to the adjustments made by my audiologist?,Help_RemoteProgramming,reference_train
how to hear less wind with edge mode,Help_EdgeMode,reference_train
how long have i stood this week,Cmd.ActivityStand,reference_train
please show me user manual for my accessory,Help_Accessories,reference_train
turn my hearing aid volume on,Cmd.VolumeUnmute,reference_train
volume lower,Cmd.VolumeDecrease,reference_train
can you hear last message.,Cmd.ListenMessage,reference_train
i lost my aids,Help_FindMyHearingAids,reference_train
golf setting,Cmd.MemoryChange,reference_train
can you remind me,reminders.add,reference_train
how do i save the adjustments made by the hearing specialist?,Help_RemoteProgramming,reference_train
can you increase the volume in my hearing aids,Cmd.VolumeIncrease,reference_train
bank number to car,Default Fallback Intent,reference_train
can you set memory to number two,Cmd.MemoryChange,reference_train
pairing aids with my phone,Help_Pairing,reference_train
can you i misplaced my hearing aids,Help_FindMyHearingAids,reference_train
please remind me to vitamin d at 7 p.m. everyday,reminders.add,reference_train
can you show me my stand goal,Cmd.ActivityStand,reference_train
please change to crowd,Cmd.MemoryChange,reference_train
show me my standing goal?,Cmd.ActivityStand,reference_train
i can't hear the speaker well,Cmd.VolumeIncrease,reference_train
can you play the last one.,Cmd.ListenMessage,reference_train
can you walking down,Default Fallback Intent,reference_train
connect the audio source,Cmd.StreamingStart,reference_train
can you remind me about the parent/teacher meeting on friday,reminders.add,reference_train
how do i perform a dnn speech enhancement?,Help_IntelliVoice,reference_train
record something for another person,Cmd.SendMessage,reference_train
can you change to telephone program,Cmd.MemoryChange,reference_train
can you i need help with my settings,Help_DeviceSettings,reference_train
can you home setting,Cmd.MemoryChange,reference_train
how do i relax at home,Default Fallback Intent,reference_train
why is my left hearing aid not putting out any sound,Help_SelfCheck,reference_train
kill the sound,Cmd.VolumeMute,reference_train
how do i adjust the volume on the hearing aid?,Help_Volume,reference_train
please change to theater program,Cmd.MemoryChange,reference_train
can you remind me on the 27th of august tomy flight,reminders.add,reference_train
please set to crowd program,Cmd.MemoryChange,reference_train
so where is brewster,Default Fallback Intent,reference_train
quiet setting,Cmd.MemoryChange,reference_train
that one's finished,reminders.complete,reference_train
tell my son i said hello,Cmd.SendMessage,reference_train
thrive score help,Help_ThriveScore,reference_train
can you switch to outdoors,Cmd.MemoryChange,reference_train
how do i link two,Help_Pairing,reference_train
help with poor audio from my aids,Help_DeviceSettings,reference_train
close the stream,Cmd.StreamingStop,reference_train
do my aids support a tv connector,Help_Accessories,reference_train
make my aids louder,Cmd.VolumeIncrease,reference_train
can you there's really no,Default Fallback Intent,reference_train
how to use hearshare?,Help_HearShare,reference_train
i'm missing half the conversation,Cmd.VolumeIncrease,reference_train
i would like to set up a reminder,reminders.add,reference_train
set memory to auditorium,Cmd.MemoryChange,reference_train
in just 3 minutes to provide,Default Fallback Intent,reference_train
is my heart rate normal,Help_HeartRate,reference_train
can you call my contact,Default Fallback Intent,reference_train
how to check hearing aids are working,Help_SelfCheck,reference_train
help with the voice assistant,Help_VoiceAssistant,reference_train
set my aids for a party,Cmd.MemoryChange,reference_train
please change to personal,Cmd.MemoryChange,reference_train
how do i change the automatic settings?,Help_DeviceSettings,reference_train
please switch to everyday memory,Cmd.MemoryChange,reference_train
how do i get a better thrive score?,Help_ThriveScore,reference_train
can you wish you would have been with me it is so crowded on their john's pass you can't find a parking spot,Default Fallback Intent,reference_train
please turn on wi-fi,Default Fallback Intent,reference_train
i want to be reminded,reminders.add,reference_train
please switch to home memory,Cmd.MemoryChange,reference_train
switch to theater program,Cmd.MemoryChange,reference_train
help customizing how things sound,Help_Customize,reference_train
unmute my hearing aids,Cmd.VolumeUnmute,reference_train
what does edge mode do,Help_EdgeMode,reference_train
give me a demonstration,Help_DemoMode,reference_train
where’s the heart rate recovery feature?,Help_HeartRateRecovery,reference_train
as long as you hear the noise,Default Fallback Intent,reference_train
please i cannot remember where my left hearing aid is,Help_FindMyHearingAids,reference_train
please switch to home program,Cmd.MemoryChange,reference_train
please heart rate recovery guide,Help_HeartRateRecovery,reference_train
how do i adjust the loudness on the aid?,Help_Volume,reference_train
switch to tinnitus program,Cmd.MemoryChange,reference_train
remind me i need to do this,reminders.add,reference_train
sound feels weak,Cmd.VolumeIncrease,reference_train
good not seen a lot of fluid on that side,Default Fallback Intent,reference_train
is tinnitus in the app?,Help_Tinnitus,reference_train
how do i adjust my tinnitus masker in my hearing aid?,Help_Tinnitus,reference_train
please switch program to television,Cmd.MemoryChange,reference_train
remind me every day except sundays,reminders.add,reference_train
show me the transcribe user guide,Help_Transcribe,reference_train
can you chelsea down at least you try,Default Fallback Intent,reference_train
please help with tinnitus volume adjustment on my aids,Help_Tinnitus,reference_train
halt streaming,Cmd.StreamingStop,reference_train
how do i read my health stats,Help_Health,reference_train
how do i change the volume on just the left aid?,Help_Volume,reference_train
can you whats up,Default Fallback Intent,reference_train
can you turn on first plug,Default Fallback Intent,reference_train
can you locate the nearest golf course,Default Fallback Intent,reference_train
please i'm in butterbrodt new delhi,Default Fallback Intent,reference_train
how can i use my hearing aids,Help_Home,reference_train
gym setting,Cmd.MemoryChange,reference_train
what are you doing to check adventure to children,Default Fallback Intent,reference_train
use a different listening setup,Cmd.MemoryChange,reference_train
can you memory number two,Cmd.MemoryChange,reference_train
what adjustments can i make on the main screen?,Help_Home,reference_train
demo mode,Help_DemoMode,reference_train
do i need to recharge,Cmd.BatteryLevel,reference_train
how do i read my bpm,Help_HeartRate,reference_train
please switch program to three,Cmd.MemoryChange,reference_train
capture my workout,Cmd.ActivityExercise,reference_train
please set to auditorium memory,Cmd.MemoryChange,reference_train
drop my brother a message,Cmd.SendMessage,reference_train
transmit a message,Cmd.SendMessage,reference_train
switch check out her,Default Fallback Intent,reference_train
did anyone send me anything read it,Cmd.ListenMessage,reference_train
tinnitus feature help,Help_Tinnitus,reference_train
can you schedule appointment tomorrow,reminders.add,reference_train
can my audiologist adjust the aids remotely?,Help_RemoteProgramming,reference_train
how far have i biked?,Cmd.ActivityCycle,reference_train
please help with changing programs using the app,Help_ChangingMemories,reference_train
help with the brain score,Help_ThriveScore,reference_train
can reminders repeat every day,Help_Reminder,reference_train
how do i adjust my noise masker on the left aid?,Help_Tinnitus,reference_train
can you who is home minister of india,Default Fallback Intent,reference_train
how do i get back to the main screen?,Help_Home,reference_train
can you make volume lower,Cmd.VolumeDecrease,reference_train
please remind me about the teacher meeting on friday,reminders.add,reference_train
jot that down as a reminder,reminders.add,reference_train
how much power is left?,Cmd.BatteryLevel,reference_train
how does the thrive score work?,Help_ThriveScore,reference_train
can you set program to auditorium,Cmd.MemoryChange,reference_train
can you remind me to take medicine today at 5 p.m.,reminders.add,reference_train
make sure i don't miss my appointment,reminders.add,reference_train
reminder for this evening,reminders.add,reference_train
please please show me where decrease the background,Default Fallback Intent,reference_train
don't let me forget to call grandma,reminders.add,reference_train
can you switch to telephone program,Cmd.MemoryChange,reference_train
please i've lost my hearing aids,Help_FindMyHearingAids,reference_train
how do i access the cloud?,Help_HearingCareAnywhereConnect,reference_train
can i set the program to this location?,Help_MemoryOptions,reference_train
don't let me forget my appointment tomorrow at 10 am,reminders.add,reference_train
this ear ringing is driving me crazy,Help_Tinnitus,reference_train
what's on the homepage,Help_Home,reference_train
go to hell,Default Fallback Intent,reference_train
i need to program new stamping to my phone,Default Fallback Intent,reference_train
can you remember i came in here and,Default Fallback Intent,reference_train
can you locate my other hearing aid,Help_FindMyHearingAids,reference_train
please tell me what my stand goal is,Cmd.ActivityStand,reference_train
switch memory to one,Cmd.MemoryChange,reference_train
can you i seen some of the models out there and they lose,Default Fallback Intent,reference_train
help with tinnitus stimulus adjustments on my aid,Help_Tinnitus,reference_train
remind me to drink water today,reminders.add,reference_train
remind me to study tomorrow,reminders.add,reference_train
memory one,Cmd.MemoryChange,reference_train
where did i put my other aid?,Help_FindMyHearingAids,reference_train
can you set to home memory,Cmd.MemoryChange,reference_train
how do i adjust the volume on my hearing aid?,Help_Volume,reference_train
can you remind about business meeting every monday at 4 p.m.,reminders.add,reference_train
start translating to spanish,Cmd.TranslationStart,reference_train
i would like to add a reminder,reminders.add,reference_train
can the app translate languages for me,Help_Translate,reference_train
change to golf program,Cmd.MemoryChange,reference_train
can you iphone missing,Cmd.FindMyPhone,reference_train
what other fun things to do in baltimore,Default Fallback Intent,reference_train
note this down for me,reminders.add,reference_train
help me transcribe,Help_Transcribe,reference_train
information on the activity score,Help_ThriveScore,reference_train
my hearing aids sound off today,Help_DeviceSettings,reference_train
can you search phone,Cmd.FindMyPhone,reference_train
please remind me to wake up at 7 a.m.,reminders.add,reference_train
