text,expected_scope,scope_probability
please turn my hearing aid back on,IN_DOMAIN,0.9813517712767662
can you please switch the sound back on for the right aid,IN_DOMAIN,0.9301883723819733
i need you to switch the sound back on for my devices,IN_DOMAIN,0.977754082634205
could you please switch the sound back on for my right hearing aid,IN_DOMAIN,0.9679662311386551
"hey, unmute my left ear hearing aid",IN_DOMAIN,0.9932426363178609
can you restore the sound on my right ear hearing aid,IN_DOMAIN,0.9717310937256235
would you please get the sound working again on my left ear hearing aid,IN_DOMAIN,0.9744474667473055
would you turn the sound back on for my right hearing aid,IN_DOMAIN,0.9827763873751487
could you restore the sound on my devices,IN_DOMAIN,0.9379232175066607
help me turn the volume back on for the right aid,IN_DOMAIN,0.934097054136246
would you please take my hearing device off mute,IN_DOMAIN,0.9792719850391568
quickly turn the sound back on for my right aid,IN_DOMAIN,0.9684112214526989
can you undo the mute on my hearing aids,IN_DOMAIN,0.9871509724848367
would you undo the mute on my right hearing aid,IN_DOMAIN,0.9823234412936189
"hey, restore the sound on my hearing aids",IN_DOMAIN,0.9904023147837128
i want to bring the sound back on my devices,IN_DOMAIN,0.9717049665404341
"hey, turn both my aids back on",IN_DOMAIN,0.9858120300937144
i'd like to unmute both my aids,IN_DOMAIN,0.9890215516165232
could you unmute my hearing device,IN_DOMAIN,0.9771030961137926
turn mute off,IN_DOMAIN,0.8974598286715273
quickly take my devices off mute,IN_DOMAIN,0.9693610230006051
can you make sound on,IN_DOMAIN,0.696782066376708
go ahead and unmute both my aids,IN_DOMAIN,0.9603046453097823
unmute my hearing device,IN_DOMAIN,0.9882368031095476
would you please turn my hearing devices back on,IN_DOMAIN,0.9879500655865955
i'd like to undo the mute on both my aids,IN_DOMAIN,0.9853685054639241
would you turn my left ear hearing aid back on,IN_DOMAIN,0.9939656537772541
i'm trying to turn my left ear hearing aid back on,IN_DOMAIN,0.9940434545540854
hey can you turn the right aid back on,IN_DOMAIN,0.9697319400192823
i'd like to turn my right ear hearing aid back on,IN_DOMAIN,0.9937877527520447
would you turn the volume back on for my left ear hearing aid,IN_DOMAIN,0.9950535393963352
quickly switch the sound back on for my left ear hearing aid,IN_DOMAIN,0.9908896663314775
"hey, restore the sound on my hearing devices",IN_DOMAIN,0.9871132124738922
i'd like you to undo the mute on my hearing aids,IN_DOMAIN,0.9946582621508551
i'd like to turn the sound back on for both my aids,IN_DOMAIN,0.9857314691641336
put the volume back on,IN_DOMAIN,0.9175151934156915
i want you to unmute my left aid,IN_DOMAIN,0.9836725003164335
turn my devices back on,IN_DOMAIN,0.9771534379987313
i need to turn the volume back on for both my aids,IN_DOMAIN,0.9830764759579476
can you please turn my right ear hearing aid back on,IN_DOMAIN,0.9764003287291273
please turn the volume back on for my devices,IN_DOMAIN,0.9666670165316156
could you please get the sound working again on my left aid,IN_DOMAIN,0.9238439960518539
let's undo the mute on my devices,IN_DOMAIN,0.9682475796858588
unmute my hearing devices,IN_DOMAIN,0.9892136397791059
could you unmute my hearing aids,IN_DOMAIN,0.9861773220242368
"hey, bring the sound back on my right aid",IN_DOMAIN,0.9832773386301129
unmute my right hearing aid,IN_DOMAIN,0.9846278893926315
"my device has no sound right now, can you unmute it",IN_DOMAIN,0.8057819610936503
switch the sound back on for my device,IN_DOMAIN,0.9701141352893293
let's restore the sound on the hearing aids,IN_DOMAIN,0.9652576243060225
could you turn the sound back on for my devices,IN_DOMAIN,0.9459629079359098
i'm trying to turn the sound back on for my left ear hearing aid,IN_DOMAIN,0.9913580694771609
i need to restore the sound on my hearing aid,IN_DOMAIN,0.9794812536735762
"my hearing devices has no sound right now, can you unmute it",IN_DOMAIN,0.9014326880839405
go ahead and switch the sound back on for my devices,IN_DOMAIN,0.9674285548453838
can you turn my right hearing aid on,IN_DOMAIN,0.985241775695573
let's turn both hearing aids back on,IN_DOMAIN,0.9810565700182207
i'd like you to get the sound working again on my left ear hearing aid,IN_DOMAIN,0.9874634029036438
go ahead and switch the sound back on for my right ear hearing aid,IN_DOMAIN,0.9785010246250371
could you unmute my hearing aid,IN_DOMAIN,0.9815044947946885
restore the sound on my left ear hearing aid,IN_DOMAIN,0.9866044111055289
please unmute sound on hearing aids,IN_DOMAIN,0.961962900036836
can you turn the sound back on for my left hearing aid,IN_DOMAIN,0.9869421325191238
quickly switch the sound back on for both my aids,IN_DOMAIN,0.9777918277372346
i need you to turn my hearing device back on,IN_DOMAIN,0.990652852801975
i want to undo the mute on the left aid,IN_DOMAIN,0.950213146451799
please switch the sound back on for my hearing aids,IN_DOMAIN,0.9827328507913826
"hey, could you please undo the mute on both hearing aids",IN_DOMAIN,0.9653442527491135
go ahead and turn the volume back on for my left ear hearing aid,IN_DOMAIN,0.9889394267564322
volume on,IN_DOMAIN,0.9599339267297361
take my left ear hearing aid off mute,IN_DOMAIN,0.9896421053697781
let's turn the volume back on for my left hearing aid,IN_DOMAIN,0.9934380417497467
can you please turn the sound back on for my right aid,IN_DOMAIN,0.9404258059060968
i need to turn the volume back on for my aids,IN_DOMAIN,0.9853719463988714
would you please bring the sound back on my left hearing aid,IN_DOMAIN,0.9881411599784871
could you get the sound working again on my left ear hearing aid,IN_DOMAIN,0.9645898823802465
"i'm done with the quiet, please unmute my hearing aids",IN_DOMAIN,0.9394136658033213
hey can you turn the sound back on for my aids,IN_DOMAIN,0.9789746935995153
quickly take my left aid off mute,IN_DOMAIN,0.9806453894601929
switch the sound back on for my right aid,IN_DOMAIN,0.9732153675870493
please unmute my hearing aids,IN_DOMAIN,0.9794603913031348
would you restore the sound on my hearing aid,IN_DOMAIN,0.9857130529234805
please undo the mute on my left hearing aid,IN_DOMAIN,0.9750336623348361
i'd like you to turn the volume back on for my right hearing aid,IN_DOMAIN,0.9951466739186723
"hey, could you please undo the mute on my devices",IN_DOMAIN,0.9568109229067531
kindly turn the sound back on for my hearing devices,IN_DOMAIN,0.986426242271616
can you get the sound working again on my hearing device,IN_DOMAIN,0.9596928200754696
would you please turn the volume back on for my hearing aid,IN_DOMAIN,0.9917262592518282
let's restore the sound on my hearing devices,IN_DOMAIN,0.9823536569005543
i need you to turn the volume back on for my left ear hearing aid,IN_DOMAIN,0.9949221868601908
would you please restore the sound on my right aid,IN_DOMAIN,0.9524798679647997
i'd like to bring the sound back on my hearing devices,IN_DOMAIN,0.9939205156553887
get me off mute,IN_DOMAIN,0.707324093745799
can you turn my left ear hearing aid back on,IN_DOMAIN,0.9919362116607474
help me turn the hearing aids back on,IN_DOMAIN,0.9585692361878353
help me take my right ear hearing aid off mute,IN_DOMAIN,0.9591427256586911
let's switch the sound back on for the hearing aids,IN_DOMAIN,0.976504946392486
"hey, get the sound working again on my right hearing aid",IN_DOMAIN,0.968474412664323
please turn my hearing aid volume back on,IN_DOMAIN,0.9909489725101248
"hey, turn the volume back on for my right hearing aid",IN_DOMAIN,0.9925776991341823
just turn my right aid back on,IN_DOMAIN,0.973203585797727
just turn the sound back on for both my aids,IN_DOMAIN,0.9649750658462634
turn the sound back on for my left aid,IN_DOMAIN,0.9784572385260761
i need you to unmute both hearing aids,IN_DOMAIN,0.9818030481919395
hey can you turn the sound back on for my hearing devices,IN_DOMAIN,0.9887272651221175
turn the mute off,IN_DOMAIN,0.9119281748463209
unmute sound on hearing aids,IN_DOMAIN,0.9848084930196037
would you take both hearing aids off mute,IN_DOMAIN,0.9796484307503323
i need to get the sound working again on the hearing aids,IN_DOMAIN,0.9385552813087559
hey can you restore the sound on my right hearing aid,IN_DOMAIN,0.9812198235981628
i need you to take my hearing aid off mute,IN_DOMAIN,0.9894153757230888
just switch the sound back on for my left aid,IN_DOMAIN,0.9811484300785503
quickly restore the sound on the left aid,IN_DOMAIN,0.9577635742590669
would you please take both hearing aids off mute,IN_DOMAIN,0.9704824009655995
let's turn my hearing devices back on,IN_DOMAIN,0.988730632528633
i'm trying to get the sound working again on both hearing aids,IN_DOMAIN,0.9664328424051968
please turn the volume back on for both hearing aids,IN_DOMAIN,0.9730111656746411
go ahead and switch the sound back on for my hearing aid,IN_DOMAIN,0.9822960509925601
i need you to bring the sound back on my hearing devices,IN_DOMAIN,0.9891866221810433
i'd like you to get the sound working again on the hearing aids,IN_DOMAIN,0.9720367669523085
i need you to turn the sound back on for my hearing devices,IN_DOMAIN,0.9874316873660844
hey can you unmute my hearing devices,IN_DOMAIN,0.9914042008348161
i need to undo the mute on the right aid,IN_DOMAIN,0.9239806485328946
please turn my left hearing aid back on,IN_DOMAIN,0.984851077476184
could you take both my aids off mute,IN_DOMAIN,0.9503515096881023
could you find my handset around here,IN_DOMAIN,0.8760933434230289
"quick, i lost my phone nearby",IN_DOMAIN,0.9438818728402888
hey can you track my cell phone,IN_DOMAIN,0.9645285672559415
"quick, where did i leave my mobile phone somewhere",IN_DOMAIN,0.9469702945988868
hey can you help me find my mobile phone at home,IN_DOMAIN,0.9431973520445285
hey can you ring my cellphone at home,IN_DOMAIN,0.9623584304739681
"ugh, track my phone in this room",IN_DOMAIN,0.9614718638822435
hey can you where is my smartphone in the house,IN_DOMAIN,0.9088531861914059
"help me out, locate my mobile phone in my car",IN_DOMAIN,0.9636031898656786
"quick, track my iphone in the kitchen",IN_DOMAIN,0.969981866997438
track my cell phone around here,IN_DOMAIN,0.9513870517943328
"hey, can you find my telephone nearby",IN_DOMAIN,0.9257983880593763
hey can you can you find my cellphone at home,IN_DOMAIN,0.9351415160884002
"hey, help me find my mobile phone in the living room",IN_DOMAIN,0.9709229509197501
"quick, ring my handset at home",IN_DOMAIN,0.9502434202665483
"quick, where did i leave my telephone in the kitchen",IN_DOMAIN,0.9376595510302507
"hey, help me locate my handset in the kitchen",IN_DOMAIN,0.949931392015332
where is my smartphone in the living room,IN_DOMAIN,0.9113585063189124
"ugh, ring my telephone in this room",IN_DOMAIN,0.938616664916729
"hey, can you find my phone somewhere",IN_DOMAIN,0.9548694568632027
could you search for my cell phone nearby,IN_DOMAIN,0.8773800732973471
can you track down my mobile at home,IN_DOMAIN,0.9578062543766819
hey can you i misplaced my phone,IN_DOMAIN,0.9266443998882892
"i need help, can you find my mobile phone nearby",IN_DOMAIN,0.9224674760000509
"ugh, i lost my cell phone somewhere",IN_DOMAIN,0.9324087044466668
"ugh, where is my phone in my car",IN_DOMAIN,0.9232936514021473
hey can you search for my mobile in the living room,IN_DOMAIN,0.9622748345849537
help me locate my mobile in the house,IN_DOMAIN,0.9115297430951933
hey can you where did i leave my iphone somewhere,IN_DOMAIN,0.9258264397246991
ring my android in the kitchen,IN_DOMAIN,0.9577417646401492
"help me out, track down my android phone in the house",IN_DOMAIN,0.9687379068744598
"i need help, track my iphone at home",IN_DOMAIN,0.9442356356263035
could you find my cellphone around here,IN_DOMAIN,0.8841982217661906
locate phone,IN_DOMAIN,0.8863746949487009
track down my mobile,IN_DOMAIN,0.9538144565155493
where is my android phone,IN_DOMAIN,0.8973634363072938
"ugh, where did i leave my mobile",IN_DOMAIN,0.8883986457400616
hey can you where did i leave my smartphone in this room,IN_DOMAIN,0.9352960280727495
where is my mobile phone in the living room,IN_DOMAIN,0.9526420124101516
track down my cellphone in this room,IN_DOMAIN,0.9524392694749656
"ugh, my mobile is missing in this room",IN_DOMAIN,0.8843754906280732
"hey, find my phone at home",IN_DOMAIN,0.9678386270850378
hey can you search for my mobile phone in the kitchen,IN_DOMAIN,0.978196560845343
hey can you i lost my phone,IN_DOMAIN,0.9667386607468815
"hey, i misplaced my mobile at home",IN_DOMAIN,0.9310677250714163
could you track my handset somewhere,IN_DOMAIN,0.8944938863715342
"ugh, can you find my telephone at home",IN_DOMAIN,0.9217676052562774
can you locate my mobile in the house,IN_DOMAIN,0.937998759366576
hey can you i lost my mobile phone,IN_DOMAIN,0.974479227543019
"i need help, track my telephone at home",IN_DOMAIN,0.9253789480984942
find my device,IN_DOMAIN,0.9283351942605993
"quick, i lost my android phone in the living room",IN_DOMAIN,0.9814454898217647
hey can you locate my smartphone somewhere,IN_DOMAIN,0.9496262794593803
"ugh, where did i leave my android phone at home",IN_DOMAIN,0.9588006985123325
can you find my handset in the house,IN_DOMAIN,0.9063481379294515
"hey, i lost my telephone around here",IN_DOMAIN,0.9499160896091862
"hey, can you find my mobile phone in the living room",IN_DOMAIN,0.984681190641824
"ugh, i misplaced my android phone",IN_DOMAIN,0.9408476280081635
"ugh, locate my android phone in the kitchen",IN_DOMAIN,0.980199290853448
"ugh, track my android phone in this room",IN_DOMAIN,0.9732280848172455
"quick, ring my android phone nearby",IN_DOMAIN,0.9684041064972557
"ugh, where's my smartphone around here",IN_DOMAIN,0.9193720609268634
"ugh, help me find my handset somewhere",IN_DOMAIN,0.8493745713075865
hey can you i misplaced my mobile phone in the living room,IN_DOMAIN,0.9750499901784839
track my phone somewhere,IN_DOMAIN,0.9486286558065031
"help me out, search for my cell phone in the kitchen",IN_DOMAIN,0.9246670554040473
"hey, i can't find my android phone nearby",IN_DOMAIN,0.958289668210739
"ugh, find my cell phone in the house",IN_DOMAIN,0.9400953200443858
find my android in the kitchen,IN_DOMAIN,0.9370168533916687
my mobile phone is missing,IN_DOMAIN,0.917419099054499
"i need help, track my smartphone around here",IN_DOMAIN,0.933943292126802
can you find my telephone around here,IN_DOMAIN,0.9006669623467279
"hey, i lost my android at home",IN_DOMAIN,0.9577080244446002
"quick, i lost my android in my car",IN_DOMAIN,0.9544526423943116
please track my android phone in this room,IN_DOMAIN,0.9480646169791922
"quick, where did i leave my android in my car",IN_DOMAIN,0.9371123855062864
hey can you locate my cellphone in the kitchen,IN_DOMAIN,0.9676361656032427
"quick, track down my smartphone somewhere",IN_DOMAIN,0.9546006455928421
"hey, i lost my handset in the kitchen",IN_DOMAIN,0.9622884742359954
"hey, where's my mobile phone nearby",IN_DOMAIN,0.9520788038097566
"quick, ring my mobile phone",IN_DOMAIN,0.9736270817811771
could you search for my android at home,IN_DOMAIN,0.891883423010298
"ugh, help me find my phone in the living room",IN_DOMAIN,0.945394901574973
"quick, track down my android in the kitchen",IN_DOMAIN,0.9725336477394639
help me locate my iphone in this room,IN_DOMAIN,0.9210856524538353
please help me locate my smartphone around here,IN_DOMAIN,0.8659815399763346
please search for my handset somewhere,IN_DOMAIN,0.8228036451087096
hey can you find my cell phone around here,IN_DOMAIN,0.9512310659832578
"i need help, track my telephone in my car",IN_DOMAIN,0.9328454638086998
can you find my android,IN_DOMAIN,0.8815878653023043
"i need help, find my cellphone around here",IN_DOMAIN,0.888787510321425
"quick, help me locate my mobile in the living room",IN_DOMAIN,0.9517056008647288
could you track down my phone in this room,IN_DOMAIN,0.9566708941351647
hey can you can you find my iphone in this room,IN_DOMAIN,0.9411784354591917
hey can you track my mobile in my car,IN_DOMAIN,0.9693544384551801
misplaced telephone,IN_DOMAIN,0.7358787997341429
where's my handset in my car,IN_DOMAIN,0.9030505786946365
"hey, find my cellphone in the living room",IN_DOMAIN,0.962630137313468
"ugh, ring my cell phone at home",IN_DOMAIN,0.9610389020335391
hey can you find my smartphone around here,IN_DOMAIN,0.948618920790661
"quick, i can't find my android phone in the kitchen",IN_DOMAIN,0.964224138804111
can you lost iphone,IN_DOMAIN,0.8607571863164886
please track down my smartphone in the living room,IN_DOMAIN,0.9562597547008246
can you track my mobile in the living room,IN_DOMAIN,0.9600122578191236
please find my handset in the house,IN_DOMAIN,0.8331331397584967
i lost my phone make it sound,IN_DOMAIN,0.8737240046559578
"help me out, can you find my android phone in the living room",IN_DOMAIN,0.9575156444119417
"ugh, i misplaced my iphone nearby",IN_DOMAIN,0.9018235370043066
"quick, where's my iphone somewhere",IN_DOMAIN,0.9071142508822914
hey can you i can't find my mobile in the kitchen,IN_DOMAIN,0.934170645691676
where's my cell phone in this room,IN_DOMAIN,0.9014085723325864
"i need help, ring my android phone somewhere",IN_DOMAIN,0.9477191414520696
"help me out, find my mobile phone in my car",IN_DOMAIN,0.9466515866823062
my mobile phone is missing in the kitchen,IN_DOMAIN,0.9494740276761752
can you search phone,IN_DOMAIN,0.8678431580855357
please track down my mobile phone somewhere,IN_DOMAIN,0.9511447108321689
"ugh, can you find my iphone in the house",IN_DOMAIN,0.9404968145188431
"ugh, ring my mobile phone somewhere",IN_DOMAIN,0.9661877427628239
please track my phone in this room,IN_DOMAIN,0.9173379460575548
hey can you help me locate my mobile in the house,IN_DOMAIN,0.923939546023446
track my cellphone in the kitchen,IN_DOMAIN,0.955008726654157
"hey, track down my cellphone in my car",IN_DOMAIN,0.9762817624318497
"hey, my phone is missing somewhere",IN_DOMAIN,0.9143288626400672
"hey, search for my android in the kitchen",IN_DOMAIN,0.9565449757328031
"i need help, locate my telephone nearby",IN_DOMAIN,0.890921799084664
"hey, where did i leave my handset around here",IN_DOMAIN,0.9300074752840215
"help me out, track down my android in the kitchen",IN_DOMAIN,0.9488636641332044
"help me out, ring my android somewhere",IN_DOMAIN,0.8813897797722011
"quick, find my android phone nearby",IN_DOMAIN,0.9542906081603747
please locate my android phone in the house,IN_DOMAIN,0.954095504576501
can you track my mobile phone in the living room,IN_DOMAIN,0.9813156880851309
please find my android,IN_DOMAIN,0.7472684026669045
can you discover telephone,IN_DOMAIN,0.7667621251570963
"quick, where is my phone in my car",IN_DOMAIN,0.9298773584464048
"quick, find my mobile phone nearby",IN_DOMAIN,0.9532530032673396
"help me out, search for my phone around here",IN_DOMAIN,0.9051929395268039
"hey, i lost my telephone",IN_DOMAIN,0.9427520381688035
"quick, locate my telephone in the living room",IN_DOMAIN,0.964694561966306
hey can you ring my iphone at home,IN_DOMAIN,0.9749251230202488
hey can you track my phone in this room,IN_DOMAIN,0.9729613009521333
hey can you search for my android around here,IN_DOMAIN,0.9416764890234559
"hey, search for my smartphone in the house",IN_DOMAIN,0.9509793855951734
ring my mobile at home,IN_DOMAIN,0.9474594844353901
hey can you find my handset around here,IN_DOMAIN,0.9387690140435965
"ugh, ring my smartphone in the kitchen",IN_DOMAIN,0.9629017279225573
hey can you help me find my android in my car,IN_DOMAIN,0.8999469628705343
"quick, track my mobile phone in the living room",IN_DOMAIN,0.984256044451544
"ugh, i can't find my phone at home",IN_DOMAIN,0.9265109118376076
"help me out, ring my handset at home",IN_DOMAIN,0.9071862956742941
"ugh, i lost my cell phone",IN_DOMAIN,0.9353345524926402
"hey, where's my smartphone in the living room",IN_DOMAIN,0.9572391347686701
could you find my smartphone in the house,IN_DOMAIN,0.9008931044653887
discover telephone,IN_DOMAIN,0.7687239443006897
hey can you help me locate my android phone in the house,IN_DOMAIN,0.9642391938990067
"i need help, track my mobile",IN_DOMAIN,0.8990290369426266
"hey, help me find my telephone at home",IN_DOMAIN,0.9066148229913908
show me where my iphone is,IN_DOMAIN,0.5481913624491347
hey can you track my android in the living room,IN_DOMAIN,0.9752314039764455
lost iphone,IN_DOMAIN,0.8693861622176775
please locate my cellphone in the living room,IN_DOMAIN,0.9336140417053516
could you track down my mobile phone in this room,IN_DOMAIN,0.9698258493632744
i can't find my handset ring it,IN_DOMAIN,0.8209345434223437
"i need help, can you find my cell phone in the living room",IN_DOMAIN,0.9392424588325851
hey can you find my cellphone somewhere,IN_DOMAIN,0.9233256883388464
"ugh, search for my mobile at home",IN_DOMAIN,0.9264163856127494
"quick, where did i leave my handset somewhere",IN_DOMAIN,0.9048456691505256
hey can you ring my telephone at home,IN_DOMAIN,0.9619701655420021
"quick, where did i leave my iphone at home",IN_DOMAIN,0.942702841242251
"ugh, where is my android phone nearby",IN_DOMAIN,0.9160837225350806
can you find phone,IN_DOMAIN,0.7675196896918304
"i need help, track my phone in this room",IN_DOMAIN,0.9409399740968554
i can't find my phone around here,IN_DOMAIN,0.9086518133711057
"quick, i can't find my iphone at home",IN_DOMAIN,0.9282147318400247
"quick, help me locate my telephone",IN_DOMAIN,0.8957909290776458
"hey, can you find my mobile in the living room",IN_DOMAIN,0.9673621527119002
"hey, my cellphone is missing in the kitchen",IN_DOMAIN,0.934808211994442
hey can you can you find my mobile phone,IN_DOMAIN,0.9616427434230992
"hey, find my android in this room",IN_DOMAIN,0.9380035104959604
please search for my smartphone in the living room,IN_DOMAIN,0.9199759621080458
where did i leave my smartphone around here,IN_DOMAIN,0.9135906265862582
can you track my mobile phone nearby,IN_DOMAIN,0.9611467504321217
can you ring my cell phone nearby,IN_DOMAIN,0.9292527958958609
hey can you can you find my android in the living room,IN_DOMAIN,0.9568855477757409
please track down my cellphone,IN_DOMAIN,0.9012091751207486
track my cell phone in my car,IN_DOMAIN,0.9662839537310453
hey can you where did i leave my mobile,IN_DOMAIN,0.9069577595094187
"ugh, help me locate my cell phone in the living room",IN_DOMAIN,0.9597755950600155
show me how to use reminder,IN_DOMAIN,0.9382462374600641
how does one turn off reminders on my hearing aids,IN_DOMAIN,0.998304345498362
where do i go to modify my reminder settings,IN_DOMAIN,0.9765716437835167
i want to know how to rename a reminder,IN_DOMAIN,0.8722219849588286
tell me how to create a reminder notification,IN_DOMAIN,0.93175872848275
how do i modify a recurring reminder,IN_DOMAIN,0.906070188246592
how do i repeat reminders,IN_DOMAIN,0.9070679849857144
i want to know how to resume the reminder feature,IN_DOMAIN,0.9200676487824172
is there a way to customize a medication reminder,IN_DOMAIN,0.9165732378430258
help me unmute an alarm,IN_DOMAIN,0.9091507309969622
how do i change a reminder,IN_DOMAIN,0.9725628613505507
where do i go to change a reminder notification,IN_DOMAIN,0.9749667680352774
help me reschedule the reminder feature,IN_DOMAIN,0.9461919799107854
"by the way, how do reminders show up",IN_DOMAIN,0.8960229115878733
where do i go to duplicate a daily reminder,IN_DOMAIN,0.9552973291537339
is there a way to duplicate my reminders,IN_DOMAIN,0.957420267943967
is there a way to cancel a recurring reminder,IN_DOMAIN,0.9277351580607309
how do i turn off a reminder notification,IN_DOMAIN,0.9654738150112612
can you show me how to turn off my reminders,IN_DOMAIN,0.9903401752376567
can i turn off the reminder feature,IN_DOMAIN,0.9940993316187554
explain how to check a medication reminder,IN_DOMAIN,0.9265060202199491
i want to know how to delete a daily reminder,IN_DOMAIN,0.8757546598836723
can you show me how to repeat a reminder,IN_DOMAIN,0.9041087251350557
explain how to turn off my reminders,IN_DOMAIN,0.9861479557336839
"just wondering, can you tell me more about the reminder feature",IN_DOMAIN,0.8009627271402326
how do i rename a medication reminder,IN_DOMAIN,0.9229720563544282
"hey, can i get reminders on my hearing aids",IN_DOMAIN,0.9992047581863968
where do i go to clear a reminder,IN_DOMAIN,0.9821449862394384
"by the way, how many reminders can i set",IN_DOMAIN,0.9501073148872102
walk me through how to set my reminders,IN_DOMAIN,0.9901970948567568
show me how to clear an alarm,IN_DOMAIN,0.8324735617889399
how can i remove the reminder feature,IN_DOMAIN,0.9651172915331181
"i was wondering, how do i view my reminders",IN_DOMAIN,0.8716283733484693
"i'm curious, where do i see my reminders",IN_DOMAIN,0.9336403603130576
walk me through how to clear reminders,IN_DOMAIN,0.9723046228292308
show me how to customize reminders on my hearing aids,IN_DOMAIN,0.9896411432386389
how do i adjust a daily reminder,IN_DOMAIN,0.8826567006442853
how can i turn on a reminder,IN_DOMAIN,0.9888303286855564
explain how to modify my reminders,IN_DOMAIN,0.9350349236706174
show me how to set a reminder on my phone,IN_DOMAIN,0.9974374032871708
is it possible to turn off a recurring reminder,IN_DOMAIN,0.9700435004097828
i want to know how to set up a task reminder,IN_DOMAIN,0.9820276953816962
"quick question, can i set reminders for medication",IN_DOMAIN,0.9437326585773983
how do i rename a reminder,IN_DOMAIN,0.9272835261222466
tell me how to edit an alarm,IN_DOMAIN,0.7258049120200194
"i'm curious, how many reminders can i set",IN_DOMAIN,0.9435951592675743
is there a way to customize a reminder notification,IN_DOMAIN,0.9100182408764089
i'd like to understand how do i edit a reminder,IN_DOMAIN,0.9334927171602407
can you show me how to personalize a reminder notification,IN_DOMAIN,0.8871853766639455
"one thing, do reminders make a sound",IN_DOMAIN,0.9701024744585565
help me duplicate a reminder,IN_DOMAIN,0.9268690246609053
can you show me how to resume a recurring reminder,IN_DOMAIN,0.9198735976286145
show me how to clear my reminder settings,IN_DOMAIN,0.977177994328127
explain how to unmute a task reminder,IN_DOMAIN,0.9749644213973994
i'd like to understand how do i manage my reminders,IN_DOMAIN,0.9349459025688569
i want to know how to resume my reminders,IN_DOMAIN,0.9285208446969209
can you show me how to change a reminder notification,IN_DOMAIN,0.9494173688638543
how can i turn off a task reminder,IN_DOMAIN,0.9935469888690879
"i was wondering, do reminders make a sound",IN_DOMAIN,0.8764601214705822
explain how to set up a reminder,IN_DOMAIN,0.9749756708741867
tell me how to view the reminder feature,IN_DOMAIN,0.9314836547302714
how do i create an alarm,IN_DOMAIN,0.8235145468812205
where do i go to resume the reminder feature,IN_DOMAIN,0.9743325313984562
explain how to change reminders,IN_DOMAIN,0.9458507115493291
"i was wondering, where do i see my reminders",IN_DOMAIN,0.8989616232258589
help me understand what can reminders do,IN_DOMAIN,0.6826719830142266
"i'm curious, how do reminders show up",IN_DOMAIN,0.881182239699023
"hey, tell me about reminders",IN_DOMAIN,0.8293521766948546
i need help understanding how do i turn on reminders,IN_DOMAIN,0.8991936865130029
tell me how to turn off a reminder notification,IN_DOMAIN,0.960653157011369
"i was wondering, what is the reminder feature for",IN_DOMAIN,0.6947004675896794
can you show me how to rename a reminder on my phone,IN_DOMAIN,0.9857057062896089
show me how to unmute my reminders,IN_DOMAIN,0.9863200914651811
show me how to rename a reminder on my phone,IN_DOMAIN,0.9874387760274214
"so, can reminders repeat daily",IN_DOMAIN,0.9292361496873407
how do i check the reminder feature,IN_DOMAIN,0.96230241963322
where do i go to set my reminder settings,IN_DOMAIN,0.9919493341772351
"one thing, what do reminders do",IN_DOMAIN,0.928141729874937
can i cancel reminders,IN_DOMAIN,0.9600208278288175
how does one enable reminders,IN_DOMAIN,0.9293338618390845
how does one rename a recurring reminder,IN_DOMAIN,0.9284522751098789
explain how to modify the reminder feature,IN_DOMAIN,0.9300600724625175
i'd like to understand what is the reminder feature for,IN_DOMAIN,0.8839517166499343
where do i go to mute a reminder notification,IN_DOMAIN,0.9730344607138286
how can i customize a reminder notification,IN_DOMAIN,0.9078879340075668
walk me through how to check a task reminder,IN_DOMAIN,0.9801052308390783
do you know how many reminders can i set,IN_DOMAIN,0.8900994816202662
"i was wondering, how many reminders can i set",IN_DOMAIN,0.9127618913170924
is there a way to unmute a daily reminder,IN_DOMAIN,0.9665333561158568
is it possible to change an alarm,IN_DOMAIN,0.8809939508488457
i need help understanding what kind of reminders can i set,IN_DOMAIN,0.8827679301857869
how do i reschedule reminders on my hearing aids,IN_DOMAIN,0.991675392312592
help me understand what's the reminder feature,IN_DOMAIN,0.8356984683892453
how do i adjust a medication reminder,IN_DOMAIN,0.8941622031955311
"quick question, can i set multiple reminders",IN_DOMAIN,0.9255560182638304
help me check a medication reminder,IN_DOMAIN,0.9482462337867847
is it possible to unmute an alarm,IN_DOMAIN,0.9019185991706232
where do i go to create the reminder feature,IN_DOMAIN,0.9819326113795821
where do i go to mute the reminder feature,IN_DOMAIN,0.9860825165104995
is it possible to turn on a recurring reminder,IN_DOMAIN,0.9600235405375025
how do i cancel reminders,IN_DOMAIN,0.9169423592192926
where do i go to turn on the reminder feature,IN_DOMAIN,0.9901529472093025
explain how to cancel a reminder,IN_DOMAIN,0.8870601894413576
where do i go to clear the reminder feature,IN_DOMAIN,0.985093271374153
how do i snooze my reminder settings,IN_DOMAIN,0.9395874187950694
can i adjust a task reminder,IN_DOMAIN,0.9738606789849007
show me how to turn on a reminder on my phone,IN_DOMAIN,0.9955642107588709
how does one create a recurring reminder,IN_DOMAIN,0.9470897541827343
is it possible to cancel my reminders,IN_DOMAIN,0.9538049321687683
where do i go to disable an alarm,IN_DOMAIN,0.8622255665321181
how do reminders work,IN_DOMAIN,0.9549817745114505
explain how to view a daily reminder,IN_DOMAIN,0.8861217783259275
"one thing, how do reminders work",IN_DOMAIN,0.9565908660975365
